Rainfall_Settefrati,Temperature_Settefrati,Flow_Rate_Madonna_di_Canneto,Date
-0.2396746727618364,0.719677897959746,-1.2860943418902546,2015-06-09
-0.06850162250447372,0.8231173155598928,0.32435856422967807,2015-06-10
0.46403675607398787,0.9561108524743663,0.4371456045296786,2015-06-11
-0.37280926740645176,0.9708879121315303,1.0263441306971002,2015-06-12
-0.37280926740645176,1.1777667473318227,-1.2694523805018427,2015-06-13
-0.37280926740645176,0.8822255541885475,-1.1138934286593265,2015-06-14
-0.3157515839873309,0.4389137644736349,-1.06186679982226,2015-06-15
-0.2967323561809573,0.7935631962455648,0.8361564465460075,2015-06-16
1.1297097292970648,0.5054105329308717,0.3315815439365596,2015-06-17
-0.35379003960007815,0.36502846618781615,0.33168759968862194,2015-06-18
1.7097961773914603,0.5792958312166905,0.3178552325041051,2015-06-19
3.1932959462886035,0.5792958312166905,0.8451709357961977,2015-06-20
-0.12555930592359463,0.4241367048164709,-1.247412630124486,2015-06-21
-0.37280926740645176,0.4758564136165443,1.0263441306971002,2015-06-22
-0.37280926740645176,0.6236270101881818,0.6199995125153526,2015-06-23
-0.030463166891726484,0.8157287857313108,-0.8584453258779476,2015-06-24
-0.37280926740645176,0.6975123084740006,0.7054444455244642,2015-06-25
-0.37280926740645176,0.6679581891596732,-0.41889655924338454,2015-06-26
-0.37280926740645176,0.741843487445492,0.9599836309735887,2015-06-27
-0.37280926740645176,1.0078305612744396,0.34090287455499013,2015-06-28
-0.37280926740645176,1.0078305612744396,-1.5606073564832417,2015-06-29
-0.37280926740645176,1.1556011578460772,-0.32922299720431314,2015-06-30
-0.37280926740645176,1.2073208666461501,-1.4687852494692817,2015-07-01
-0.37280926740645176,1.2959832245891327,-1.0841440318175812,2015-07-02
-0.37280926740645176,1.5841358879038259,0.77779624634408,2015-07-03
-0.37280926740645176,1.5102505896180072,-1.2522051535496679,2015-07-04
-0.37280926740645176,1.495473529960843,0.4569023224249975,2015-07-05
-0.37280926740645176,1.6063014773895714,0.708055850733504,2015-07-06
-0.2396746727618364,1.7614606037897909,0.41127846241423455,2015-07-07
-0.37280926740645176,1.5545817685894985,-0.9022939738893165,2015-07-08
-0.37280926740645176,1.502862059789425,-1.4582408914832228,2015-07-09
-0.37280926740645176,1.502862059789425,0.9199192558058772,2015-07-10
-0.37280926740645176,1.4437538211607703,0.8431261058690566,2015-07-11
-0.37280926740645176,1.5324161791037525,-1.7060074206473017,2015-07-12
-0.37280926740645176,1.5102505896180072,0.5063726399907338,2015-07-13
-0.37280926740645176,1.5471932387609164,0.9821420706644322,2015-07-14
-0.20163621714908914,1.9387853196757558,-1.264876412798046,2015-07-15
-0.37280926740645176,1.9240082600185924,0.9635514261193376,2015-07-16
-0.37280926740645176,1.894454140704265,-1.2264917863449303,2015-07-17
-0.37280926740645176,2.079167386418812,0.39071866447298537,2015-07-18
-0.37280926740645176,1.9905050284758292,-1.4859017558877874,2015-07-19
-0.37280926740645176,1.9166197301900103,-1.2056268885194528,2015-07-20
0.26433486410706475,1.9313967898471742,-1.2081396158764317,2015-07-21
0.15972911117200975,1.7984032529327003,-1.2264917863449303,2015-07-22
-0.33477081179370455,1.591524417732408,0.9943242225809371,2015-07-23
0.026594516527394405,1.4289767615036064,-0.7884224291030736,2015-07-24
4.581699576153878,1.2664291052748053,0.3571868142950707,2015-07-25
-0.35379003960007815,1.3329258737320422,1.010494288616542,2015-07-26
-0.37280926740645176,1.1408240981889133,-1.4389780185053105,2015-07-27
-0.37280926740645176,1.340314403560624,-0.8584453258779476,2015-07-28
-0.37280926740645176,1.2885946947605509,-1.2205303869662225,2015-07-29
-0.37280926740645176,1.4585308808179338,0.40258797345538583,2015-07-30
-0.37280926740645176,1.6432441265324806,-1.3378300960834526,2015-07-31
-0.37280926740645176,1.7466835441326274,-0.7878158870752247,2015-08-01
-0.37280926740645176,1.694963835332554,0.4035518286783938,2015-08-02
0.5401136672994823,1.591524417732408,0.6604716945517152,2015-08-03
-0.37280926740645176,1.6432441265324806,-1.3378300960834526,2015-08-04
-0.37280926740645176,1.8057917827612822,-0.6842972025735875,2015-08-05
-0.37280926740645176,1.9166197301900103,-1.410985417001407,2015-08-06
-0.2967323561809573,1.9387853196757558,-1.3761631302925164,2015-08-07
-0.37280926740645176,1.887065610875683,-0.41889655924338454,2015-08-08
0.21678679459113068,1.6654097160182266,0.34346970339104554,2015-08-09
0.12169065555926253,1.222097926303314,0.8257067029493168,2015-08-10
1.7478346330042076,0.8452829050456382,0.3372022834510774,2015-08-11
-0.35379003960007815,1.3772570527035335,0.9576016959318769,2015-08-12
-0.37280926740645176,1.6432441265324806,-1.3378300960834526,2015-08-13
-0.22065544495546274,1.7171294248182996,-1.3203967363241147,2015-08-14
-0.37280926740645176,1.2590405754462233,0.9636888192207763,2015-08-15
0.6352098063313504,0.46846788378796234,0.41259055514153536,2015-08-16
-0.35379003960007815,0.6236270101881818,0.8844477201386692,2015-08-17
-0.37280926740645176,0.8231173155598928,-1.8833346573434873,2015-08-18
0.8349116982982735,0.5940728908738544,-1.6248435390819993,2015-08-19
-0.37280926740645176,0.6827352488168367,0.7079773778410946,2015-08-20
0.4830559838803614,0.7122893681311646,0.9709814988602933,2015-08-21
0.026594516527394405,0.7049008383025825,0.989450760721467,2015-08-22
-0.37280926740645176,0.8157287857313108,-1.2701638328971085,2015-08-23
-0.37280926740645176,0.9339452629886209,-1.5343964398063998,2015-08-24
-0.37280926740645176,1.199932336817568,0.16088622165633956,2015-08-25
-0.37280926740645176,1.0595502700745125,0.42366300723054684,2015-08-26
-0.37280926740645176,1.3255373439034601,0.34540698575724055,2015-08-27
-0.37280926740645176,1.384645582532115,0.9134691485754994,2015-08-28
-0.37280926740645176,1.6210785370467353,-1.4443474943348547,2015-08-29
-0.37280926740645176,1.7319064844754635,0.9945540672609546,2015-08-30
-0.37280926740645176,1.702352365161136,1.0263441306971002,2015-08-31
-0.37280926740645176,1.502862059789425,-1.4582408914832228,2015-09-01
-0.37280926740645176,1.3255373439034601,0.7809625607647074,2015-09-02
-0.37280926740645176,1.1629896876746586,0.9512792351101661,2015-09-03
-0.1160496920204078,1.1260470385317494,0.8749685293002675,2015-09-04
0.9395174512333285,0.7640090769312374,-0.9446630595819631,2015-09-05
-0.37280926740645176,0.49063347327370826,0.652022254444209,2015-09-06
-0.37280926740645176,0.6014614207024365,0.3443461130217679,2015-09-07
-0.37280926740645176,0.5866843610452724,0.9863721134797987,2015-09-08
-0.37280926740645176,0.29114316790199735,0.642697706137578,2015-09-09
-0.37280926740645176,0.4980220031022897,0.8603155736015426,2015-09-10
0.007575288721020761,0.4758564136165443,-1.8712237221360144,2015-09-11
-0.37280926740645176,0.564518771559527,-0.7290829531181081,2015-09-12
-0.37280926740645176,0.8822255541885475,0.3437654342161349,2015-09-13
-0.16359776153634187,0.904391143674293,-1.152625655945162,2015-09-14
-0.37280926740645176,1.1703782175032407,-1.3429460393053056,2015-09-15
-0.37280926740645176,1.3181488140748783,0.6413705767257553,2015-09-16
-0.37280926740645176,1.6432441265324806,-1.2116148782991842,2015-09-17
-0.37280926740645176,1.7245179546468814,1.0037998368231442,2015-09-18
-0.33477081179370455,1.502862059789425,0.3420343928676413,2015-09-19
-0.25869390056821,0.7640090769312374,0.3443461130217679,2015-09-20
-0.37280926740645176,0.719677897959746,-1.1478189010377429,2015-09-21
-0.37280926740645176,0.45369082413079886,0.5913486862323154,2015-09-22
1.0155943624588228,0.3502514065306522,0.8564385620529079,2015-09-23
-0.2777131283745836,0.13598404150177784,0.961825902591151,2015-09-24
-0.37280926740645176,0.06948727304454104,-1.183824956821483,2015-09-25
-0.37280926740645176,0.025156094073049678,-1.292348082754204,2015-09-26
-0.37280926740645176,0.1655381608161055,0.40293268117757214,2015-09-27
-0.37280926740645176,-0.011786555069859709,-1.22442961648022,2015-09-28
-0.37280926740645176,-0.056117734041350814,-1.1365274120807718,2015-09-29
-0.37280926740645176,-0.0487292042127691,-1.1250472717187945,2015-09-30
0.4069790726548669,-0.19649980078440665,-1.2328221649891056,2015-10-01
1.1392193432002515,0.32808581704490675,-1.2102958695708659,2015-10-02
-0.35379003960007815,0.254200518759088,0.8913119198090209,2015-10-03
-0.37280926740645176,0.254200518759088,-1.14107752280423,2015-10-04
-0.049482394698100125,0.254200518759088,-1.1882623329832323,2015-10-05
-0.3157515839873309,0.4463022943022169,-1.2701638328971085,2015-10-06
0.15972911117200975,0.29853169773057936,0.8482068667445789,2015-10-07
-0.37280926740645176,0.1655381608161055,-1.58327312666929,2015-10-08
-0.1826169893427155,0.04732168355879536,0.4133329235594002,2015-10-09
2.860459459677065,0.03254462390163166,0.9971296222426996,2015-10-10
1.3484308490703616,-0.4994295237562634,0.3178552325041051,2015-10-11
-0.35379003960007815,-0.19649980078440665,0.7178222959264335,2015-10-12
0.8444213122014604,-0.24083097975589773,-1.5202838091709097,2015-10-13
2.5941902703878337,0.43152523464505294,-1.2292160977673283,2015-10-14
0.5115848255899219,-0.24083097975589773,0.8431261058690566,2015-10-15
-0.37280926740645176,-0.3221048078702985,-1.9131653328018816,2015-10-16
-0.22065544495546274,-0.24821950958447972,0.662100849722766,2015-10-17
-0.33477081179370455,-0.36643598684178963,0.3863732842327121,2015-10-18
1.0536328180715702,0.246811988930506,0.16970538693375492,2015-10-19
-0.35379003960007815,-0.01917508489844143,1.0263441306971002,2015-10-20
-0.16359776153634187,-0.36643598684178963,0.41259055514153536,2015-10-21
0.711286717556845,-0.8540789555281936,-1.2197515722216972,2015-10-22
-0.37280926740645176,-0.5733148220420822,-1.3873295913087138,2015-10-23
-0.37280926740645176,-0.3442703973560442,0.6544332672753955,2015-10-24
-0.37280926740645176,-0.15216862181291527,1.0263441306971002,2015-10-25
-0.37280926740645176,-0.24083097975589773,-1.1561508939655185,2015-10-26
-0.37280926740645176,0.06209874321595906,-1.6911841396978913,2015-10-27
0.2358060223975043,-0.24083097975589773,0.6720887723580229,2015-10-28
0.7303059453632186,-0.16694568147007896,-1.2221300867141682,2015-10-29
0.6352098063313504,-0.5289836430705911,0.7054444455244642,2015-10-30
-0.37280926740645176,-0.19649980078440665,1.0263441306971002,2015-10-31
-0.37280926740645176,-0.27777362889880713,0.33688967146646587,2015-11-01
-0.37280926740645176,-0.3738245166703716,-1.4920878816064111,2015-11-02
-0.37280926740645176,-0.15955715164149725,0.9066741838178592,2015-11-03
-0.37280926740645176,-0.0635062638699328,-1.2185498234167653,2015-11-04
-0.37280926740645176,-0.004398025241277728,-1.2246098413496904,2015-11-05
-0.37280926740645176,-0.011786555069859709,-1.2471985961218834,2015-11-06
-0.37280926740645176,-0.004398025241277728,-1.2471985961218834,2015-11-07
-0.37280926740645176,0.1507611011589418,-1.2819877384576668,2015-11-08
-0.37280926740645176,0.12120698184461413,0.9833757560390449,2015-11-09
-0.37280926740645176,-0.3221048078702985,0.6689037042144187,2015-11-10
-0.37280926740645176,0.017767564244467956,-1.9154487928525725,2015-11-11
-0.37280926740645176,-0.6915312992993924,-1.2207224745251644,2015-11-12
-0.37280926740645176,-0.3738245166703716,-1.497126288217581,2015-11-13
-0.37280926740645176,-0.3221048078702985,0.6689037042144187,2015-11-14
-0.37280926740645176,-0.4477098149561904,-2.1731159301390646,2015-11-15
-0.37280926740645176,-0.32949333769888023,-1.7150521174669175,2015-11-16
-0.37280926740645176,-0.46987540444193604,-1.1475710672648247,2015-11-17
-0.37280926740645176,-0.5142065834134272,0.4190944330314473,2015-11-18
-0.37280926740645176,-0.4994295237562634,-1.3873295913087138,2015-11-19
-0.20163621714908914,-0.6545886501564829,0.977668872363839,2015-11-20
2.955555598708933,-0.7210854186137198,0.8361564465460075,2015-11-21
0.3118829336229988,-1.2826136855859425,-1.3761631302925164,2015-11-22
0.19776756678475702,-1.2382825066144512,0.7233619378387701,2015-11-23
-0.2967323561809573,-1.068346320557068,0.5466300296362926,2015-11-24
-0.37280926740645176,-1.19395132764296,0.3697143636612992,2015-11-25
-0.10654007811722102,-1.378664573357507,0.5352450498280245,2015-11-26
0.3118829336229988,-1.1496201486714688,-1.8123702075763228,2015-11-27
-0.37280926740645176,-1.3047792750716882,0.8451709357961977,2015-11-28
-0.37280926740645176,-1.2678366259287788,-0.722263844775689,2015-11-29
-0.37280926740645176,-1.1126774995285593,1.0263441306971002,2015-11-30
-0.37280926740645176,-0.7949707168995386,0.9924774755367233,2015-12-01
-0.37280926740645176,-0.7358624782708835,-1.21282960708978,2015-12-02
-0.37280926740645176,-0.8762445450139393,0.9711977986646727,2015-12-03
-0.37280926740645176,-1.0166266117569949,0.3138771587059457,2015-12-04
-0.37280926740645176,-0.898410134499685,0.7052409290865848,2015-12-05
-0.37280926740645176,-0.891021604671103,0.9616664444503662,2015-12-06
-0.37280926740645176,-0.7358624782708835,0.7127093800154963,2015-12-07
-0.37280926740645176,-0.6693657098136466,0.973294963619368,2015-12-08
-0.37280926740645176,-0.8097477765567023,0.5352450498280245,2015-12-09
-0.37280926740645176,-0.9870724924426675,0.9856746803429124,2015-12-10
-0.37280926740645176,-1.260448096100197,0.9997567975569468,2015-12-11
-0.37280926740645176,-1.1052889696999775,1.0263441306971002,2015-12-12
-0.37280926740645176,-1.2456710364430332,-1.222767242033524,2015-12-13
-0.37280926740645176,-1.2382825066144512,1.0263441306971002,2015-12-14
-0.37280926740645176,-1.1791742679857962,0.41037836173490155,2015-12-15
-0.37280926740645176,-1.0387922012427406,0.7077645079487698,2015-12-16
-0.37280926740645176,-1.127454559185723,1.0263441306971002,2015-12-17
-0.37280926740645176,-1.0314036714141588,0.9874294970053732,2015-12-18
-0.37280926740645176,-1.0018495520998312,1.0263441306971002,2015-12-19
-0.37280926740645176,-0.8688560151853573,0.41846605067186743,2015-12-20
-0.37280926740645176,-0.9057986643282667,0.7211444981335308,2015-12-21
-0.37280926740645176,-0.9649069029569217,0.961825902591151,2015-12-22
-0.37280926740645176,-0.8762445450139393,-1.1478189010377429,2015-12-23
-0.37280926740645176,-1.0831233802142317,0.7042700923228405,2015-12-24
-0.37280926740645176,-0.9057986643282667,-1.241033171592225,2015-12-25
-0.37280926740645176,-0.7506395379280474,0.829245776092647,2015-12-26
-0.37280926740645176,-0.7358624782708835,1.0263441306971002,2015-12-27
-0.37280926740645176,-0.5954804115278279,1.0263441306971002,2015-12-28
-0.37280926740645176,-1.0757348503856499,1.0263441306971002,2015-12-29
-0.37280926740645176,-1.3417219242145977,1.0263441306971002,2015-12-30
-0.37280926740645176,-1.5412122295863082,0.8869897905649474,2015-12-31
-0.37280926740645176,-1.54860075941489,-1.2457912554545791,2016-01-01
0.33090216142937245,-1.43038428215758,0.5964263792247153,2016-01-02
1.1772577988129989,-1.3121678049002699,-1.2188468431896975,2016-01-03
0.9204982234269548,-1.3934416330146706,-1.327836187487026,2016-01-04
0.44501752826761415,-0.9796839626140855,-1.9551758943750033,2016-01-05
0.9585366790397021,-1.4599384014719075,0.4154625962156284,2016-01-06
-0.3157515839873309,-1.5042695804433988,0.6635064894782685,2016-01-07
-0.25869390056821,-0.9279642538140124,-1.21282960708978,2016-01-08
-0.35379003960007815,-0.4477098149561904,0.960146235020973,2016-01-09
0.5401136672994823,-0.5068180535848454,-1.2205303869662225,2016-01-10
0.39746945875168005,-0.6693657098136466,1.0263441306971002,2016-01-11
0.11218104165607568,-1.0314036714141588,1.0263441306971002,2016-01-12
-0.030463166891726484,-1.3047792750716882,-1.2049045752561631,2016-01-13
1.3008827795544275,-1.6520401770150364,0.5762206206135245,2016-01-14
2.175767258647614,-1.2382825066144512,0.9796707144759936,2016-01-15
-0.37280926740645176,-1.607708998043545,0.6380741909267877,2016-01-16
-0.37280926740645176,-2.169237265015768,1.0263441306971002,2016-01-17
-0.37280926740645176,-2.0805749070727853,1.0263441306971002,2016-01-18
-0.37280926740645176,-2.0584093175870395,1.0263441306971002,2016-01-19
-0.37280926740645176,-2.0584093175870395,1.0263441306971002,2016-01-20
0.21678679459113068,-1.371276043528925,0.3069231540133602,2016-01-21
-0.37280926740645176,-1.563377819072054,1.0263441306971002,2016-01-22
-0.37280926740645176,-1.6815942963293637,0.9874294970053732,2016-01-23
-0.37280926740645176,-1.371276043528925,1.0263441306971002,2016-01-24
-0.37280926740645176,-1.2826136855859425,0.7451788469234193,2016-01-25
-0.37280926740645176,-1.068346320557068,1.0263441306971002,2016-01-26
-0.37280926740645176,-1.0979004398713956,1.0263441306971002,2016-01-27
-0.37280926740645176,-0.9131871941568487,0.9636888192207763,2016-01-28
-0.37280926740645176,-0.9131871941568487,-1.2128536195951172,2016-01-29
-0.37280926740645176,-0.9575183731283399,1.0263441306971002,2016-01-30
-0.2967323561809573,-1.0314036714141588,0.7183725674225396,2016-01-31
1.1487289571034383,-0.7063083589565561,1.0263441306971002,2016-02-01
-0.35379003960007815,-0.7358624782708835,-1.7717375811824247,2016-02-02
-0.10654007811722102,-0.883633074842521,0.963961274082153,2016-02-03
-0.25869390056821,-1.3860531031860888,0.7139310872258903,2016-02-04
-0.37280926740645176,-1.363887513700343,1.0263441306971002,2016-02-05
-0.37280926740645176,-1.2013398574715417,0.6846352158894851,2016-02-06
-0.35379003960007815,-1.371276043528925,-1.2199164982477628,2016-02-07
-0.011443939085352883,-0.9870724924426675,1.0772892823588402,2016-02-08
0.2738444780102515,-0.8762445450139393,-1.2681634701100812,2016-02-09
0.502075211686735,-1.2973907452431062,0.6752199699720428,2016-02-10
0.25482525020387786,-1.3860531031860888,1.0263441306971002,2016-02-11
0.6352098063313504,-1.3047792750716882,0.3812583802835746,2016-02-12
1.6051904244564053,-0.7358624782708835,0.9415896055909906,2016-02-13
3.440545907771461,-0.9279642538140124,1.0263441306971002,2016-02-14
1.2057866405225595,-0.7358624782708835,-1.4301302529420998,2016-02-15
-0.25869390056821,-0.22605392009873404,0.4036281855741017,2016-02-16
-0.37280926740645176,-0.6250345308421553,0.5721360666155874,2016-02-17
-0.2967323561809573,-1.1643972083286325,0.3495294435603924,2016-02-18
-0.2967323561809573,-1.2900022154145243,-0.1355190570955576,2016-02-19
-0.33477081179370455,-1.2235054469572875,0.803370603800932,2016-02-20
-0.37280926740645176,-1.0535692608999043,1.0263441306971002,2016-02-21
-0.37280926740645176,-0.7432510080994654,0.3397395382683433,2016-02-22
-0.37280926740645176,-0.5807033518706642,-1.3873295913087138,2016-02-23
-0.37280926740645176,-0.713696888785138,0.31695976641931556,2016-02-24
0.2358060223975043,-0.8614674853567756,-1.2228302257052432,2016-02-25
0.9395174512333285,-1.0018495520998312,0.6859289949462217,2016-02-26
1.167748184909812,-1.0905119100428136,0.4128658719040545,2016-02-27
2.071161505712559,-0.3590474570132079,0.6473438637614476,2016-02-28
3.2028055601917904,-1.2161169171287054,0.5879959955712764,2016-02-29
-0.37280926740645176,-1.0831233802142317,0.7042700923228405,2016-03-01
-0.37280926740645176,-1.0535692608999043,1.0263441306971002,2016-03-02
1.26284432394168,-1.607708998043545,0.6729229494410173,2016-03-03
-0.35379003960007815,-1.43038428215758,0.8913119198090209,2016-03-04
0.9490270651365154,-1.43038428215758,-1.9551758943750033,2016-03-05
-0.33477081179370455,-1.068346320557068,0.3069231540133602,2016-03-06
0.15972911117200975,-1.6298745875292908,0.724286388084862,2016-03-07
-0.22065544495546274,-1.4821039909576532,0.416626406885015,2016-03-08
0.4069790726548669,-1.740702534958019,0.9920926575053883,2016-03-09
0.08365219994651525,-1.5855434085577993,0.7274293797276923,2016-03-10
-0.37280926740645176,-1.0831233802142317,1.0263441306971002,2016-03-11
-0.35379003960007815,-0.8466904256996116,-1.49153188630802,2016-03-12
-0.37280926740645176,-0.950129843299758,-1.0841440318175812,2016-03-13
-0.37280926740645176,-0.9131871941568487,1.0263441306971002,2016-03-14
-0.1826169893427155,-1.422995752328998,0.7196976900705288,2016-03-15
-0.37280926740645176,-1.2530595662716149,0.3021515127916096,2016-03-16
-0.011443939085352883,-0.8540789555281936,-1.2228644311976398,2016-03-17
-0.33477081179370455,-0.8466904256996116,-1.247412630124486,2016-03-18
-0.2396746727618364,-0.8023592467281205,0.3475759260690643,2016-03-19
-0.37280926740645176,-0.7506395379280474,0.6605225502541411,2016-03-20
-0.35379003960007815,-0.3368818675274622,-1.2190575627549902,2016-03-21
-0.2396746727618364,0.04732168355879536,-1.222767242033524,2016-03-22
0.026594516527394405,-0.6028689413564099,-1.3561381551988925,2016-03-23
-0.35379003960007815,-1.3269448645574335,0.9056581527351909,2016-03-24
-0.37280926740645176,-1.142231618842887,0.9874294970053732,2016-03-25
-0.37280926740645176,-0.9205757239854304,0.6076316616022194,2016-03-26
-0.37280926740645176,-0.7358624782708835,0.4036281855741017,2016-03-27
-0.22065544495546274,-0.898410134499685,0.9803278781358375,2016-03-28
-0.37280926740645176,-0.5142065834134272,0.4190944330314473,2016-03-29
-0.37280926740645176,-0.24821950958447972,-1.2258976032358675,2016-03-30
-0.37280926740645176,0.09165286253028673,-1.2318847815714358,2016-03-31
1.3389212351671747,0.43152523464505294,0.9393568982517363,2016-04-01
-0.37280926740645176,0.43152523464505294,-1.2005950795735134,2016-04-02
-0.37280926740645176,0.11381845201603241,-1.6837330911253312,2016-04-03
-0.37280926740645176,0.3428628767020707,-1.0014406066052393,2016-04-04
-0.37280926740645176,0.4463022943022169,0.40034734205178846,2016-04-05
-0.37280926740645176,0.6605696593310912,-1.2372469668872719,2016-04-06
-0.2967323561809573,0.4463022943022169,-1.2292160977673283,2016-04-07
-0.25869390056821,-0.20388833061298836,0.7148458251095428,2016-04-08
