,Rainfall_Monteporzio,Rainfall_Velletri,Volume_Pozzo_1,Volume_Pozzo_2,Volume_Pozzo_3,Volume_Pozzo_4,Volume_Pozzo_5+6,Volume_Pozzo_7,Volume_Pozzo_8,Volume_Pozzo_9,Temperature_Monteporzio,Temperature_Velletri,Depth_to_Groundwater_Pozzo_1,Depth_to_Groundwater_Pozzo_2,Depth_to_Groundwater_Pozzo_3,Depth_to_Groundwater_Pozzo_4,Depth_to_Groundwater_Pozzo_5,Depth_to_Groundwater_Pozzo_6,Depth_to_Groundwater_Pozzo_7,Depth_to_Groundwater_Pozzo_8,Depth_to_Groundwater_Pozzo_9
2012-06-11,-0.29384926976814935,-0.315072630693091,0.09833312913049731,0.41359635235045944,0.6650584448471248,0.25878836569576136,-0.8639766013556438,0.20935279568450843,0.04207529696293961,0.6262933682498797,1.3025936604241342,1.198836539877042,1.7884297974148589,-0.6872093406743326,-1.2309987666117246,-0.7700671635529595,-0.9994296832435776,-1.1119901925297362,-1.5011542849088715,-0.8347400794736526,0.09744755036167047
2012-06-12,-0.29384926976814935,-0.315072630693091,-1.3746714334627503,0.39511730081937113,-0.009225299902258427,-0.37456514299516885,-0.8666725258282881,-0.07184891084796272,-2.2711450407465144,0.27451781245112117,1.1815740166672226,1.1342171672836552,1.795551344196699,-0.6846515475811277,-1.2256335655440653,-0.7658376312518559,-0.9994296832435776,-1.107294226868519,-1.4953410934846763,-0.8306693201942389,0.09993507808637324
2012-06-13,-0.29384926976814935,-0.315072630693091,-0.39845639907808084,-0.018103183743883002,0.21686754092642002,-0.4319989193919463,-0.8876639201251999,-0.13364872220317814,0.07687479797747764,0.27451781245112117,0.7932273986413113,0.7426997921590173,1.796568708022676,-0.676978168301506,-1.220268364476402,-0.7489195020474538,-0.9881816787641707,-1.0932063298848744,-1.4779015192120737,-0.8184570423560037,0.10739766126047802
2012-06-14,-0.29384926976814935,-0.315072630693091,0.06368416649312747,-0.2440652666354278,0.7307117485190804,0.3728732604752099,-0.8670169390869079,0.3852802536588007,-2.183830794957728,0.2768258927760998,0.9323096757947772,0.9783704451466632,1.7975860718486536,-0.6744203752082976,-1.2175857639425745,-0.7489195020474538,-0.9853696776443169,-1.0885103642236573,-1.4779015192120737,-0.8103155237971822,0.1148602444345828
2012-06-15,-0.29384926976814935,-0.315072630693091,-0.3758391107833255,-0.8301130368945665,-0.26871216679617876,-0.5450014147901855,-0.8914465278103858,0.2811078472173696,-1.1936105768998482,-0.317401444025612,1.5175389978431273,1.5409391006655608,1.8006381633265844,-0.6693047890218843,-1.2175857639425745,-0.7489195020474538,-0.9853696776443169,-1.0885103642236573,-1.4662751363636748,-0.8062447645177685,0.35615043373062794
2012-06-16,-0.29384926976814935,-0.315072630693091,0.08267500646489755,0.4003239391172185,0.04934161543685124,0.2590214978701755,-0.6651492024183062,0.18806984532414242,-0.6927501568924535,0.27532736301286775,2.057611736400093,2.0407889533732297,1.8006381633265844,-0.6667469959286758,-1.2095379623410836,-0.7531490343485574,-0.9825576765244632,-1.083814398562447,-1.4662751363636748,-0.7981032459589469,0.41585109912346263
2012-06-17,-0.29384926976814935,-0.315072630693091,0.140020338824627,0.41972092398983424,1.1724415336657188,0.27011192845302634,-0.6656598841466044,0.7257881288612128,-0.147458762616754,0.8815773868805118,2.3086823406121932,2.2764596063608766,1.8006381633265844,-0.6667469959286758,-1.2041727612734205,-0.7616080989507584,-0.9825576765244632,-1.083814398562447,-1.4546487535152677,-0.7981032459589469,0.41585109912346263
2012-06-18,-0.29384926976814935,-0.315072630693091,-1.444703686279528,0.3527117900582916,0.7393844688806842,0.32161748670041196,-0.7612167489346949,0.35145176761825453,-0.10511123435513557,0.5840072697586716,2.4170581409915175,2.375289235033115,1.7935166165447443,-0.6616314097422625,-1.2041727612734205,-0.7785262281551605,-0.9825576765244632,-1.074422467240013,-1.4488355620910722,-0.7899617274001254,0.4282887377469694
2012-06-19,-0.29384926976814935,-0.315072630693091,0.1513628750124064,-0.14671918817076304,0.9170420770356787,0.25722304966755105,-0.3674455074589393,0.5793591107142773,-0.147458762616754,0.7423174657801368,2.4260894576897947,2.4760194334875125,1.7914818888927904,-0.6590736166490541,-1.1961249596719297,-0.7785262281551605,-0.9797456754046134,-1.0697265015788024,-1.4488355620910722,-0.7858909681207117,0.4357513209210742
2012-06-20,-0.29384926976814935,-0.315072630693091,0.09426608428228966,0.37730036514118903,0.26772279837390334,0.2512948315181593,-1.2298503688831988,0.21047396836470925,-0.40491316201442223,0.1900145133888528,2.4947274645967,2.419002340022759,1.7914818888927904,-0.6590736166490541,-1.193442359138102,-0.7785262281551605,-0.9797456754046134,-1.0697265015788024,-1.4488355620910722,-0.7858909681207117,0.44321390409517897
2012-06-21,-0.29384926976814935,-0.315072630693091,-0.09192548833802179,0.389007777267562,0.22708027705316888,0.3179539811024727,-0.6621148028466737,0.16168362621251622,0.47357482305630794,0.030033542803783408,2.310488603951849,2.1529225705205777,1.7914818888927904,-0.6565158235558493,-1.193442359138102,-0.774296695854063,-0.9797456754046134,-1.0650305359175853,-1.4430223706668686,-0.781820208841298,0.448188959544581
2012-06-22,-0.29384926976814935,-0.315072630693091,0.21721510951297038,0.3245869143973767,0.7696058308884103,-0.06534861823096097,-0.3674455074589393,0.44673211487188424,0.22053732919281474,0.3646879654456133,2.324938710669092,2.666076411703356,1.7914818888927904,-0.6514002373694323,-1.1880771580704428,-0.7066241790364367,-0.9769336742847597,-1.0556386045951578,-1.4313959878184697,-0.7736786902824765,0.46560165361749334
2012-06-23,-0.29384926976814935,-0.315072630693091,-1.3746714334627503,-0.2967787173792402,0.1864840719960478,-1.9170342181127866,-1.263246578650053,-0.5447131540044428,-0.8857129733288653,-1.1728724695508115,2.3610639774622006,2.5064285500020476,1.7924992527187673,-0.6514002373694323,-1.1853945575366112,-0.7066241790364367,-0.9741216731649059,-1.0556386045951578,-1.4255827963942662,-0.7696079310030686,0.46560165361749334
2012-06-24,-0.29384926976814935,-0.315072630693091,0.1513628750124064,-0.39618638384045124,0.15405110840078334,-1.9170342181127866,-1.1442577359565558,0.039340490126449586,-0.7064651843193258,-0.1155133135101523,2.1352810600052754,2.29546530418246,1.7924992527187673,-0.6514002373694323,-1.1853945575366112,-0.7066241790364367,-0.9741216731649059,-1.0509426389339407,-1.4255827963942662,-0.7696079310030686,0.46560165361749334
2012-06-25,-0.29384926976814935,-0.315072630693091,0.0972372864908413,-1.6702778618812963,0.025454002478254155,-0.7973836458918243,-0.9812136869578856,-0.20331607288325143,-0.6999529273727122,-2.777022744370866,1.9691048327569778,1.8450302658109112,1.7914818888927904,-0.6514002373694323,-1.1853945575366112,-0.7277718405419482,-0.9713096720450562,-1.0509426389339407,-1.4197696049700625,-0.7696079310030686,0.4282887377469694
2012-06-26,-0.29384926976814935,-0.315072630693091,-0.668304824756666,-0.2561488809509523,0.07050814790816279,-0.2868574885208792,-0.8914465278103858,-0.2967793471724174,-1.1936105768998482,0.05767883326341293,2.037742839663883,2.080700918798557,1.565627119525861,-0.646284651183019,-1.1827119570027798,-0.7531490343485574,-0.9713096720450562,-1.0509426389339407,-1.4197696049700625,-0.7696079310030686,0.35615043373062794
2012-06-27,-0.29384926976814935,-0.315072630693091,-0.668304824756666,-0.6295069815517865,0.10499060616831846,-0.28759018964046706,-0.8869394646501719,0.1948742036591551,0.07687479797747764,0.2414123618197151,2.2671382838001195,2.2802607459251933,0.0029562828249438,-0.646284651183019,-1.1827119570027798,-0.7531490343485574,-0.9684976709252024,-1.0509426389339407,-1.4197696049700625,-0.7614664124442413,0.33127515648361083
2012-06-28,-0.29384926976814935,-0.315072630693091,0.029803423438196672,-2.041092835683471,-0.3234927275848952,-1.0600236926676923,-1.085000840995062,-0.22912237509132508,-3.8914469528493516,-1.8607837532745943,2.299651023913917,2.3315761300434708,0.0029562828249438,-0.6437268580898106,-1.180029356468952,-0.7531490343485574,-0.9656856698053488,-1.0509426389339407,-1.4197696049700625,-0.7614664124442413,0.33127515648361083
2012-06-29,-0.29384926976814935,-0.315072630693091,0.06970565233783499,0.3610484305698736,0.13983201547147822,0.269029529071817,-0.8639766013556438,0.14136720402473635,-1.3859662176428826,0.2752067916526074,2.2707508104794303,2.2498516294106583,1.5371409323985006,-0.6437268580898106,-1.1746641554012889,-0.7531490343485574,-0.962873668685499,-1.0509426389339407,-1.4197696049700625,-0.7573956531648334,0.33127515648361083
2012-06-30,-0.29384926976814935,-0.315072630693091,-1.444703686279528,0.09906122604524675,0.8636510041553627,0.2512948315181593,-0.7720123231445353,0.5575155740138099,0.39789215868770766,0.519139877938756,2.474858567860491,2.5102296895663643,1.565627119525861,-0.6437268580898106,-1.1692989543336296,-0.7531490343485574,-0.9600616675656453,-1.0509426389339407,-1.2686266279408518,-0.7573956531648334,0.3387377396577156
2012-07-01,-0.29384926976814935,-0.315072630693091,-1.2734020167423772,0.2375939201781425,0.5936966616848202,0.269029529071817,-0.3674455074589393,0.35417737706494967,0.42347687564981606,0.5053775183890719,2.6175533716932673,2.704087807346525,1.7752040676771554,-0.6411690649966058,-1.1692989543336296,-0.7616080989507584,-0.9600616675656453,-1.0509426389339407,-1.2453738622440458,-0.7573956531648334,0.3909758218764491
2012-07-02,-0.29384926976814935,-0.315072630693091,-0.10115542067409339,0.4188029906483068,0.629383342798924,0.2073494166410655,-0.7747082476171797,0.7332303957901328,-2.004594911353941,0.7423174657801368,2.4206706676708283,2.453212596101611,1.794533980370722,-0.6411690649966058,-1.1692989543336296,-0.7616080989507584,-0.9600616675656453,-0.3465477897517392,-1.3500113078796607,-0.7533248938854197,0.4183386268481654
2012-07-03,-0.29384926976814935,-0.315072630693091,0.004745908234516548,0.3810322908575652,0.6513835680152761,0.2556743859375128,-0.7619649570482484,0.5192410583793631,-0.04248880009702022,0.27744597405743754,1.8842104557931743,1.9172519175329317,1.796568708022676,-0.6386112719033973,-1.166616353799798,-0.7616080989507584,-0.9572496664457915,-0.3465477897517392,-1.3790772650006622,-0.7533248938854197,0.4357513209210742
2012-07-04,-0.29384926976814935,-0.315072630693091,-0.9974078344042779,0.32502330893679154,0.8636510041553627,0.2986539675206039,-0.7747082476171797,0.5461105415772828,-2.004594911353941,0.7357377144059444,1.7541594953379847,1.7766097536532075,1.8047076186304938,-0.6386112719033973,-1.1612511527321387,-0.7489195020474538,-0.9572496664457915,-0.34185182409052883,-1.4488355620910722,-0.7451833753265982,0.448188959544581
2012-07-05,-0.2672462997201358,-0.315072630693091,-0.36482419765276275,-0.2144355822179096,0.629383342798924,0.15531098485216197,-0.7611098620613306,0.4344765376434804,0.6128680703604799,0.3614669876786653,1.8209912389052347,1.8393285564644357,1.796568708022676,-0.6309378926237755,-1.153203351130648,-0.7446899697463504,-0.9544376653259418,-0.34185182409052883,-1.3732640735764585,-0.7370418567677708,0.448188959544581
2012-07-06,-0.2672462997201358,-0.315072630693091,0.09833312913049731,0.3810322908575652,0.6650584448471248,0.26729769006188236,-0.6340213696306372,0.4732343173642208,0.13430647532750573,0.3080022016433451,1.8191849755655798,1.8469308355930691,1.8057249824564707,-0.6309378926237755,-1.1505207505968202,-0.7320013728430458,-0.9488136630862383,-0.34185182409052883,-1.3732640735764585,-0.7289003382089493,0.46560165361749334
2012-07-07,-0.29384926976814935,-0.315072630693091,0.12126674313566908,0.3530879922474424,0.8547235443438851,0.2326442575650158,-0.6476375696653808,0.5328884361762918,0.162331800468875,0.8195692587467641,1.9889737294931873,2.0635957907591314,1.8077597101084246,-0.6283800995305707,-1.1505207505968202,-0.7235423082408448,-0.9460016619663846,-0.34185182409052883,-1.3732640735764585,-0.7289003382089493,0.46808918134219607
2012-07-08,-0.29384926976814935,-0.315072630693091,-1.3517717114979806,-0.5910440697330066,0.27209968528536727,-0.2868574885208792,-0.8666725258282881,-0.25084992841108117,-0.6396520472363333,0.27420777181045275,2.2761696004983962,2.253652768974975,1.812846529238311,-0.6232645133441538,-1.1478381500629888,-0.7235423082408448,-0.9460016619663846,-0.3324598927680947,-1.3616376907280596,-0.7207588196501278,0.4730642367915981
2012-07-09,-0.29384926976814935,-0.315072630693091,0.07458610615568423,0.367338531172475,0.6696900712084621,0.27269303466975625,-0.6340213696306372,0.3082479583036143,0.8083548328164207,0.7615916589417102,2.4170581409915175,2.3391784091721046,1.8179333483681963,-0.6232645133441538,-1.139790348461498,-0.7150832436386437,-0.9460016619663846,-0.5390823818615393,-1.3558244993038562,-0.7370418567677708,0.4805268199657029
2012-07-10,-0.29384926976814935,-0.315072630693091,-0.09192548833802179,-0.1382170186959552,0.8984924134585225,0.2654326326665682,-1.2298503688831988,0.4193020453338641,0.8820731052358595,0.7504301958776356,2.3411950807259907,2.3410789789542634,1.8179333483681963,-0.6155911340645321,-1.1371077479276663,-0.6727879206276265,-0.9403776597266811,-0.4310751716536066,-1.3500113078796607,-0.6963342639736573,0.4805268199657029
2012-07-11,-0.29384926976814935,-0.315072630693091,0.18968347535996405,-0.14671918817076304,0.8687689512846405,0.2556743859375128,-0.6354346516229045,0.4930094837753515,0.7987590757799106,0.3604679678365106,2.216562910289768,2.1947351057280637,1.812846529238311,-0.6155911340645321,-1.1371077479276663,-0.6727879206276265,-0.9403776597266811,-0.4310751716536066,-1.3441981164554573,-0.732971097488363,0.4805268199657029
2012-07-12,-0.29384926976814935,-0.315072630693091,0.08267500646489755,0.359528573725704,0.20440846601442306,0.26106973054538674,-0.7611098620613306,0.004545475913316378,0.592259813002914,0.022523669507585633,2.0847056864949236,2.0217832555516457,1.812846529238311,-0.6130333409713272,-1.1290599463261757,-0.6727879206276265,-0.9375656586068273,-0.3324598927680947,-1.3383849250312536,-0.7044757825324789,0.4805268199657029
2012-07-13,-0.29384926976814935,-0.315072630693091,0.09744063873325176,0.34202764788640866,0.856309876372643,0.2687297877047132,-0.6443240765910734,0.5346281868869487,0.162331800468875,0.8195692587467641,1.920335722586282,1.7918143119104748,1.8260722589760134,-0.6104755478781189,-1.1290599463261757,-0.7023946467353391,-0.9375656586068273,-0.5766501071512626,-1.3325717336070582,-0.7207588196501278,0.5128646803868212
2012-07-14,-0.29384926976814935,-0.315072630693091,-0.45738335998989105,-0.23924987861429767,0.24862891869929069,0.35740327547300477,-0.7584614428657371,-0.02238199897495894,0.8043308056720778,0.030033542803783408,2.2924259705552945,2.2194425128961233,1.8260722589760134,-0.6104755478781189,-1.1263773457923478,-0.7023946467353391,-0.9347536574869736,-0.4310751716536066,-1.3325717336070582,-0.7492541346060061,0.5128646803868212
2012-07-15,-0.29384926976814935,-0.315072630693091,0.09833312913049731,-0.8348832806529983,0.8838680532226,-0.12637929103298717,-0.7619649570482484,0.5478502922879396,0.03225333721713261,0.3558862561466284,2.162375010100106,2.0293855346802796,1.8260722589760134,-0.6053599616917056,-1.1236947452585164,-0.7023946467353391,-0.9319416563671238,-0.4310751716536066,-1.3325717336070582,-0.7451833753265982,0.5128646803868212
2012-07-16,-0.29384926976814935,-0.315072630693091,-1.2840554147753214,-0.3045284824757471,0.16963653110668328,0.2653160665793608,-0.6621148028466737,0.20009345579112472,0.17309428726912893,0.12273569436373659,1.8282162922638563,1.9514621736117834,1.8291243504539452,-0.6028021685984971,-1.1236947452585164,-0.6981651144342356,-0.9319416563671238,-0.3888114807026729,-1.3209453507586593,-0.6922635046942436,0.5128646803868212
2012-07-17,-0.29384926976814935,-0.315072630693091,0.13681189233326319,-0.8767019159990034,0.13920674591269772,-0.48055702086280766,-0.8869394646501719,-0.027949201249059585,-1.1936105768998482,-0.014371166731994409,1.9383983559828364,1.959064452740417,1.8606626290592372,-0.6002443755052923,-1.1210121447246886,-0.6981651144342356,-0.9263176541274163,-0.4310751716536066,-1.3209453507586593,-0.6067775598266029,0.5103771526621185
2012-07-18,-0.29384926976814935,-0.315072630693091,0.029803423438196672,-0.9760493901099504,-0.013393763627461863,0.3616496115069796,-0.8670169390869079,-0.1870204078934335,-3.226696717253134,0.02159354758557948,2.115412163269065,2.16242541943137,1.862697356711192,-0.6002443755052923,-1.1210121447246886,-0.6981651144342356,-0.9235056530075666,-0.34185182409052883,-1.3151321593344558,-0.6149190783854244,0.5103771526621185
2012-07-19,-0.29384926976814935,-0.315072630693091,0.012879997930932125,-0.3911452745058305,0.18451563079247968,-0.02704833243432799,-0.8639766013556438,0.3227845420193233,0.49162341817708766,0.12273569436373659,2.2960384972346053,2.3562835372115303,1.8291243504539452,-0.6002443755052923,-1.1156469436570255,-0.7023946467353391,-0.9206936518877128,-0.6001299354573347,-1.3151321593344558,-0.7044757825324789,0.44321390409517897
2012-07-20,-0.29384926976814935,-0.315072630693091,-1.444703686279528,0.2375939201781425,0.7789038208087945,0.2681969141631945,-0.7619649570482484,0.6604314938308768,0.49162341817708766,0.28741894799894857,2.1930814868742483,2.221343082678282,1.8525237184514203,-0.5976865824120838,-1.112964343123198,-0.7023946467353391,-0.9206936518877128,-0.3888114807026729,-1.3093189679102522,-0.6149190783854244,0.48301434769040213
2012-07-21,-0.29384926976814935,-0.315072630693091,0.029803423438196672,-1.7594979730603035,-0.43604124816539114,-1.0673340515653973,-1.150860969466645,-3.880723802815493,-0.8915347167418349,-0.8706345183389022,2.095543266532856,2.0445900929375473,1.8525237184514203,-0.5976865824120838,-1.1102817425893663,-0.7023946467353391,-0.9178816507678631,-0.4310751716536066,-1.303505776486057,-0.6189898376648381,0.48301434769040213
2012-07-22,-0.29384926976814935,-0.315072630693091,-1.4312372488932399,0.35600732123525286,0.7883176013882126,0.3859286622424103,-0.6328871811410446,0.4075490627552059,0.47169376894741405,0.8195692587467641,1.7613845486966069,1.7633057651780983,-0.21170748445623686,-0.5976865824120838,-1.1102817425893663,-0.6981651144342356,-0.9178816507678631,-0.3888114807026729,-1.303505776486057,-0.6922635046942436,0.3934633496011483
2012-07-23,0.6372546819123239,1.1942083523592493,0.08267500646489755,-0.32955345209805875,0.6498088150524218,0.3859286622424103,-0.6621148028466737,0.35856541496849476,0.08248224408690204,0.7423174657801368,1.201442913403432,1.257754203123954,-0.21170748445623686,-0.5976865824120838,-1.1102817425893663,-0.6643288560254255,-0.9178816507678631,-0.29019620181716765,-1.303505776486057,-0.6474851526207164,0.3934633496011483
2012-07-24,0.1051952809520535,0.7162693743926748,-0.39003987571165094,-0.018103183743883002,0.08001456101480757,0.3179539811024727,-0.6641456534406041,0.22905063984183227,0.13430647532750573,0.12273569436373659,1.3242688204999993,1.290063889420647,-0.3500689647891305,-0.5976865824120838,-1.1236947452585164,-0.6643288560254255,-0.9150696496480093,-0.43577113731481704,-1.3209453507586593,-0.6922635046942436,0.31137493468599925
2012-07-25,-0.29384926976814935,-0.2899179476422186,-0.8742215648907851,-0.8767019159990034,0.27460076352048923,-0.6003336711575995,-0.8662687309733544,0.2877768916082207,-1.1936105768998482,-0.26965518536262656,1.5915957947689987,1.5504419495763533,-0.3500689647891305,-0.5976865824120838,-1.1236947452585164,-0.6643288560254255,-0.9150696496480093,-0.43577113731481704,-1.3209453507586593,-0.6474851526207164,0.31137493468599925
2012-07-26,-0.29384926976814935,-0.315072630693091,-0.2689662100498659,-0.32841280706055376,0.6209190456235802,0.7697308305210178,-0.7612167489346949,0.38659473197351873,0.5346495545665989,0.5053775183890719,1.93297956596387,2.008479267076537,-0.3378605988774049,-0.5976865824120838,-1.1236947452585164,-0.6600993237243219,-0.9150696496480093,-0.28550023615595055,-1.3209453507586593,-0.5660699670324894,0.37356312780353673
2012-07-27,-0.29384926976814935,-0.315072630693091,-0.4481986170410219,-0.48794962181811785,0.020069736833199476,-0.4319989193919463,-0.8869394646501719,0.21242635527333548,-0.18105581765029047,0.27420777181045275,2.4856961478984227,2.4418091774086608,0.28171397114268504,-0.5951287893188754,-1.1156469436570255,-0.6516402591221209,-0.9122576485281556,-0.3230679614456672,-1.3209453507586593,-0.6759804675766005,0.42082615457286465
2012-07-28,-0.29384926976814935,-0.315072630693091,-0.30202224678835454,0.4145142856919876,0.7696058308884103,0.275090965606589,-0.6346448763919317,0.4829189296535424,0.21672759935201708,0.3080022016433451,2.7566356488467334,2.5235336780414737,0.28171397114268504,-0.5951287893188754,-1.1102817425893663,-0.6431811945199198,-0.9122576485281556,-0.3230679614456672,-1.3209453507586593,-0.6759804675766005,0.42082615457286465
2012-07-29,-0.29384926976814935,-0.315072630693091,0.007310405958247534,0.367338531172475,0.7789038208087945,0.7652846669089737,-0.658070916137707,0.6836861616633212,0.8485593880425901,1.0744226653764675,2.5326589947294638,2.3315761300434708,1.8860967247086662,-0.5900132031324621,-1.1075991420555347,-0.6431811945199198,-0.9122576485281556,-0.3230679614456672,-1.3093189679102522,-0.6759804675766005,0.44321390409517897
2012-07-30,-0.29384926976814935,-0.315072630693091,-0.26042541586862966,0.011797366249823544,1.0604372291826796,0.26771399751619357,-0.4644809739952422,0.7025334610287683,0.7987590757799106,1.0959532654229076,2.507371307974288,2.707888946910842,1.9318780968776388,-0.5848976169460488,-1.104916541521707,-0.6220335330144142,-0.9122576485281556,-0.3230679614456672,-1.3093189679102522,-0.6719097082971869,0.525302319010328
2012-07-31,-0.29384926976814935,-0.315072630693091,0.07458610615568423,-0.23924987861429767,0.2007379021230632,0.26771399751619357,-0.8901638853300089,0.19661395436981194,-0.6927501568924535,0.25653545529233424,2.47124604118118,2.688883249089257,1.948155918093273,-0.5823398238528403,-1.1022339409878754,-0.6431811945199198,-0.9066336462884521,-0.3183719957844501,-1.2918793936376496,-0.667838949017779,0.55764017943145
2012-08-01,-0.29384926976814935,-0.315072630693091,-0.3722691491943431,-0.7920263272649382,-0.26088471824551906,-0.7973836458918243,-1.1618287503057951,0.9929365157642686,-2.591174252779288,-0.40986245286504525,2.4640209878225585,2.426604619151393,1.9623990116569532,-0.5746664445732186,-1.091503538852557,-0.6516402591221209,-0.9038216451685984,-0.3089800644620226,-1.2802530107892507,-0.6515559119001301,0.5800279289537608
2012-08-02,-0.29384926976814935,-0.315072630693091,0.0972372864908413,0.4145142856919876,0.7703121539085138,0.049685457544317455,-0.6641456534406041,0.8763152264599172,0.0913636767782621,0.7357377144059444,2.344807607405302,2.299266443746778,1.9685031946128164,-0.5721086514800138,-1.0861383377848939,-0.6558697914232244,-0.8981976429288949,-0.29958813313959515,-1.274439819365047,-0.6434143933413086,0.5800279289537608
2012-08-03,-0.29384926976814935,-0.315072630693091,-1.444703686279528,0.4188029906483068,0.7057009661678587,0.26771399751619357,-0.8992492695660126,0.757509583485519,0.592259813002914,0.3080022016433451,2.287007180536329,2.1833316870351127,1.9776594690466105,-0.5695508583868053,-1.0861383377848939,-0.6558697914232244,-0.8981976429288949,-0.29489216747837804,-1.2686266279408518,-0.6434143933413086,0.5974406230266731
2012-08-04,-0.29384926976814935,-0.315072630693091,0.09833312913049731,0.23976084478765125,0.7057009661678587,0.22899740426524934,-0.6340213696306372,0.5012249732423413,0.17309428726912893,0.794335395492336,2.491114937917389,2.2764596063608766,1.9776594690466105,-0.5695508583868053,-1.0861383377848939,-0.6600993237243219,-0.8953856418090411,-0.29489216747837804,-1.2628134365166481,-0.6393436340618949,0.5974406230266731
