,Rainfall_Simignano,Rainfall_Montalcinello,Rainfall_Monticiano_la_Pineta,Rainfall_Sovicille,Rainfall_Scorgiano,Rainfall_Pentolina,Rainfall_Monteroni_Arbia_Biena,Temperature_Siena_Poggio_al_Vento,Temperature_Mensano,Temperature_Pentolina,Temperature_Monteroni_Arbia_Biena,Volume_Pozzo_1,Volume_Pozzo_3,Volume_Pozzo_4,Depth_to_Groundwater_Podere_Casetta
2008-03-02,-0.3381305370468434,-0.3309028113660303,-0.3323737716652671,-0.35689359608380444,-0.145642411749879,-0.21709465645118803,-0.3240880526801379,-0.2987606464508089,-0.5677871808301554,-0.17006310730411747,-0.4713766926224425,-0.0633514754400109,-0.22007599655165636,-0.10159633333583915,1.340583315737836
2008-03-03,-0.3662350951791419,-0.3568198297788294,-0.3323737716652671,-0.35689359608380444,-0.15623637826577913,-0.21365302054384763,-0.3240880526801379,-0.2987606464508089,-0.5677871808301554,-0.1497949006338309,-0.27257133351290963,1.274515276399711,0.47303598079178044,0.43485989815456166,1.340583315737836
2008-03-04,-0.3662350951791419,-0.3568198297788294,-0.3323737716652671,-0.35689359608380444,-0.15623637826577913,-0.21709465645118803,-0.3240880526801379,-0.2987606464508089,-0.5677871808301554,-0.6159636540504265,-0.6417812861448995,0.555255110526211,0.03791604957032998,0.09923373724121813,1.340583315737836
2008-03-05,0.4206925325252139,0.13560352006435406,0.05684933250585108,0.1475119432884774,0.16158261721122455,-0.10696230741629487,0.5298784575937587,-0.2987606464508089,-0.5677871808301554,-1.4064237141916105,-1.124594301125194,0.9089382648714844,0.41139974587574857,-1.2546293578205547,1.340583315737836
2008-03-06,-0.22571230451764976,0.006018428000358402,-0.2242562427288454,0.47389199817642447,-0.15623637826577913,-0.21709465645118803,-0.12482920028289536,-0.2987606464508089,-0.5677871808301554,-1.433447989751993,-1.330499851631496,0.9089382648714844,0.47303598079178044,-0.24532642584467101,1.4305600550489626
2008-03-07,0.8703654626419888,2.208964993088285,1.0731541045082154,0.7706011389836491,0.5853412778472294,10.297103040473768,2.323208129168942,-0.2987606464508089,-0.5677871808301554,-1.5888375742241914,-1.4654034881701077,0.5280086085640552,0.04030304437578787,0.3023663695201751,1.4305600550489626
2008-03-08,1.3762475090233603,-0.3309028113660303,0.7920485292735189,-0.35689359608380444,-0.15623637826577913,0.5228570636270004,0.38755070588144264,-0.2987606464508089,-0.5677871808301554,-1.1159127519175,-1.0038910473801204,0.00044708662164451806,-0.08580535255652956,0.3023663695201751,1.4305600550489626
2008-03-09,-0.31002597891454503,-0.04581560882523985,-0.3323737716652671,-0.35689359608380444,-0.15623637826577913,-0.21709465645118803,-0.26715695199521144,-0.2987606464508089,-0.5677871808301554,-0.8389139274235811,-0.925788942015661,1.0083119944327528,0.28242582284025347,-0.4841832244384217,1.4305600550489626
2008-03-10,0.22396062559912502,0.5502758146691402,0.8569190466353719,0.503562912257147,-0.10326654568627852,-0.00027159428874212136,0.8999306120457806,-0.2987606464508089,-0.5677871808301554,-0.6835243429513824,-0.6772822431287446,0.015321906106731804,-0.08580535255652956,0.13301497941799606,1.340583315737836
2008-03-11,0.7017381138481981,-0.1754007008892355,-0.3323737716652671,-0.20853902568019214,-0.039702746590877774,-0.21709465645118803,0.017498551429420747,-0.2987606464508089,-0.5677871808301554,-0.6024515162702354,-0.49977745820951874,0.7318454387573503,0.03791604957032998,0.62109150997236,1.340583315737836
2008-03-12,-0.3381305370468434,-0.3568198297788294,-0.3323737716652671,-0.35689359608380444,-0.145642411749879,-0.21709465645118803,-0.3240880526801379,-0.2987606464508089,-0.5677871808301554,-0.23762379620507337,-0.1589682711646049,0.7367340393800598,0.2302206409697824,0.3023663695201751,1.340583315737836
2008-03-13,-0.3662350951791419,-0.3568198297788294,-0.3323737716652671,-0.35689359608380444,-0.13504844523397888,-0.21709465645118803,-0.3240880526801379,-0.2987606464508089,-0.5677871808301554,-0.12952669396354408,-0.23707037652906443,0.555255110526211,0.03791604957032998,-0.13063244069144234,1.4305600550489626
2008-03-14,-0.3662350951791419,-0.3309028113660303,-0.3323737716652671,-0.35689359608380444,-0.15623637826577913,-0.01059650201076335,-0.3240880526801379,-0.2987606464508089,-0.5677871808301554,-0.2849162784357427,-0.5494787979869019,0.7367340393800598,-0.1309381114360208,0.3817929058602861,1.4305600550489626
2008-03-15,-0.3381305370468434,-0.3568198297788294,-0.3323737716652671,-0.35689359608380444,-0.15623637826577913,-0.21709465645118803,-0.3240880526801379,-0.2987606464508089,-0.5677871808301554,-0.31194055399612497,-0.16606846256137406,0.9273684513802393,0.47303598079178044,-0.24532642584467101,1.4305600550489626
2008-03-16,-0.3662350951791419,-0.3568198297788294,-0.28912676009069843,-0.35689359608380444,-0.15623637826577913,-0.21709465645118803,-0.3240880526801379,-0.2987606464508089,-0.5677871808301554,-0.3322087606664118,-0.5991801377642851,0.555255110526211,0.10681356340463855,0.33982536924107465,1.4305600550489626
2008-03-17,-0.3662350951791419,-0.3568198297788294,-0.28912676009069843,-0.35689359608380444,-0.15623637826577913,-0.21709465645118803,-0.3240880526801379,-0.2987606464508089,-0.5677871808301554,-0.38625731178717654,-0.5139778410030568,0.555255110526211,0.2302206409697824,0.6803860081485946,1.4305600550489626
2008-03-18,-0.3662350951791419,-0.3568198297788294,-0.3323737716652671,-0.35689359608380444,-0.15623637826577913,-0.18956156919246475,-0.3240880526801379,-0.2987606464508089,-0.5677871808301554,-0.4065255184574631,-0.6346810947481304,0.555255110526211,0.10681356340463855,0.09923373724121813,1.340583315737836
2008-03-19,-0.3662350951791419,-0.3568198297788294,-0.31075026587798277,-0.35689359608380444,-0.15623637826577913,0.23375964741040584,-0.3240880526801379,-0.2987606464508089,-0.5677871808301554,-0.5281347584791838,-0.5139778410030568,0.00044708662164451806,-0.08580535255652956,0.43485989815456166,1.4305600550489626
2008-03-20,-0.0008758394592623714,0.5502758146691402,0.40282542510240055,0.05849920104631,-0.15623637826577913,-0.06222104062086952,-0.0678980995979689,-0.2987606464508089,-0.5677871808301554,-1.136180958587787,-1.4157021483927243,0.7318454387573503,0.16655934669861155,0.505434835517552,1.4305600550489626
2008-03-21,0.16775150933452812,1.8461267353090967,2.1110823822978637,1.2453357642752088,0.5853412778472294,7.781267192207928,0.045964101771883994,-0.2987606464508089,-0.5677871808301554,-1.149693096367978,-1.4228023397894936,0.6916026212494002,0.7362491204876083,-0.12281316521596318,1.4305600550489626
2008-03-22,3.4559848108134434,0.6798609067331358,0.6623074945498126,1.1563230220330412,0.8713783737765327,0.2440845551324271,0.9853272630731702,-0.2987606464508089,-0.5677871808301554,-0.8321578585334853,-0.9044883678253538,0.555255110526211,-0.22007599655165636,0.43485989815456166,1.340583315737836
2008-03-23,-0.3662350951791419,2.183047974675486,3.127387154300228,1.5123739910017107,0.38405591404512707,9.97358926518377,1.6969660216347506,-0.2987606464508089,-0.5677871808301554,-1.3321069564005592,-1.5009044451539528,-0.16145083745279806,-0.3760305540995978,-0.5112008350554966,1.340583315737836
2008-03-24,3.259252903887355,-0.019898590412440693,0.48931944825153795,-0.14919719751874724,0.04504898553632319,-0.10007903560161405,0.8999306120457806,-0.2987606464508089,-0.5677871808301554,-1.2104977163788384,-1.2594979376638056,0.7367340393800598,0.47303598079178044,-0.10159633333583915,1.340583315737836
2008-03-25,-0.1413986301207545,-0.1754007008892355,-0.3323737716652671,-0.35689359608380444,-0.12445447871807876,-0.05533776880618869,-0.3240880526801379,-0.2987606464508089,-0.5677871808301554,-1.0078156496759707,-1.0890933441413488,1.15054466038476,0.16655934669861155,-0.3192225556646564,1.340583315737836
2008-03-26,-0.19760774638535133,-0.22723473771483377,2.5435524980435504,-0.14919719751874724,-0.145642411749879,-0.21709465645118803,0.13136075279927367,-0.2987606464508089,-0.5677871808301554,-0.6700122051711913,-0.7411839656996659,0.9089382648714844,0.1878137149322451,0.6803860081485946,1.340583315737836
2008-03-27,-0.3662350951791419,0.7576119619715331,2.1110823822978637,0.889284795306539,-0.15623637826577913,-0.21365302054384763,2.6647947332785002,-0.2987606464508089,-0.5677871808301554,-0.6362318607207134,-0.6701820517319755,1.274515276399711,0.47303598079178044,0.43485989815456166,1.340583315737836
2008-03-28,0.6455289975836014,-0.019898590412440693,-0.05126819643057064,-0.11952628343802475,-0.029108780074977667,-0.21709465645118803,-0.3240880526801379,-0.2987606464508089,-0.5677871808301554,-0.5348908273692795,-0.5565789893836711,1.6497861189997625,0.6087980032876198,-1.0338179054384036,1.340583315737836
2008-03-29,-0.3381305370468434,-0.3568198297788294,-0.31075026587798277,-0.35689359608380444,-0.15623637826577913,-0.06566267652820992,-0.3240880526801379,-0.2987606464508089,-0.5677871808301554,-0.3524769673366986,-0.6204807119545923,0.11424974230921049,-0.22007599655165636,0.2504251602492147,1.340583315737836
2008-03-30,-0.3662350951791419,-0.3568198297788294,-0.3323737716652671,-0.35689359608380444,-0.145642411749879,-0.2067697487291668,-0.3240880526801379,-0.2987606464508089,-0.5677871808301554,-0.11601455618335296,-0.38617439586121405,0.11424974230921049,-0.22007599655165636,0.43485989815456166,1.340583315737836
2008-03-31,-0.3662350951791419,-0.3568198297788294,-0.3323737716652671,-0.35689359608380444,-0.15623637826577913,-0.21709465645118803,-0.3240880526801379,-0.2987606464508089,-0.5677871808301554,-0.21059952064469112,-0.4287755442418284,0.11424974230921049,-0.12867046521852604,0.3176671431060093,1.340583315737836
2008-04-01,-0.3662350951791419,-0.3568198297788294,-0.09451520800513932,-0.35689359608380444,-0.145642411749879,-0.21709465645118803,-0.18176030096782178,-0.2987606464508089,-0.5677871808301554,0.13395999275018405,-0.3364730560838308,0.015321906106731804,-0.22007599655165636,0.43485989815456166,1.340583315737836
2008-04-02,-0.3662350951791419,-0.3568198297788294,-0.3323737716652671,-0.35689359608380444,-0.145642411749879,-0.15858684602640102,-0.3240880526801379,-0.2987606464508089,-0.5677871808301554,0.03261895939875021,-0.3009720990999857,0.5988840047503375,0.2302206409697824,-0.13063244069144234,1.340583315737836
2008-04-03,-0.3662350951791419,-0.04581560882523985,-0.28912676009069843,-0.26788085384163707,-0.15623637826577913,-0.00715486610342295,-0.3240880526801379,-0.2987606464508089,-0.5677871808301554,-0.4200376562376545,-0.7979854968738183,0.11424974230921049,-0.18125547151192767,0.03784075178551341,1.340583315737836
2008-04-04,0.13964695120222975,-0.3568198297788294,-0.3323737716652671,-0.35689359608380444,-0.15623637826577913,-0.21365302054384763,-0.3240880526801379,-0.2987606464508089,-0.5677871808301554,-0.5956954473801397,-0.7837851140802803,1.0124542377555719,0.2302206409697824,0.33982536924107465,1.340583315737836
2008-04-05,-0.3662350951791419,-0.3568198297788294,-0.3323737716652671,-0.35689359608380444,-0.15623637826577913,-0.21709465645118803,-0.3240880526801379,-0.2987606464508089,-0.5677871808301554,-0.44030586290794105,-0.8334864538576634,0.5988840047503375,0.10681356340463855,0.3176671431060093,1.340583315737836
2008-04-06,-0.3662350951791419,-0.3568198297788294,-0.3323737716652671,-0.35689359608380444,-0.15623637826577913,-0.2102113846365072,-0.2956225023376746,-0.2987606464508089,-0.5677871808301554,-0.42679372512774993,-0.7056830087158207,1.9175524730297604,0.6087980032876198,-1.2725807746022701,1.340583315737836
2008-04-07,-0.3662350951791419,-0.3568198297788294,-0.3323737716652671,-0.35689359608380444,-0.145642411749879,-0.21709465645118803,-0.3240880526801379,-0.2987606464508089,-0.5677871808301554,-0.25113593398526474,-0.08796635719691454,0.9089382648714844,0.7362491204876083,-0.10159633333583915,1.340583315737836
2008-04-08,-0.3662350951791419,-0.3568198297788294,-0.3323737716652671,-0.32722268200308197,-0.145642411749879,-0.21709465645118803,-0.3240880526801379,-0.2987606464508089,-0.5677871808301554,-0.24437986509516907,-0.3080722904967548,0.555255110526211,0.2302206409697824,0.33982536924107465,1.340583315737836
2008-04-09,-0.1413986301207545,-0.30498579295323114,-0.31075026587798277,-0.32722268200308197,-0.145642411749879,-0.16202848193374142,-0.12482920028289536,-0.2987606464508089,-0.5677871808301554,-0.2578920028753602,-0.3364730560838308,-0.0633514754400109,-0.08580535255652956,0.505434835517552,1.4305600550489626
2008-04-10,-0.2819214207822466,-0.3309028113660303,-0.3323737716652671,-0.35689359608380444,-0.15623637826577913,-0.21709465645118803,-0.3240880526801379,-0.2987606464508089,-0.5677871808301554,0.167740337200662,0.46584857175107014,0.35560362538714474,0.10681356340463855,0.3176671431060093,1.4305600550489626
2008-04-11,-0.3662350951791419,-0.3568198297788294,-0.3323737716652671,-0.35689359608380444,-0.15623637826577913,-0.21709465645118803,-0.3240880526801379,-0.2987606464508089,-0.5677871808301554,0.1001796482997061,0.3380451266092277,0.5988840047503375,0.0517512519298723,0.44381665845791546,1.4305600550489626
2008-04-12,0.7017381138481981,0.39477370419234536,0.16496686144227274,0.38487925593425715,0.14039468417942427,-0.12417048695299691,0.7576028603334645,-0.2987606464508089,-0.5677871808301554,-0.44030586290794105,-0.3151724818935237,0.00044708662164451806,-0.22007599655165636,0.44381665845791546,1.4305600550489626
2008-04-13,-0.0008758394592623714,-0.20131771930203463,-0.072891702217855,0.2661955996113673,-0.15623637826577913,-0.21365302054384763,0.017498551429420747,-0.2987606464508089,-0.5677871808301554,-0.3727451740069852,-0.4855770754159807,0.9089382648714844,0.10681356340463855,0.13301497941799606,1.4305600550489626
2008-04-14,0.2801697418637218,0.13560352006435406,-0.3323737716652671,0.3552083418535346,-0.15623637826577913,-0.21709465645118803,-0.12482920028289536,-0.2987606464508089,-0.5677871808301554,-0.4132815873475588,-0.5991801377642851,0.5988840047503375,0.10681356340463855,0.33982536924107465,1.4305600550489626
2008-04-15,0.757947230112795,1.327786367053114,1.2245186450192058,0.6815883967414818,-0.145642411749879,3.2348661586112444,0.017498551429420747,-0.2987606464508089,-0.5677871808301554,-0.7578411007424338,-0.8547870280479706,0.11424974230921049,-0.3760305540995978,0.3023663695201751,1.4305600550489626
2008-04-16,0.8141563463773919,-0.3309028113660303,-0.2458797485161297,-0.35689359608380444,-0.15623637826577913,-0.2102113846365072,-0.2956225023376746,-0.2987606464508089,-0.5677871808301554,-0.393013380677272,-0.45717630982890445,-0.16145083745279806,-0.18125547151192767,0.6803860081485946,1.4305600550489626
2008-04-17,-0.3662350951791419,-0.2531517561276329,-0.15938572536699236,-0.35689359608380444,-0.15623637826577913,0.10986075474615105,-0.15329475062535858,-0.2987606464508089,-0.5677871808301554,-0.3727451740069852,-0.3151724818935237,-0.16145083745279806,0.011464671041901898,0.34801396732387624,1.4305600550489626
2008-04-18,0.954679137038884,1.5610395327683064,-0.28912676009069843,0.38487925593425715,0.034455019020423076,0.4953239763682771,-0.15329475062535858,-0.2987606464508089,-0.5677871808301554,-0.31194055399612497,-0.1589682711646049,0.11424974230921049,-0.18125547151192767,-0.12281316521596318,1.4305600550489626
2008-04-19,-0.3662350951791419,-0.3568198297788294,-0.3323737716652671,-0.35689359608380444,-0.15623637826577913,-0.21709465645118803,-0.3240880526801379,-0.2987606464508089,-0.5677871808301554,0.05964323495913247,-0.1092669313872217,0.555255110526211,0.2302206409697824,0.3176671431060093,1.4305600550489626
2008-04-20,-0.3381305370468434,-0.3568198297788294,-0.31075026587798277,-0.35689359608380444,-0.15623637826577913,-0.21709465645118803,-0.2956225023376746,-0.2987606464508089,-0.5677871808301554,-0.028185660612110242,-0.14476788837106688,0.11424974230921049,-0.22007599655165636,-0.10159633333583915,1.4305600550489626
2008-04-21,0.8984700207742871,0.9390310908611271,0.9650365755717936,1.0673102797908738,-0.15623637826577913,-0.16202848193374142,0.3306196051965161,-0.2987606464508089,-0.5677871808301554,-0.2849162784357427,-0.21576980233875726,0.555255110526211,-0.1309381114360208,0.505434835517552,1.4305600550489626
2008-04-22,-0.19760774638535133,-0.3309028113660303,-0.28912676009069843,-0.35689359608380444,-0.15623637826577913,-0.21709465645118803,-0.3240880526801379,-0.2987606464508089,-0.5677871808301554,-0.4065255184574631,-0.4003747786547521,0.7318454387573503,0.2302206409697824,0.33982536924107465,1.4305600550489626
2008-04-23,-0.3662350951791419,-0.3309028113660303,-0.3323737716652671,-0.35689359608380444,-0.145642411749879,-0.21709465645118803,-0.2956225023376746,-0.2987606464508089,-0.5677871808301554,-0.0011613850517277404,-0.10216673999045256,0.7318454387573503,0.2302206409697824,0.13301497941799606,1.4305600550489626
2008-04-24,-0.3662350951791419,-0.3309028113660303,0.4460724366769692,1.6903994754860456,0.013267085988622836,-0.2067697487291668,0.4444818065663691,-0.2987606464508089,-0.5677871808301554,0.03261895939875021,-0.05246540021306935,0.00044708662164451806,-0.08580535255652956,0.33982536924107465,1.4305600550489626
2008-04-25,-0.19760774638535133,-0.3309028113660303,-0.3323737716652671,-0.35689359608380444,-0.15623637826577913,-0.21709465645118803,-0.3240880526801379,-0.2987606464508089,-0.5677871808301554,0.1880085438709486,0.011436322357851884,0.7318454387573503,0.10681356340463855,0.33982536924107465,1.4305600550489626
2008-04-26,-0.3662350951791419,-0.3568198297788294,0.3163314019532632,-0.35689359608380444,-0.10326654568627852,-0.19644484100714557,-0.12482920028289536,-0.2987606464508089,-0.5677871808301554,0.05288716606903678,-0.2441705679258333,0.11424974230921049,-0.12867046521852604,0.3817929058602861,1.4305600550489626
2008-04-27,-0.3662350951791419,-0.3568198297788294,-0.3323737716652671,-0.35689359608380444,-0.15623637826577913,-0.21709465645118803,-0.3240880526801379,-0.2987606464508089,-0.5677871808301554,0.12044785496999268,-0.20866961094198813,0.00044708662164451806,-0.12867046521852604,0.3817929058602861,1.4305600550489626
2008-04-28,-0.3662350951791419,-0.3568198297788294,-0.31075026587798277,-0.35689359608380444,-0.15623637826577913,-0.21709465645118803,-0.2956225023376746,-0.2987606464508089,-0.5677871808301554,0.0731553727393236,-0.20156941954521923,0.00044708662164451806,-0.12867046521852604,0.3176671431060093,1.4305600550489626
2008-04-29,0.16775150933452812,-0.0976496456508381,0.16496686144227274,0.11784102920775498,-0.145642411749879,-0.21709465645118803,-0.2956225023376746,-0.2987606464508089,-0.5677871808301554,-0.23086772731497793,-0.12346731418075972,0.7318454387573503,0.10681356340463855,0.44600945729042973,1.4305600550489626
2008-04-30,-0.2819214207822466,-0.3309028113660303,-0.2242562427288454,-0.35689359608380444,-0.15623637826577913,-0.21709465645118803,-0.3240880526801379,-0.2987606464508089,-0.5677871808301554,-0.07547814284277932,-0.05246540021306935,0.015321906106731804,-0.22007599655165636,0.03784075178551341,1.4305600550489626
2008-05-01,-0.3662350951791419,-0.3568198297788294,-0.3323737716652671,-0.35689359608380444,-0.15623637826577913,-0.21709465645118803,-0.2956225023376746,-0.2987606464508089,-0.5677871808301554,0.15422819942047064,-0.13056750557752886,0.11424974230921049,0.04030304437578787,0.13301497941799606,1.4305600550489626
2008-05-02,-0.3662350951791419,-0.3568198297788294,-0.3323737716652671,-0.35689359608380444,-0.15623637826577913,-0.21365302054384763,-0.3240880526801379,-0.2987606464508089,-0.5677871808301554,0.1407160616402795,-0.11636712278399058,1.2466768084278483,1.5999227697235021,0.38748688519049307,1.4305600550489626
2008-05-03,-0.3662350951791419,-0.3568198297788294,-0.31075026587798277,-0.35689359608380444,-0.15623637826577913,-0.21709465645118803,-0.3240880526801379,-0.2987606464508089,-0.5677871808301554,0.593372677276684,0.14633995889646373,0.11424974230921049,0.04030304437578787,0.33982536924107465,1.4305600550489626
2008-05-04,-0.3662350951791419,-0.3568198297788294,-0.31075026587798277,-0.35689359608380444,-0.15623637826577913,-0.21709465645118803,-0.3240880526801379,-0.2987606464508089,-0.5677871808301554,0.7082258484083092,0.21024168146738498,0.00044708662164451806,0.011464671041901898,0.3176671431060093,1.4305600550489626
2008-05-05,-0.3662350951791419,-0.279068774540432,-0.2675032543034141,0.1475119432884774,-0.12445447871807876,-0.21709465645118803,-0.3240880526801379,-0.2987606464508089,-0.5677871808301554,0.019106821618558836,-0.25127075932260245,-0.1714639980879475,-0.3760305540995978,0.3023663695201751,1.4305600550489626
2008-05-06,0.30827429999602024,-0.3568198297788294,-0.2675032543034141,-0.35689359608380444,-0.12445447871807876,-0.21709465645118803,-0.18176030096782178,-0.2987606464508089,-0.5677871808301554,-0.04845386728239706,-0.2441705679258333,1.274515276399711,0.16655934669861155,0.5386851014991008,1.5205367943600907
2008-05-07,-0.3662350951791419,-0.3568198297788294,-0.3323737716652671,-0.35689359608380444,-0.15623637826577913,-0.21709465645118803,-0.3240880526801379,-0.2987606464508089,-0.5677871808301554,0.32312992167286037,0.018536513754621023,0.00044708662164451806,0.04030304437578787,0.5125991656680179,1.5205367943600907
2008-05-08,-0.3662350951791419,-0.3568198297788294,-0.3323737716652671,-0.35689359608380444,-0.15623637826577913,-0.2102113846365072,-0.2956225023376746,-0.2987606464508089,-0.5677871808301554,0.32988599056295603,0.06823785353200423,-0.1714639980879475,-0.08580535255652956,0.3817929058602861,1.5205367943600907
2008-05-09,-0.3662350951791419,-0.3568198297788294,-0.3323737716652671,-0.35689359608380444,-0.15623637826577913,-0.21709465645118803,-0.3240880526801379,-0.2987606464508089,-0.5677871808301554,0.39744667946391193,0.15344015029323263,0.015321906106731804,0.04030304437578787,0.13301497941799606,1.5205367943600907
2008-05-10,-0.3662350951791419,-0.3568198297788294,-0.31075026587798277,-0.35689359608380444,-0.15623637826577913,-0.21709465645118803,-0.3240880526801379,-0.2987606464508089,-0.5677871808301554,0.4920316439252501,0.07533804492877337,0.7318454387573503,0.7362491204876083,0.34801396732387624,1.5205367943600907
2008-05-11,-0.3662350951791419,-0.3568198297788294,-0.31075026587798277,-0.35689359608380444,-0.11386051220217863,-0.21709465645118803,-0.2956225023376746,-0.2987606464508089,-0.5677871808301554,0.4514952305846765,0.1392397674996946,1.2466768084278483,0.16655934669861155,0.3023663695201751,1.5205367943600907
2008-05-12,-0.3662350951791419,-0.14948368247643634,-0.3323737716652671,-0.35689359608380444,-0.145642411749879,-0.21709465645118803,-0.3240880526801379,-0.2987606464508089,-0.5677871808301554,0.1880085438709486,0.2599430212447682,0.015321906106731804,0.011464671041901898,0.13301497941799606,1.5205367943600907
2008-05-13,-0.2538168626499482,0.7835289803843325,0.16496686144227274,0.2661955996113673,0.9985059719673343,-0.20332811282182636,-0.15329475062535858,-0.2987606464508089,-0.5677871808301554,0.24205709499171335,0.24574263845123015,0.015321906106731804,-0.22007599655165636,-0.13063244069144234,1.5205367943600907
2008-05-14,-0.31002597891454503,-0.3568198297788294,-0.3323737716652671,-0.35689359608380444,-0.15623637826577913,-0.21709465645118803,-0.3240880526801379,-0.2987606464508089,-0.5677871808301554,0.3839345416837206,0.430347614767225,0.5280086085640552,0.1878137149322451,0.13301497941799606,1.5205367943600907
2008-05-15,-0.3662350951791419,-0.3568198297788294,-0.3323737716652671,-0.35689359608380444,-0.15623637826577913,-0.21365302054384763,-0.3240880526801379,-0.2987606464508089,-0.5677871808301554,0.20152068165113995,0.24574263845123015,0.7318454387573503,0.2302206409697824,0.3817929058602861,1.5205367943600907
2008-05-16,-0.2819214207822466,-0.3568198297788294,-0.31075026587798277,-0.35689359608380444,-0.15623637826577913,-0.21709465645118803,-0.2956225023376746,-0.2987606464508089,-0.5677871808301554,0.2623253016620002,0.27414340403830645,0.7318454387573503,0.2302206409697824,2.16194015158302,1.5205367943600907
2008-05-17,-0.22571230451764976,-0.279068774540432,-0.18100923115427672,-0.1788681115994697,-0.15623637826577913,-0.21709465645118803,0.07442965211434717,-0.2987606464508089,-0.5677871808301554,0.4379830928044856,0.7498562276218317,-0.16145083745279806,-0.22007599655165636,0.3023663695201751,1.5205367943600907
2008-05-18,1.2076201602295695,0.8353630172099306,1.3326361739556274,1.720070389566768,0.33108608146562646,-0.21709465645118803,1.5546382699224346,-0.2987606464508089,-0.5677871808301554,0.32988599056295603,0.4161472319736872,0.00044708662164451806,0.1878137149322451,0.62109150997236,1.5205367943600907
2008-05-19,-0.08518951385615765,0.05785246482595671,2.5435524980435504,-0.14919719751874724,-0.145642411749879,-0.10352067150895446,1.0137928134156335,-0.2987606464508089,-0.5677871808301554,0.167740337200662,0.25284282984799933,0.7318454387573503,0.1878137149322451,0.44600945729042973,1.5205367943600907
