,Rainfall_Gallicano,Rainfall_Pontetetto,Rainfall_Monte_Serra,Rainfall_Orentano,Rainfall_Borgo_a_Mozzano,Rainfall_Piaggione,Rainfall_Calavorno,Rainfall_Croce_Arcana,Rainfall_Tereglio_Coreglia_Antelminelli,Rainfall_Fabbriche_di_Vallico,Depth_to_Groundwater_PAG,Depth_to_Groundwater_DIEC,Temperature_Orentano,Temperature_Monte_Serra,Temperature_Ponte_a_Moriano,Temperature_Lucca_Orto_Botanico,Volume_POL,Volume_CC1,Volume_CC2,Volume_CSA,Volume_CSAL,Hydrometry_Monte_S_Quirico,Hydrometry_Piaggione,Depth_to_Groundwater_SAL,Depth_to_Groundwater_CoS,Depth_to_Groundwater_LT2
2007-04-16,-0.3426535857980049,-0.35215560937463686,-0.36340471408590136,-0.3622656499618949,-0.35683803962028326,-0.3660320709057729,-0.3663177794638252,-0.3109371197244514,-0.37527167272095685,-0.3619136323688211,-0.31552792262540363,-0.6828233744918333,0.24317838678647224,0.7639070264803408,0.8890593136101902,0.4350703785331136,0.9830239878125708,0.47009294489655984,1.0275218939234398,-0.9485694958352541,-0.8960974682080678,-0.07647183349159808,1.3177716922236182,1.8569475766041068,-1.1970097194364993,1.6614851115789762
2007-04-17,-0.3426535857980049,-0.35215560937463686,-0.36340471408590136,-0.3622656499618949,-0.32613771983302786,-0.3660320709057729,-0.3663177794638252,-0.3109371197244514,-0.37527167272095685,-0.3619136323688211,-0.3002421875256699,-0.48698186245819364,0.6083102325705875,0.42037835734625656,0.7261490118237979,0.5481086909483416,0.9830239878125708,0.47009294489655984,1.0275218939234398,-0.9485694958352541,-0.8960974682080678,-0.07647183349159808,1.3177716922236182,1.9955388560569076,-1.3234273844243547,1.672612972251451
2007-04-18,-0.3426535857980049,-0.35215560937463686,-0.36340471408590136,-0.3622656499618949,-0.32613771983302786,-0.3660320709057729,-0.3663177794638252,-0.3109371197244514,-0.37527167272095685,-0.3619136323688211,-0.14738483652833279,-0.7430823012714148,0.1501055633513052,0.29823483054302635,0.5014451472908427,0.18779907012480268,0.9830239878125708,0.47009294489655984,1.0275218939234398,-0.9485694958352541,-0.8960974682080678,-0.2536146361898267,1.301802125030096,2.064834495783308,-1.204446052671079,1.672612972251451
2007-04-19,-0.3426535857980049,-0.35215560937463686,-0.36340471408590136,-0.3622656499618949,-0.34148787972665556,-0.3660320709057729,-0.3663177794638252,-0.3109371197244514,-0.37527167272095685,-0.3619136323688211,-0.36138512792460487,-0.8184059597458921,0.028394948089933376,-0.4498942711267579,0.4789747608375472,0.0253064960279126,0.9830239878125708,0.47009294489655984,1.0275218939234398,-0.9485694958352541,-0.8960974682080678,-0.03218613281704117,1.301802125030096,2.030186675920107,-1.1598280532636007,1.672612972251451
2007-04-20,-0.3426535857980049,-0.35215560937463686,-0.36340471408590136,-0.3622656499618949,-0.35683803962028326,-0.3660320709057729,-0.3663177794638252,-0.3109371197244514,-0.37527167272095685,-0.3619136323688211,-0.42252806832353984,-0.697888106186729,0.021235500133382244,0.6722993813779187,0.6868258355305306,0.33616185516978936,0.9830239878125708,0.47009294489655984,1.0275218939234398,-0.9485694958352541,-0.8960974682080678,-0.2979003368643837,1.2858325578365737,2.0994823156465072,-1.1375190535598614,1.672612972251451
2007-04-21,-0.3426535857980049,-0.35215560937463686,-0.36340471408590136,-0.3622656499618949,-0.34148787972665556,-0.3660320709057729,-0.3663177794638252,-0.3109371197244514,-0.37527167272095685,-0.3619136323688211,0.03604398466847215,-0.8033412280509964,0.19306225109061304,0.7257371743543315,0.6868258355305306,0.3008373825400306,0.9830239878125708,0.47009294489655984,1.0275218939234398,-0.9485694958352541,-0.8960974682080678,-0.2979003368643837,1.301802125030096,2.1514540454413082,-1.070592054448644,1.6948686935964021
2007-04-22,-0.3426535857980049,-0.35215560937463686,-0.36340471408590136,-0.3622656499618949,-0.35683803962028326,-0.3660320709057729,-0.3663177794638252,-0.3109371197244514,-0.37527167272095685,-0.3619136323688211,-0.36138512792460487,-0.47191713076329855,0.19306225109061304,0.6799333518031206,0.6137970795573203,0.32203206611788565,0.7160803758730707,-0.08192869368751117,0.5827230095637969,-0.9485694958352541,-0.8960974682080678,-0.2979003368643837,1.301802125030096,2.1861018653045075,-0.9962287221028463,1.728252275613826
2007-04-23,-0.3426535857980049,-0.35215560937463686,-0.36340471408590136,-0.3622656499618949,-0.35683803962028326,-0.3660320709057729,-0.3663177794638252,-0.3109371197244514,-0.37527167272095685,-0.3619136323688211,0.05132971976820556,-0.7280175695765199,0.2503378347430231,0.7639070264803408,0.7036786253705021,0.38561611685145125,0.9830239878125708,0.47009294489655984,1.0275218939234398,-0.9485694958352541,-0.8960974682080678,-0.2536146361898267,1.301802125030096,2.203425775236109,-0.966483389164528,1.7393801362863008
2007-04-24,-0.3426535857980049,-0.35215560937463686,-0.36340471408590136,-0.3396410094704619,-0.12658564121586818,-0.3660320709057729,-0.3663177794638252,-0.05133066593966077,-0.37527167272095685,-0.3619136323688211,-0.17795630672780027,-0.4417876673735078,0.4221645857002544,0.71810320392913,0.7430018016637694,0.47039485116287233,0.9830239878125708,0.47009294489655984,1.0275218939234398,-0.9485694958352541,-0.8960974682080678,-0.2979003368643837,1.301802125030096,2.238073595099308,-0.9590470559299479,1.728252275613826
2007-04-25,-0.3426535857980049,-0.35215560937463686,-0.36340471408590136,-0.3622656499618949,-0.34148787972665556,-0.3660320709057729,-0.3663177794638252,-0.3109371197244514,-0.37527167272095685,-0.3619136323688211,-0.19324204182753402,-0.7732117646612057,0.4651212734395617,0.8173448194567542,0.8890593136101902,0.6258225307338103,0.9830239878125708,0.47009294489655984,1.0275218939234398,-0.9485694958352541,-0.8960974682080678,-0.20932893551526954,1.301802125030096,2.255397505030908,-0.966483389164528,1.6948686935964021
2007-04-26,-0.3426535857980049,-0.35215560937463686,-0.36340471408590136,-0.3622656499618949,-0.35683803962028326,-0.3478408001453959,0.07635816747633851,-0.3109371197244514,-0.37527167272095685,-0.3498326872657913,-0.05567042592993032,-0.47191713076329855,0.7872964314843697,0.5654237954250921,0.8328833474769515,0.6328874252597622,0.9830239878125708,0.47009294489655984,1.0275218939234398,-0.9485694958352541,-0.8960974682080678,-0.2536146361898267,1.301802125030096,2.272721414962509,-0.9441743894607887,1.7171244149413516
2007-04-27,-0.3426535857980049,-0.35215560937463686,-0.36340471408590136,-0.3622656499618949,-0.29543740004577257,-0.3660320709057729,-0.3663177794638252,-0.3109371197244514,-0.37527167272095685,-0.3619136323688211,-0.07095616102966407,-0.7732117646612057,0.2574972826995745,0.48908409117307333,0.810412961023656,0.4492001675850168,0.9830239878125708,0.47009294489655984,1.0275218939234398,-0.9485694958352541,-0.8960974682080678,-0.3421860375389409,1.2858325578365737,2.290045324894109,-0.9144290565224698,1.7393801362863008
2007-04-28,-0.3426535857980049,-0.29290955449011163,-0.36340471408590136,-0.3622656499618949,-0.34148787972665556,-0.12954555102087253,-0.3663177794638252,-0.3109371197244514,-0.37527167272095685,-0.3619136323688211,-0.10152763122913155,-0.5171113258479844,0.29329452248233095,0.5806917362754959,0.8272657508636275,0.42094058948120994,0.9830239878125708,0.47009294489655984,1.0275218939234398,-0.9485694958352541,-0.8960974682080678,-0.43075743888805507,1.2858325578365737,2.3073692348257087,-0.8698110571149911,1.7505079969587756
2007-04-29,-0.3426535857980049,-0.35215560937463686,-0.36340471408590136,-0.3622656499618949,-0.35683803962028326,-0.3660320709057729,-0.3663177794638252,-0.3109371197244514,-0.37527167272095685,-0.3619136323688211,-0.04038469083019691,-0.6074997160173568,0.2574972826995745,0.3669405643698434,0.03518462838496086,0.27964269896217514,0.7160803758730707,-0.08192869368751117,0.5827230095637969,-0.9485694958352541,-0.8960974682080678,-0.43075743888805507,1.2858325578365737,2.064834495783308,-0.8400657241766721,1.7171244149413516
2007-04-30,-0.3426535857980049,-0.3324069244131284,-0.3451902135664867,-0.3622656499618949,-0.35683803962028326,-0.3660320709057729,-0.3663177794638252,-0.3109371197244514,-0.34009109031463935,-0.3619136323688211,0.15832986546634212,-0.45685239906840286,0.35057010613474154,-0.014757956890250556,0.5800914998773771,0.173669281072899,0.9830239878125708,0.47009294489655984,1.0275218939234398,-0.9485694958352541,-0.8960974682080678,-0.3421860375389409,1.301802125030096,1.8569475766041068,-0.8623747238804115,1.6837408329239254
2007-05-01,-0.3426535857980049,0.20080756954759807,0.20124480201595243,-0.3396410094704619,-0.21868660057763423,0.6890616331960903,-0.2240290822330583,0.035204818655269476,0.27556910179591737,-0.30150890685367204,-0.25438498222646866,-0.6225644477122517,-0.08615621921488706,0.2524310079918152,0.6475026592372632,0.26551290991027193,1.3798164760759095,0.20255870024002484,0.9925361585498699,-0.9485694958352541,-0.8960974682080678,-0.2979003368643837,1.301802125030096,2.0994823156465072,-0.8623747238804115,1.6837408329239254
2007-05-02,0.06642230532777993,0.556283898854749,1.4216163368167332,0.5879692506782922,0.4874207545292387,0.21608859342628955,0.044738456980612566,0.4029806281837228,0.45147201382750496,0.5804000856675041,-0.08624189612939781,-0.6526939111020426,0.5295563050485237,-0.03765986816585625,0.5632387100374053,0.32203206611788565,1.3798164760759095,0.20255870024002484,0.9925361585498699,-0.9485694958352541,-0.8960974682080678,-0.2979003368643837,1.301802125030096,2.168777955372908,-0.8549383906458319,1.7059965542688769
2007-05-03,0.12096575747788457,0.0625667748170394,0.12838679993829388,0.8594649365754886,-0.019134521960474438,-0.03858919721898778,0.06054831222847557,0.42461449933245543,0.6273749258590926,0.02467661092813287,-0.28495645242593615,-0.592434984322461,0.11430832356854877,-0.26667898092191267,0.35538763534442197,-0.10892649996517062,1.3798164760759095,0.20255870024002484,0.9925361585498699,-0.9485694958352541,-0.8960974682080678,-0.2979003368643837,1.301802125030096,2.272721414962509,-0.8326293909420925,1.6948686935964021
2007-05-04,1.9754431305814426,3.6963248077345834,8.652773043024345,3.2124275476845234,1.868935144955729,2.198937106307377,1.8470619552369933,2.0687887066361297,3.2307380239265893,2.2717324000916777,-0.9116715915150194,-0.6677586427969383,0.04987329195958729,-0.38118853729994084,0.31606445905115466,0.03237139055386419,1.3798164760759095,0.20255870024002484,0.9925361585498699,-0.9485694958352541,-0.8960974682080678,0.23352807123030153,1.7329804392551993,2.2207496851677084,-0.8623747238804115,1.6281015295615522
2007-05-05,0.5164057855661432,1.7807023664682697,0.019099796821806053,2.5563129734329655,1.0707268304870903,1.2711822975281528,1.1039987585874331,0.7923903088609088,0.2403885193895998,0.7132904818008321,-0.4378138034232736,-0.6376291794071475,-0.09331566717143845,-0.09109766114226936,0.484592357450871,0.09595544128742976,1.3798164760759095,0.20255870024002484,0.9925361585498699,-0.9485694958352541,-0.8960974682080678,0.4549565746030873,1.701041304868155,2.238073595099308,-0.9813560556336872,1.6281015295615522
2007-05-06,-0.3426535857980049,-0.3126582394516201,-0.32697571304707207,-0.24914244750472977,0.026915957720408553,-0.3660320709057729,-0.11336009549801734,0.8572919223071066,-0.11141730467357544,-0.31358985195670186,-0.6670998299192794,-0.8184059597458921,-0.0360400835190281,0.02341189523575884,0.4677395676108995,0.09595544128742976,1.0930332389854163,-0.3360862303678447,0.5494865650145735,-0.9485694958352541,-0.8960974682080678,0.14495666988118747,1.3337412594171407,2.168777955372908,-1.0557193879794842,1.6503572509065014
2007-05-07,-0.32901772276047875,0.0823154597785478,-0.36340471408590136,-0.27176708799616284,0.011565797826780867,0.1978973226659126,0.044738456980612566,0.7923903088609088,-0.3576813815177981,-0.31358985195670186,-0.45309953852300733,-0.7129528378816241,0.10714887561199764,0.42037835734625656,0.6475026592372632,0.2937724880140788,1.3798164760759095,0.20255870024002484,0.9925361585498699,-0.9485694958352541,-0.8960974682080678,0.1006709692066303,1.301802125030096,2.1168062255781073,-1.0929010541523834,1.6837408329239254
2007-05-08,-0.3426535857980049,-0.35215560937463686,-0.36340471408590136,-0.3622656499618949,-0.35683803962028326,-0.3660320709057729,-0.3663177794638252,-0.3109371197244514,-0.37527167272095685,-0.3619136323688211,-0.4072423332238061,-1.0443769351693226,0.3362512102216388,0.46618217989746763,0.6699730456905592,0.3290969606438375,1.3798164760759095,0.20255870024002484,0.9925361585498699,-0.9485694958352541,-0.8960974682080678,-0.03218613281704117,1.2698629906430514,1.908919306398906,-1.1003373873869629,1.7059965542688769
2007-05-09,-0.3426535857980049,-0.35215560937463686,-0.36340471408590136,-0.3622656499618949,-0.35683803962028326,-0.3660320709057729,-0.3663177794638252,-0.3109371197244514,-0.37527167272095685,-0.3619136323688211,-0.19324204182753402,-0.7732117646612057,0.40068624183060025,0.45091423904706396,0.6475026592372632,0.42094058948120994,1.3798164760759095,0.20255870024002484,0.9925361585498699,-0.9485694958352541,-0.8960974682080678,-0.12075753416615524,1.2698629906430514,1.8222997567409058,-1.0929010541523834,1.7171244149413516
2007-05-10,-0.3426535857980049,-0.35215560937463686,-0.36340471408590136,-0.3622656499618949,-0.35683803962028326,-0.3660320709057729,-0.3663177794638252,-0.3109371197244514,-0.37527167272095685,-0.3619136323688211,-0.3460993928248711,-0.592434984322461,0.3362512102216388,0.5348879137242847,0.7430018016637694,0.4492001675850168,1.3798164760759095,0.20255870024002484,0.9925361585498699,-0.9485694958352541,-0.8960974682080678,-0.20932893551526954,1.2698629906430514,1.7530041170145056,-1.070592054448644,1.7171244149413516
2007-05-11,-0.3426535857980049,-0.35215560937463686,-0.36340471408590136,-0.3396410094704619,-0.35683803962028326,-0.3660320709057729,-0.3663177794638252,-0.3109371197244514,-0.37527167272095685,-0.3619136323688211,-0.13209910142859904,-0.20075196025518158,0.5367157530050746,0.3135027713934301,0.7879425745703602,0.5410437964223898,1.3798164760759095,0.20255870024002484,0.9925361585498699,-0.9485694958352541,-0.8960974682080678,-0.2979003368643837,1.253893423449529,1.8049758468093062,-1.0482830547449047,1.6948686935964021
2007-05-12,-0.3426535857980049,-0.35215560937463686,-0.36340471408590136,-0.3622656499618949,-0.34148787972665556,-0.3660320709057729,-0.3663177794638252,-0.3109371197244514,-0.37527167272095685,-0.3619136323688211,-0.10152763122913155,-0.4267229356786121,0.6154696805271388,0.45091423904706396,0.8385009440902754,0.7317959486230864,1.3798164760759095,0.20255870024002484,0.9925361585498699,-0.9485694958352541,-0.8960974682080678,-0.43075743888805507,1.2698629906430514,1.8222997567409058,-1.0111013885720062,1.6837408329239254
2007-05-13,-0.3426535857980049,-0.35215560937463686,-0.36340471408590136,-0.3622656499618949,-0.35683803962028326,-0.3660320709057729,-0.3663177794638252,-0.3109371197244514,-0.37527167272095685,-0.3619136323688211,0.03604398466847215,-0.33633454550923975,0.45796182548301084,0.8402467307323597,1.035116825556611,0.7953799993566525,1.0930332389854163,-0.3360862303678447,0.5494865650145735,-0.9485694958352541,-0.8960974682080678,-0.38647173821349806,1.2858325578365737,1.8222997567409058,-0.9887923888682668,1.6948686935964021
2007-05-14,-0.3426535857980049,-0.35215560937463686,-0.36340471408590136,-0.3396410094704619,-0.35683803962028326,-0.3660320709057729,-0.3663177794638252,-0.3109371197244514,-0.37527167272095685,-0.3619136323688211,-0.28495645242593615,-0.48698186245819364,0.7586586396581646,0.7639070264803408,1.0294992289432872,0.8448342610383144,1.3798164760759095,0.20255870024002484,0.9925361585498699,-0.9485694958352541,-0.8960974682080678,-0.3421860375389409,1.2858325578365737,1.7876519368777064,-0.9962287221028463,1.672612972251451
2007-05-15,-0.3426535857980049,-0.35215560937463686,-0.18125970889175497,-0.3622656499618949,-0.35683803962028326,-0.3660320709057729,-0.3663177794638252,-0.2893032485757188,-0.32250079911148055,-0.2773470166476124,-0.08624189612939781,-0.4417876673735078,0.9662826303981518,-0.06819574986666394,0.4621219709975755,0.23018843728051322,1.3798164760759095,0.20255870024002484,0.9925361585498699,-0.9485694958352541,-0.8960974682080678,-0.43075743888805507,1.2858325578365737,1.8396236666725072,-0.9813560556336872,1.672612972251451
2007-05-16,-0.32901772276047875,-0.25341218456709486,-0.36340471408590136,-0.3622656499618949,-0.18798628079037885,-0.3478408001453959,-0.3505079242159622,-0.22440163512952122,-0.37527167272095685,-0.1323756754112547,-0.4989567438222086,-0.5321760575428794,-0.028880635562476966,-0.030025897740654534,0.5182979371308143,0.2584480153843201,1.3798164760759095,0.20255870024002484,0.9925361585498699,-0.9485694958352541,-0.8960974682080678,-0.38647173821349806,1.2858325578365737,1.8915953964673062,-0.9739197223991076,1.6948686935964021
2007-05-17,-0.3426535857980049,-0.35215560937463686,-0.36340471408590136,-0.3622656499618949,-0.29543740004577257,-0.3660320709057729,-0.3663177794638252,-0.2893032485757188,-0.37527167272095685,-0.3619136323688211,-0.529528214021676,-0.8033412280509964,0.09998942765544624,-0.09109766114226936,0.5182979371308143,0.2513831208583683,1.3798164760759095,0.20255870024002484,0.9925361585498699,-0.9485694958352541,-0.8960974682080678,-0.38647173821349806,1.2858325578365737,1.7876519368777064,-0.9813560556336872,1.672612972251451
2007-05-18,-0.3426535857980049,-0.35215560937463686,-0.36340471408590136,-0.3622656499618949,-0.35683803962028326,-0.3660320709057729,-0.3663177794638252,-0.3109371197244514,-0.37527167272095685,-0.3619136323688211,0.12775839526687463,-0.5321760575428794,0.17874335517751025,0.5806917362754959,0.8272657508636275,0.47039485116287233,1.3798164760759095,0.20255870024002484,0.9925361585498699,-0.9485694958352541,-0.8960974682080678,-0.47504313956261224,1.2698629906430514,1.8742714865357066,-0.9516107226953683,1.6948686935964021
2007-05-19,-0.3426535857980049,-0.35215560937463686,-0.36340471408590136,-0.3622656499618949,-0.35683803962028326,-0.3660320709057729,-0.3663177794638252,-0.3109371197244514,-0.37527167272095685,-0.3619136323688211,0.06661545486793964,-0.8033412280509964,0.2073811470037158,0.48145012074787163,0.6699730456905592,0.3502916442216925,1.3798164760759095,0.20255870024002484,0.9925361585498699,-0.9485694958352541,-0.8960974682080678,-0.47504313956261224,1.2698629906430514,1.908919306398906,-0.9144290565224698,1.7171244149413516
2007-05-20,-0.3426535857980049,-0.35215560937463686,-0.36340471408590136,-0.3622656499618949,-0.35683803962028326,-0.3660320709057729,-0.3663177794638252,-0.3109371197244514,-0.37527167272095685,-0.3619136323688211,-0.39195659812407235,-0.6526939111020426,0.2861350745257795,0.9165864349843784,0.9227648932901336,0.639952319785714,1.0930332389854163,-0.3360862303678447,0.5494865650145735,-0.9485694958352541,-0.8960974682080678,-0.5193288402371694,1.2698629906430514,1.8569475766041068,-0.8772473903495712,1.728252275613826
2007-05-21,-0.3426535857980049,-0.35215560937463686,-0.36340471408590136,-0.3622656499618949,-0.34148787972665556,-0.3660320709057729,-0.3663177794638252,-0.3109371197244514,-0.37527167272095685,-0.3619136323688211,0.17361560056607553,-0.5020465941530894,0.7872964314843697,1.1074356956144253,1.1924095307296794,0.9508076789275904,1.3798164760759095,0.20255870024002484,0.9925361585498699,-0.9485694958352541,-0.8960974682080678,-0.43075743888805507,1.2858325578365737,1.8569475766041068,-0.8549383906458319,1.7393801362863008
2007-05-22,-0.3426535857980049,-0.35215560937463686,-0.36340471408590136,-0.3622656499618949,-0.35683803962028326,-0.3660320709057729,-0.3663177794638252,-0.3109371197244514,-0.37527167272095685,-0.3619136323688211,0.38761589196234797,-0.5020465941530894,0.9233259426588445,1.3898926013468953,1.1081455815298213,1.0355864132390116,1.3798164760759095,0.20255870024002484,0.9925361585498699,-0.9485694958352541,-0.8960974682080678,-0.43075743888805507,1.2858325578365737,1.943567126262107,-0.8103203912383532,1.7393801362863008
2007-05-23,-0.3426535857980049,-0.35215560937463686,-0.36340471408590136,-0.3622656499618949,-0.29543740004577257,-0.3660320709057729,-0.3663177794638252,-0.3109371197244514,0.3459302666085523,-0.3619136323688211,0.29590148136394545,-0.5020465941530894,0.9734420783547032,1.5883758324021442,1.2204975137962988,1.3181821942770813,1.3798164760759095,0.20255870024002484,0.9925361585498699,-0.9485694958352541,-0.8960974682080678,-0.43075743888805507,1.2858325578365737,1.9782149461253065,-0.825193057707513,1.7393801362863008
2007-05-24,-0.3153818597229526,-0.35215560937463686,-0.36340471408590136,-0.3622656499618949,0.13436707697580227,-0.25688444634351115,0.5190341144165023,0.29481127244006006,-0.34009109031463935,-0.18069945582337393,0.3723301568626139,-0.4417876673735078,1.2240227568339983,1.5044021577249234,1.4452013783292539,1.2899226161732744,1.3798164760759095,0.20255870024002484,0.9925361585498699,-0.9485694958352541,-0.8960974682080678,-0.43075743888805507,1.301802125030096,2.030186675920107,-0.7805750583000349,1.7505079969587756
2007-05-25,0.052786442290253754,-0.35215560937463686,-0.36340471408590136,-0.3622656499618949,-0.35683803962028326,-0.3660320709057729,-0.3663177794638252,-0.3109371197244514,-0.37527167272095685,0.5804000856675041,0.38761589196234797,-0.3815287405939262,1.3743711639215754,1.5960098028273462,1.5294653275291121,1.4100258231144536,1.3798164760759095,0.20255870024002484,0.9925361585498699,-0.9485694958352541,-0.8960974682080678,-0.43075743888805507,1.2698629906430514,2.064834495783308,-0.750829725361716,1.7393801362863008
2007-05-26,-0.3426535857980049,-0.35215560937463686,-0.36340471408590136,-0.3622656499618949,-0.14193580110949586,-0.3660320709057729,-0.3663177794638252,-0.3109371197244514,-0.37527167272095685,-0.3619136323688211,0.26533001116447796,-0.6828233744918333,1.266979444573306,0.9852921688111957,1.2935262697695091,1.0850406749206734,1.3798164760759095,0.20255870024002484,0.9925361585498699,-0.9485694958352541,-0.8960974682080678,-0.47504313956261224,1.2858325578365737,2.064834495783308,-0.7062117259542372,1.7171244149413516
2007-05-27,0.5709492377162478,-0.35215560937463686,0.14660130045770847,-0.27176708799616284,-0.35683803962028326,-0.3478408001453959,-0.3663177794638252,-0.22440163512952122,-0.3576813815177981,0.060919446237222286,-0.05567042592993032,-0.33633454550923975,1.0307176620071137,0.3135027713934301,0.8497361373169229,0.7812502103047488,1.0930332389854163,-0.3360862303678447,0.5494865650145735,-0.9485694958352541,-0.8960974682080678,-0.47504313956261224,1.2858325578365737,1.9955388560569076,-0.6615937265467592,1.6948686935964021
