,Rainfall_Bastia_Umbra,Temperature_Bastia_Umbra,Temperature_Petrignano,Volume_C10_Petrignano,Hydrometry_Fiume_Chiascio_Petrignano,Depth_to_Groundwater_P24,Depth_to_Groundwater_P25
2006-05-04,-0.29266319010342734,-0.5642968209449539,-0.5131457081811891,-0.15322696889000845,0.40021079612577715,-1.1716002350079155,-1.2447246396203053
2006-05-05,-0.29266319010342734,0.8498180828663615,0.7883240395512574,0.27327020830129856,-0.14632075037019676,-1.168579858339935,-1.2385094413893636
2006-05-06,-0.29266319010342734,-1.0845843798944004,-1.2181084882029307,-0.24069940376300994,0.21803361396045248,-1.168579858339935,-1.2385094413893636
2006-05-07,-0.29266319010342734,-1.0178808466957534,-1.5028049955194036,-0.05286385940414374,-0.32849793253552056,-1.2108651316916694,-1.2478322387357756
2006-05-08,-0.25268516335053537,-1.0979250865341297,-0.9198550043475786,1.1126372780931701,1.675451071283048,-1.2108651316916694,-1.2571550360821886
2006-05-09,-0.29266319010342734,0.8498180828663615,0.5714124149291833,-0.36537064251884527,-0.14632075037019676,-1.271272665051292,-1.2913386263523685
2006-05-10,-0.29266319010342734,-0.8177702470998125,-0.7571712858810228,-0.0907992732648559,-0.14632075037019676,-1.2622115350473484,-1.29444622546784
2006-05-11,-0.29266319010342734,-0.6843631807025186,-0.5809305908755873,-0.548602374515974,0.21803361396045248,-1.2531504050434048,-1.2789082298904852
2006-05-12,-0.29266319010342734,-0.87113307365873,-0.8927410512698193,-0.18453289294981962,0.5823879782911018,-1.213885508359651,-1.269585432544072
2006-05-13,-0.29266319010342734,-0.7644074205408948,-0.7165003562643838,0.2694030059174395,0.21803361396045248,-1.1987836250197452,-1.2540474369667183
2006-05-14,-0.29266319010342734,0.36955264383610364,0.2867159076127104,0.1624104066306738,0.035856431795127874,-1.259191158379367,-1.275800630775015
2006-05-15,-0.29266319010342734,-0.5242747010257659,-0.36401896625351293,-0.029292340112050678,0.5823879782911018,-1.304496808399084,-1.2913386263523685
2006-05-16,-0.29266319010342734,-1.1779693263725062,-1.0011968635808564,-0.35008598547787884,0.40021079612577715,-1.2410688983714808,-1.2789082298904852
2006-05-17,-0.2726741767269813,0.6763888965498798,0.6934252037790999,0.4765745621956002,-0.14632075037019676,-1.2108651316916694,-1.2664778334286018
2006-05-18,-0.29266319010342734,-0.8311109537395418,-0.6893864031866244,0.6522560419194798,0.21803361396045248,-1.219926261695613,-1.2509398378512468
2006-05-19,-0.29266319010342734,0.35621193719637406,0.4900705556959052,-0.359109457706883,0.21803361396045248,-1.2440892750394623,-1.2726930316595435
2006-05-20,-0.29266319010342734,-1.204650739651965,-1.014753840119736,-0.3583728477290047,0.40021079612577715,-1.2531504050434048,-1.2820158290059565
2006-05-21,-0.25268516335053537,0.4495968836744797,0.5578554383903034,0.2178403074659858,0.40021079612577715,-1.2682522883833105,-1.2851234281214268
2006-05-22,-0.29266319010342734,0.31618981727718576,0.25960195453495116,0.1467574446007678,0.40021079612577715,-1.2501300283754244,-1.2851234281214268
2006-05-23,1.6062930806589413,0.2895084039977271,0.23248800145719176,-0.6010858354397743,0.035856431795127874,-1.2320077683675372,-1.26026263519766
2006-05-24,-0.29266319010342734,-1.378079925968447,-0.9876398870419768,0.3664513705028529,0.035856431795127874,-1.247109651707443,-1.2664778334286018
2006-05-25,-0.29266319010342734,-0.49759328774630696,-0.3233480366368739,-0.08177580103585172,0.40021079612577715,-1.2440892750394623,-1.2664778334286018
2006-05-26,-0.29266319010342734,0.2895084039977271,0.23248800145719176,-0.10221672792196328,0.40021079612577715,-1.213885508359651,-1.2571550360821886
2006-05-27,-0.29266319010342734,0.7831145496677145,0.734096133395739,-0.4968555235700506,-0.14632075037019676,-1.2108651316916694,-1.2385094413893636
2006-05-28,-0.29266319010342734,0.3962340571155623,0.4493996260792661,0.5811731790542627,-0.14632075037019676,-1.2320077683675372,-1.2540474369667183
2006-05-29,-0.29266319010342734,0.14276063096070382,0.27315893107383077,-0.3108615041558798,0.035856431795127874,-1.238048521703499,-1.2726930316595435
2006-05-30,-0.29266319010342734,0.3962340571155623,0.5985263680069425,-0.264455075549572,0.40021079612577715,-1.2320077683675372,-1.2664778334286018
2006-05-31,-0.25268516335053537,-0.3375048080695543,-0.4318038489479112,-0.46683866697152626,0.21803361396045248,-1.2289873916995566,-1.2664778334286018
2006-06-01,-0.29266319010342734,-0.5242747010257659,-0.49958873164230944,1.1929277656818613,1.128919524787075,-1.2350281450355187,-1.2540474369667183
2006-06-02,-0.29266319010342734,1.6102383613309375,-1.8146154559136356,-1.14396738913579,-4.336395940172659,-1.2893949250591783,-1.2913386263523685
2006-06-03,-0.1727291098447514,-0.3375048080695543,-0.2962340835591147,-0.2952085421259746,0.9467423426217502,-1.3075171850670644,-1.3068766219297234
2006-06-04,-0.29266319010342734,1.0099065625431147,0.8561089222456556,-0.4167491884758284,0.21803361396045248,-1.3256394450749516,-1.3068766219297234
2006-06-05,-0.29266319010342734,-1.0579029666149415,-0.9469689574253378,-0.23756881135702843,0.035856431795127874,-1.2531504050434048,-1.2882310272368982
2006-06-06,-0.25268516335053537,-0.13739420847361342,-0.03865152932040128,-0.10921452271180383,0.40021079612577715,-1.2742930417192726,-1.2820158290059565
2006-06-07,-0.19271812322119738,-0.9645180201368359,-0.9062980278086988,-0.09724461057128791,0.035856431795127874,-1.2229466383635945,-1.2664778334286018
2006-06-08,-0.29266319010342734,-0.8177702470998125,-0.7707282624199023,-0.07606707370729802,0.035856431795127874,-1.1927428716837833,-1.2385094413893636
2006-06-09,-0.29266319010342734,-0.2841419815106367,-0.3369050131757535,1.1052711783143916,0.9467423426217502,-0.9903776349290507,-1.2167562475810672
2006-06-10,-0.29266319010342734,0.42291547039502103,0.3545007903071086,-0.02450437525584431,0.5823879782911018,-1.1293149616561802,-1.198110652888242
2006-06-11,-0.29266319010342734,-0.6310003541436009,-0.6351584970311059,0.04602603012596511,0.21803361396045248,-1.174620611675897,-1.1856802564263575
2006-06-12,-0.29266319010342734,-0.5242747010257659,-0.49958873164230944,-0.024872680244783858,0.21803361396045248,-1.1293149616561802,-1.1950030537727705
2006-06-13,-0.29266319010342734,-0.324164101429825,-0.40468989587015175,1.206186745283665,0.7645651604564255,-1.1111927016482939,-1.1670346617335323
2006-06-14,-0.29266319010342734,0.5696632434320446,0.5578554383903034,0.1789841311329263,0.035856431795127874,-1.0960908183083882,-1.1483890670407073
2006-06-15,-0.19271812322119738,-0.7377260072614361,-0.6893864031866244,0.19242726322919806,0.5823879782911018,-1.07192780496454,-1.1266358732324109
2006-06-16,-0.29266319010342734,0.6363667766306915,0.503627532234785,0.02337527330621936,0.40021079612577715,-1.0538055449566528,-1.101775080308643
2006-06-17,-0.29266319010342734,0.16944204424016274,0.04269032991287658,-0.9568684547548021,0.035856431795127874,-1.0417240382847286,-1.101775080308643
2006-06-18,-0.29266319010342734,-0.6710224740627891,-0.6487154735699856,0.18211472353890779,0.21803361396045248,-1.1021315716443503,-1.1142054767705263
2006-06-19,-0.29266319010342734,-1.3247170994095294,-1.1638805820474125,-0.23517482892892524,0.21803361396045248,-1.0749481816325206,-1.1142054767705263
2006-06-20,-0.29266319010342734,-0.35084551470928366,-0.5809305908755873,0.1456525296339515,0.21803361396045248,-1.0356832849487667,-1.0924522829622298
2006-06-21,-0.29266319010342734,0.9698844426239264,0.8425519457067763,0.22170750984984483,-0.6928522968661698,-0.9933980115970312,-1.0644838909229917
2006-06-22,0.32699622456639826,0.6630481899101502,0.503627532234785,-0.7631400305729132,-0.32849793253552056,-0.9631942449172209,-1.0427306971146961
2006-06-23,-0.29266319010342734,0.7164110164690676,0.6798682272402201,-0.07846105613540122,-0.14632075037019676,-0.9329904782374095,-1.0178699041909283
2006-06-24,-0.29266319010342734,0.5563225367923149,0.4765135791570253,-1.289079554777737,0.035856431795127874,-0.8846644515497121,-0.9774711156898067
2006-06-25,-0.29266319010342734,1.4101277617349965,1.4526158899563606,0.4728915123062101,-0.6928522968661698,-0.8876848282176937,-0.9619331201124519
2006-06-26,-0.29266319010342734,0.8231366695869028,0.7612100864734982,0.6924012857138262,-0.32849793253552056,-0.8876848282176937,-0.9557179218815103
2006-06-27,-0.29266319010342734,-0.9111551935779182,-0.6758294266477448,-0.04697097958112106,0.5823879782911018,-0.8574810615378823,-0.937072327188684
2006-06-28,-0.29266319010342734,0.40957476375529195,0.4222856730015069,0.13957549731645827,0.035856431795127874,-0.8182161648541284,-0.9091039351494459
2006-06-29,-0.25268516335053537,0.10273851104151577,0.23248800145719176,-0.20110661745207212,0.21803361396045248,-0.8091550348501848,-0.8966735386875625
2006-06-30,-0.29266319010342734,-0.24411986159144866,-0.201335247786957,-0.35524225532302395,1.128919524787075,-0.8031142815142227,-0.8811355431102077
2006-07-01,-0.29266319010342734,-0.35084551470928366,-0.2148922243258366,0.3822884850272279,1.8576282534483726,-0.7910327748422986,-0.8718127457637957
2006-07-02,-0.29266319010342734,-0.7910888338203538,-0.6487154735699856,-0.4167491884758284,0.40021079612577715,-0.7970735281782607,-0.865597547532854
2006-07-03,-0.29266319010342734,1.0899508023814908,1.0865775234066095,1.0034348488727711,-0.6928522968661698,-0.8000939048462412,-0.8811355431102077
2006-07-04,-0.29266319010342734,-0.7910888338203538,-0.7029433797255042,1.5824102914848035,0.5823879782911018,-0.781971644838355,-0.8593823493019112
2006-07-05,-0.29266319010342734,-0.03066855535577817,0.05624730645175642,-0.1948454326401099,-0.14632075037019676,-0.7457271248225816,-0.8283063581472027
2006-07-06,5.704040822830368,-0.12405350183388407,0.002019400296237771,-1.0408419922328833,1.675451071283048,-0.724584488146714,-0.8065531643389062
2006-07-07,-0.29266319010342734,-0.3375048080695543,-0.201335247786957,-0.8145185765298972,0.7645651604564255,-0.8061346581822032,-0.8376291554936158
2006-07-08,1.1865237997535758,-0.2841419815106367,-0.201335247786957,-0.15120129145084404,0.035856431795127874,-0.8302976715260525,-0.865597547532854
2006-07-09,-0.29266319010342734,0.7964552563074442,0.7747670630123781,-0.062439789116556475,-0.14632075037019676,-0.833318048194033,-0.865597547532854
2006-07-10,3.7850955386915532,-0.5242747010257659,-0.47247477856455,-0.49796043853686767,0.7645651604564255,-0.8242569181900905,-0.8718127457637957
2006-07-11,-0.25268516335053537,0.2628269907182684,0.4493996260792661,-0.08472224094736344,-0.14632075037019676,-0.7306252414826759,-0.8096607634543777
2006-07-12,-0.29266319010342734,-0.31082339479009563,-0.2962340835591147,0.6721445113221837,-0.32849793253552056,-0.7215641114787334,-0.7941227678770229
2006-07-13,-0.29266319010342734,0.009353564563409869,0.17826009530167308,0.15504430685189446,-0.14632075037019676,-0.6822992147949785,-0.7661543758377847
2006-07-14,-0.29266319010342734,0.6497074832704206,0.7069821803179798,0.361110948163238,-0.6928522968661698,-0.6490750714471866,-0.7288631864521333
2006-07-15,-0.29266319010342734,1.129972922300679,1.3712740307230824,-0.31693853647337306,0.035856431795127874,-0.633973188107281,-0.7008947944128952
2006-07-16,-0.29266319010342734,-0.12405350183388407,0.029133353373996976,0.6428642647015369,0.5823879782911018,-0.6581362014511303,-0.7040023935283655
2006-07-17,-0.25268516335053537,1.1433136289404087,1.1543624061010078,-0.4176699509481765,-0.32849793253552056,-0.6279324347713189,-0.6946795961819534
2006-07-18,-0.29266319010342734,-0.8577923670190007,-0.7978422154976617,-0.19318806018988502,0.40021079612577715,-0.6007490447594891,-0.672926402373657
2006-07-19,-0.29266319010342734,1.4768312949336435,1.3848310072619623,0.9596065551890363,-0.6928522968661698,-0.5916879147555466,-0.6573884067963022
2006-07-20,0.34698523794284425,0.3962340571155623,0.462956602618146,-0.49538230361429547,1.493273889117724,-0.5494026414038111,-0.629420014757064
2006-07-21,-0.012817002833183534,-0.5776375275846835,-0.5267026847200686,-0.753011643377092,1.128919524787075,-0.5645045247437168,-0.6169896182951806
2006-07-22,-0.29266319010342734,-1.0845843798944004,-0.9740829105030971,-0.1727471333037727,-0.32849793253552056,-0.5463822647358295,-0.6076668209487674
2006-07-23,-0.29266319010342734,0.9165216160650085,0.9645647345566929,-1.0535485143512775,0.40021079612577715,-0.6369935647752625,-0.638742812103477
2006-07-24,-0.29266319010342734,-0.35084551470928366,-0.10643641201479953,0.12134440036398011,0.035856431795127874,-0.679278838126998,-0.6853567988355403
2006-07-25,-0.2726741767269813,1.1032915090212203,1.249261241873166,0.20145073545820227,-0.14632075037019676,-0.6581362014511303,-0.6915719970664821
2006-07-26,-0.29266319010342734,1.0232472691828438,1.0594635703288504,0.7760065182029678,-0.5106751147008451,-0.6430343181112246,-0.6698188032581855
2006-07-27,-0.29266319010342734,0.5429818301525858,0.5578554383903034,0.2618527536441904,0.21803361396045248,-0.6098101747634327,-0.6511732085653604
2006-07-28,-0.29266319010342734,1.2100171621390556,1.3034891480286843,1.2234970797637958,-0.5106751147008451,-0.5614841480757352,-0.6232048165261223
2006-07-29,-0.29266319010342734,0.9698844426239264,1.0865775234066095,0.07880517414153136,0.21803361396045248,-0.543361888067849,-0.5983440236023544
2006-07-30,-0.29266319010342734,-0.49759328774630696,-0.4453608254867908,-0.008667260731469343,0.40021079612577715,-0.6460546947792061,-0.629420014757064
2006-07-31,-0.29266319010342734,-0.23077915495171908,-0.13355036509255874,-0.674010223249687,0.035856431795127874,-0.5675249014116973,-0.6200972174106509
2006-08-01,-0.29266319010342734,1.2633799886979729,1.6288565849617958,0.49314828669785266,-0.32849793253552056,-0.5222192513919813,-0.576590829794059
2006-08-02,0.3070072111899523,-0.8978144869381889,-0.8791840747309395,-0.20073831246313334,0.40021079612577715,-0.5614841480757352,-0.5921288253714126
2006-08-03,-0.29266319010342734,-1.1112657931738592,-0.9198550043475786,-0.3441931056548554,0.40021079612577715,-0.588667538087565,-0.6076668209487674
2006-08-04,0.5068973449544122,0.2628269907182684,0.4765135791570253,-0.32743522865813307,0.40021079612577715,-0.6581362014511303,-0.6573884067963022
2006-08-05,-0.29266319010342734,-0.5642968209449539,-0.5131457081811891,-1.0441567371333338,2.4041597999443463,-0.679278838126998,-0.6573884067963022
2006-08-06,-0.15274009646830541,-0.364186221349013,-0.2962340835591147,-0.5697799113799632,0.5823879782911018,-0.7698901381664309,-0.7040023935283655
2006-08-07,3.4852603380448635,-0.1774163283928017,-0.07932245893704008,-1.1782197531071128,0.9467423426217502,-0.6551158247831487,-0.7040023935283655
2006-08-08,-0.13275108309185943,1.0899508023814908,1.1136914764843693,0.6027190209071913,-0.6928522968661698,-0.6400139414432441,-0.6698188032581855
2006-08-09,-0.29266319010342734,0.8364773762266324,0.9781217110955728,-0.13775815935457225,-0.14632075037019676,-0.633973188107281,-0.6542808076808319
2006-08-10,3.6651614584328778,-0.6443410607833304,-0.5538166377978279,-1.050417921945296,1.675451071283048,-0.6098101747634327,-0.6356352129880056
2006-08-11,-0.29266319010342734,-1.3513985126889883,-1.1638805820474125,-0.14641332659463768,-0.5106751147008451,-0.6037694214274707,-0.6232048165261223
2006-08-12,-0.29266319010342734,-0.6843631807025186,-0.5538166377978279,-0.4963030660866428,1.493273889117724,-0.6369935647752625,-0.6449580103344188
2006-08-13,-0.2726741767269813,-0.3375048080695543,-0.22844920086471643,0.2791630881243212,0.21803361396045248,-0.6551158247831487,-0.6542808076808319
2006-08-14,-0.29266319010342734,-0.937836606857377,-0.8385131451143006,0.17253879382649506,0.5823879782911018,-0.6369935647752625,-0.6480656094498891
2006-08-15,-0.29266319010342734,-0.8311109537395418,-0.6893864031866244,-0.677877425633546,1.675451071283048,-0.7517678781585436,-0.6853567988355403
2006-08-16,1.5063480137767116,0.5696632434320446,0.7069821803179798,-0.3281718386360106,0.5823879782911018,-0.6551158247831487,-0.6698188032581855
2006-08-17,0.9466556392362239,0.15610133760043315,0.3138298606904696,-1.0747260512152668,1.493273889117724,-0.6430343181112246,-0.6480656094498891
2006-08-18,-0.29266319010342734,-1.2980356861300706,-1.2045515116640513,-0.4730998517834885,0.21803361396045248,-0.6460546947792061,-0.638742812103477
2006-08-19,-0.25268516335053537,-0.6310003541436009,-0.5538166377978279,-1.482255521476218,1.128919524787075,-0.6218916814353568,-0.6325276138725354
2006-08-20,1.1465457730006838,-0.5242747010257659,-0.40468989587015175,-1.2909210797224322,0.9467423426217502,-0.6128305514314143,-0.6200972174106509
2006-08-21,-0.29266319010342734,0.11607921768124511,0.30027288415159,-0.2716370228338815,0.40021079612577715,-0.6037694214274707,-0.6169896182951806
2006-08-22,-0.29266319010342734,1.1833357488595964,1.2085903122565267,-0.30791506424436804,0.21803361396045248,-0.6037694214274707,-0.6169896182951806
2006-08-23,-0.29266319010342734,-0.45757116782711893,-0.40468989587015175,-0.1338909569707132,0.21803361396045248,-0.5735656547476593,-0.5890212262559424
2006-08-24,0.26702918443706025,-0.5509561143052246,-0.5131457081811891,-1.3734213972447575,1.493273889117724,-0.5675249014116973,-0.5828060280250007
2006-08-25,-0.29266319010342734,0.9698844426239264,1.6017426318840364,0.09445813617143732,-0.14632075037019676,-0.5916879147555466,-0.5921288253714126
2006-08-26,-0.29266319010342734,1.129972922300679,1.8999961157393888,-0.8975713515356311,0.21803361396045248,-0.6067897980954512,-0.6045592218332972
2006-08-27,2.026062361564307,0.5563225367923149,0.6391972976235815,0.09427398367696756,0.21803361396045248,-0.6400139414432441,-0.629420014757064
2006-08-28,0.027161023919708475,0.5163004168731267,0.7069821803179798,-1.0069579332505,1.128919524787075,-0.6158509280993948,-0.6232048165261223
2006-08-29,-0.29266319010342734,1.3434242285363496,1.3983879838008417,-0.05765182426035011,0.035856431795127874,-0.5977286680915086,-0.6200972174106509
2006-08-30,-0.052795029586075494,-0.23077915495171908,-0.07932245893704008,-1.1712219583172723,0.5823879782911018,-0.5705452780796788,-0.5952364244868841
2006-08-31,-0.29266319010342734,-0.7510667139011655,-0.6351584970311059,-1.261088375618377,1.128919524787075,-0.5403415113998675,-0.5548376359857625
2006-09-01,-0.29266319010342734,-0.29748268815036605,-0.36401896625351293,0.2883707128477952,0.40021079612577715,-0.5222192513919813,-0.5361920412929363
2006-09-02,-0.29266319010342734,-0.017327848716048824,0.19181707184055294,-0.6852435254123252,0.7645651604564255,-0.537321134731887,-0.5455148386393495
2006-09-03,-0.29266319010342734,-1.204650739651965,-1.014753840119736,-0.5253991602128197,0.035856431795127874,-0.5494026414038111,-0.5392996404084077
2006-09-04,-0.29266319010342734,1.1966764554993259,1.3441600776453233,-0.4498966374803342,0.40021079612577715,-0.5252396280599618,-0.5268692439465243
2006-09-05,-0.29266319010342734,1.0499286824623024,1.1543624061010078,-0.3915202967335105,-0.32849793253552056,-0.5040969913840941,-0.5113312483691695
2006-09-06,-0.29266319010342734,-1.1512879130930473,-1.014753840119736,-0.29484023713703583,0.40021079612577715,-0.5040969913840941,-0.5113312483691695
2006-09-07,-0.29266319010342734,0.4629375903142093,0.4493996260792661,-0.47512552922265294,0.7645651604564255,-0.4889951080441895,-0.5020084510227564
2006-09-08,0.1071170774254924,-0.7510667139011655,-0.6216015204922262,-1.17564161818454,0.7645651604564255,-0.4618117180323597,-0.48025525721445994
2006-09-09,-0.29266319010342734,1.1166322156609494,1.2899321714898044,-0.06409716156678211,0.035856431795127874,-0.4255671980165863,-0.44607166694428
2006-09-10,-0.29266319010342734,1.3034021086171612,1.46617286649524,0.948004948037459,-0.8750294790314944,-0.4346283280205299,-0.44607166694428
2006-09-11,2.5457767093519026,0.31618981727718576,0.40872869646262705,-0.9312712580235455,0.21803361396045248,-0.4255671980165863,-0.43985646871333833
2006-09-12,-0.29266319010342734,0.1827827508798921,0.3951717199237477,-0.3009172694545283,0.21803361396045248,-0.4104653146766807,-0.42121087402051327
2006-09-13,-0.29266319010342734,-0.044009261995507754,0.25960195453495116,1.546132250074317,0.21803361396045248,-0.4376487046885104,-0.43674886959786696
2006-09-14,-0.1727291098447514,-0.6310003541436009,-0.47247477856455,-0.9369799853520991,1.128919524787075,-0.4225468213486048,-0.44607166694428
2006-09-15,-0.09277305633896746,-0.8444516603792713,-0.7571712858810228,-0.5537586443611192,0.5823879782911018,-0.4829543547082264,-0.48957805456087305
