,Rainfall_Monteporzio,Rainfall_Velletri,Depth_to_Groundwater_Pozzo_1,Depth_to_Groundwater_Pozzo_2,Depth_to_Groundwater_Pozzo_3,Depth_to_Groundwater_Pozzo_4,Depth_to_Groundwater_Pozzo_5,Depth_to_Groundwater_Pozzo_6,Depth_to_Groundwater_Pozzo_7,Depth_to_Groundwater_Pozzo_8,Depth_to_Groundwater_Pozzo_9,Volume_Pozzo_1,Volume_Pozzo_2,Volume_Pozzo_3,Volume_Pozzo_4,Volume_Pozzo_5+6,Volume_Pozzo_7,Volume_Pozzo_8,Volume_Pozzo_9,Temperature_Monteporzio,Temperature_Velletri
2012-09-04,22.8,35.8,33.39,92.91,107.85,97.02,99.64,91.22,93.6,94.61,96.97,393.59,3217.57,3587.76,3514.5,206.53,2632.1,2925.0,2706.05,16.44,18.87
2012-09-05,13.4,41.0,33.4,92.91,107.85,97.02,99.64,91.22,93.6,94.61,96.99,1284.88,2961.97,3373.88,3394.76,5704.09,2747.05,3478.72,3362.62,18.18,20.27
2012-09-06,2.0,2.0,33.63,92.91,107.85,97.02,99.64,91.22,93.6,94.61,96.99,918.61,2472.48,2907.4,2624.69,4720.75,1854.86,2616.59,2431.15,19.27,21.6
2012-09-07,0.0,0.0,33.63,92.95,107.91,97.08,99.64,91.26,93.62,94.64,97.31,874.55,2696.36,3048.26,2780.06,5353.74,2048.98,2713.43,2479.18,20.9,22.85
2012-09-08,0.0,0.0,33.73,92.97,107.91,97.1,99.64,91.27,93.64,94.66,97.37,594.47,1616.33,1189.51,1408.68,2645.35,1261.04,1616.29,1337.87,20.63,22.47
2012-09-09,0.0,0.0,33.63,92.98,107.91,97.12,99.65,91.28,93.64,94.67,97.37,1277.5,3099.71,3784.82,3514.5,6047.39,2660.04,3901.86,3445.45,20.36,21.68
2012-09-10,0.2,0.0,33.63,92.98,107.91,97.12,99.65,91.28,93.64,94.67,97.32,0.07,1251.97,3652.92,2510.42,4883.4,2011.36,2336.15,2542.28,19.5,21.42
2012-09-11,0.0,0.0,33.63,92.98,107.9,97.11,99.64,91.28,93.64,94.67,97.32,462.78,3553.02,3606.84,3572.89,5096.09,2861.17,3795.48,3433.32,19.92,21.8
2012-09-12,1.8,0.0,33.62,92.94,107.9,97.11,99.65,91.26,93.64,94.66,97.32,1.51,1857.89,3454.2,2782.69,5107.36,578.66,3123.9,2431.15,20.32,21.48
2012-09-13,10.8,10.6,33.58,92.94,107.89,97.12,99.65,91.25,93.63,94.64,96.34,812.63,3530.66,3675.67,3575.34,206.53,2355.59,2998.48,2616.12,15.77,18.52
2012-09-14,13.2,9.6,33.58,92.94,107.89,97.16,99.65,91.25,93.63,94.64,96.34,907.27,3557.12,3525.16,3454.02,5704.09,2764.62,3668.08,3425.44,12.12,16.31
2012-09-15,0.0,0.0,33.58,92.94,107.9,97.19,99.69,91.26,93.65,94.66,96.34,852.23,2549.81,2866.18,2780.78,5146.67,2355.41,3860.42,2542.0,18.24,20.72
2012-09-16,0.0,0.0,33.57,92.97,107.91,97.19,99.69,91.27,93.65,94.68,96.34,1059.19,3494.99,3675.67,3509.89,6047.39,2840.87,3229.2,3388.14,17.42,19.56
2012-09-17,0.0,0.0,33.57,92.97,107.92,97.2,99.69,91.27,93.65,94.68,96.33,485.1,3174.41,3528.04,3191.69,5098.1,2622.13,4193.39,3427.52,16.99,19.11
2012-09-18,0.0,0.0,33.57,92.98,107.92,97.19,99.69,91.29,93.66,94.68,96.32,826.78,2921.18,3563.6,3377.38,6047.39,2741.72,3860.06,3357.9,17.62,19.29
2012-09-19,7.4,31.2,33.57,92.98,107.93,97.19,99.69,91.29,93.66,94.68,96.32,736.38,2956.39,3515.8,3571.09,5096.09,2787.62,1534.36,3042.11,17.3,18.49
2012-09-20,1.6,0.2,33.57,93.0,107.94,97.19,99.69,91.31,93.67,94.69,96.32,1071.94,3328.52,3636.58,3296.16,5704.09,2630.45,3528.0,3250.91,17.91,19.99
2012-09-21,0.0,0.0,33.57,93.01,107.95,97.19,99.69,91.31,93.69,94.71,96.35,0.36,3563.17,4030.2,3509.89,6007.54,2876.4,3414.35,3202.49,16.26,18.29
2012-09-22,0.0,0.0,33.57,93.02,107.96,97.17,99.69,91.31,93.69,94.71,96.35,1093.14,3069.0,3780.9,3575.52,6047.24,2557.37,4144.0,3225.71,18.33,19.71
2012-09-23,0.0,0.0,33.59,93.02,107.97,97.19,99.72,91.31,93.69,94.71,96.35,0.0,3117.85,3654.76,3891.56,6392.34,2744.17,4191.55,3500.89,20.92,21.86
2012-09-24,0.0,0.0,33.59,93.03,107.98,97.19,99.72,91.34,93.69,94.71,96.35,736.38,3527.86,3804.84,3567.53,6300.25,2856.6,3667.54,3382.88,20.88,22.62
2012-09-25,0.0,2.2,33.88,93.05,107.98,97.23,99.72,91.33,93.71,94.77,96.48,585.65,3239.32,3604.5,3560.33,7055.35,2819.09,3911.36,3190.28,19.13,20.84
2012-09-26,0.0,0.2,33.88,93.06,108.02,97.28,99.73,91.34,93.73,94.78,96.52,809.14,3555.0,3625.85,3400.85,5925.89,2962.98,3911.36,3385.98,20.34,21.87
2012-09-27,0.0,0.0,33.87,93.08,108.03,97.28,99.74,91.34,93.74,97.49,96.52,1060.81,3534.48,3503.34,3576.53,7588.62,2743.27,3959.75,3477.492,22.16,22.97
2012-09-28,0.0,0.0,33.59,93.09,108.03,97.87,99.74,91.34,93.74,97.49,96.45,1021.21,0.0,2389.86,2237.9,4285.01,698.04,1999.4,2053.22,22.54,23.39
2012-09-29,0.0,0.0,33.59,93.1,108.03,97.48,99.75,91.34,93.74,97.49,96.46,1201.72,3314.27,3789.83,3452.26,7042.0,2962.98,3744.58,3442.25,23.79,24.5
2012-09-30,28.8,25.4,33.56,93.1,108.03,97.48,99.77,91.35,93.76,95.34,96.46,485.1,3539.2,3801.38,3453.77,3070.04,2608.92,3500.14,3118.61,17.46,19.93
2012-10-01,0.2,0.2,33.56,93.12,108.06,97.38,99.78,91.36,93.76,95.48,96.46,393.59,3523.75,3804.84,3580.49,6819.73,2739.74,3667.54,3409.38,17.97,20.56
2012-10-02,1.4,0.2,33.56,93.13,108.07,97.48,99.79,91.36,93.77,94.98,96.47,35.1,3553.02,3301.27,3574.33,6300.25,2763.29,3470.08,3365.53,17.16,19.03
2012-10-03,0.2,0.0,33.56,93.14,108.07,97.48,99.81,91.38,93.78,94.99,96.48,907.27,3443.87,3692.41,3574.33,6328.51,2743.27,3867.3,3377.05,15.98,18.01
2012-10-04,0.2,0.2,33.68,93.15,108.08,97.49,99.82,91.39,93.79,94.86,96.51,437.15,2760.26,3433.57,3786.95,6256.76,2855.41,4191.55,3458.808,16.61,18.31
2012-10-05,0.2,0.0,33.68,93.16,108.1,97.49,99.83,91.39,93.8,94.86,96.53,457.09,2146.36,2797.27,2343.46,4688.17,1341.29,1667.12,2382.73,17.11,18.68
2012-10-06,0.0,0.0,33.68,93.17,108.11,97.52,99.84,91.4,93.81,94.86,96.53,757.08,2957.4,3161.2,3247.24,0.0,2135.41,87.05,2486.88,17.66,18.67
2012-10-07,0.0,0.0,33.68,93.17,108.11,97.67,99.84,91.4,93.81,94.86,96.53,918.61,2922.3,3229.78,3091.1,5098.1,2617.96,3020.72,3456.47,17.09,18.24
2012-10-08,0.0,0.0,33.68,93.17,108.11,97.65,99.83,91.4,93.81,94.86,96.54,972.68,3535.99,3777.12,3667.32,7776.11,2913.59,3482.82,3464.53,18.02,19.61
2012-10-09,0.2,0.4,33.67,93.19,108.12,97.27,99.83,91.4,93.81,94.86,96.54,437.15,3553.02,3615.01,3554.71,7462.15,2967.66,3811.75,3489.73,16.96,18.53
2012-10-10,0.2,0.0,33.66,93.19,108.14,97.09,99.83,91.4,93.8,94.86,96.51,470.41,2637.5,2797.45,2753.53,5085.22,1819.48,2686.25,2693.41,17.29,19.04
2012-10-11,0.4,0.2,33.66,93.19,108.14,97.1,99.85,91.41,93.8,94.86,96.5,594.47,1942.92,3105.79,2189.23,4414.54,1630.44,2274.7,2364.05,17.19,18.91
2012-10-12,8.8,11.2,33.65,93.19,108.14,97.1,99.85,91.41,93.8,94.87,97.42,462.78,3563.17,3608.03,3520.01,5758.2,2799.25,3814.31,3442.82,16.93,18.41
2012-10-13,4.4,12.0,33.65,93.19,108.14,97.15,99.85,91.42,93.82,94.87,97.46,46.55,3407.83,3654.76,3888.36,7462.15,2943.5,3824.75,3504.67,14.55,16.72
