,Rainfall_Settefrati,Temperature_Settefrati,Flow_Rate_Madonna_di_Canneto
2015-06-17,15.8,17.7,274.34621269999997
2015-06-18,0.2,16.75,274.34961089999996
2015-06-19,21.9,18.2,273.9063992
2015-06-20,37.5,18.2,290.802458
2015-06-21,2.6,17.15,223.75265319999997
2015-06-22,0.0,17.5,296.6075439
2015-06-23,0.0,18.5,283.58759680000003
2015-06-24,3.6,19.8,236.21580269999998
2015-06-25,0.0,19.0,286.32539239999994
2015-06-26,0.0,18.8,250.2996651
2015-06-27,0.0,19.3,294.4812448
2015-06-28,0.0,21.1,274.64488339999997
2015-06-29,0.0,21.1,213.7173812
2015-06-30,0.0,22.1,253.1729529
2015-07-01,0.0,22.45,216.65951189999998
2015-07-02,0.0,23.05,228.98404649999998
2015-07-03,0.0,25.0,288.6436626
2015-07-04,0.0,24.5,223.5990929
2015-07-05,0.0,24.4,278.3616957
2015-07-06,0.0,25.15,286.4090661
2015-07-07,1.4,26.2,276.8998325
2015-07-08,0.0,24.8,234.8108202
2015-07-09,0.0,24.45,216.9973704
2015-07-10,0.0,24.45,293.19751660000003
2015-07-11,0.0,24.05,290.7369383
2015-07-12,0.0,24.65,209.058525
2015-07-13,0.0,24.5,279.9468057
2015-07-14,0.0,24.75,295.1912375
2015-07-15,1.8,27.4,223.193085
2015-07-16,0.0,27.3,294.5955628
2015-07-17,0.0,27.1,224.4229913
2015-07-18,0.0,28.35,276.2410629
2015-07-19,0.0,27.75,216.111071
2015-07-20,0.0,27.25,225.09153680000003
2015-07-21,6.7,27.35,225.0110249
2015-07-22,5.6,26.45,224.4229913
2015-07-23,0.4,25.05,295.5815736
2015-07-24,4.2,23.95,238.45945099999997
2015-07-25,52.1,22.85,275.1666475
2015-07-26,0.2,23.3,296.099689
2015-07-27,0.0,22.0,217.6145844
2015-07-28,0.0,23.35,236.21580269999998
2015-07-29,0.0,23.0,224.6140043
2015-07-30,0.0,24.15,276.621375
2015-07-31,0.0,25.4,220.8555295
2015-08-01,0.0,26.1,238.4788856
2015-08-02,0.0,25.75,276.6522585
2015-08-03,9.6,25.05,284.8843918
2015-08-04,0.0,25.4,220.8555295
2015-08-05,0.0,26.5,241.7957938
2015-08-06,0.0,27.25,218.51151319999997
2015-08-07,0.8,27.4,219.62727630000003
2015-08-08,0.0,27.05,250.2996651
2015-08-09,6.2,25.55,274.7271288
2015-08-10,5.2,22.55,290.1787921
2015-08-11,22.3,20.0,274.5263104
2015-08-12,0.2,23.6,294.4049237
2015-08-13,0.0,25.4,220.8555295
2015-08-14,1.6,25.9,221.41412290000002
2015-08-15,0.0,22.8,294.5999651
2015-08-16,10.6,17.45,276.94187410000006
2015-08-17,0.2,18.5,292.0609505
2015-08-18,0.0,19.85,203.3766699
2015-08-19,12.7,18.3,211.65914869999997
2015-08-20,0.0,18.9,286.4065517
2015-08-21,9.0,19.1,294.8336345
2015-08-22,4.2,19.05,295.42541989999995
2015-08-23,0.0,19.8,223.02366740000002
2015-08-24,0.0,20.6,214.5572219
2015-08-25,0.0,22.4,268.876855
2015-08-26,0.0,21.45,277.2966536
2015-08-27,0.0,23.25,274.7892025
2015-08-28,0.0,23.65,292.99084460000006
2015-08-29,0.0,25.25,217.4425376
2015-08-30,0.0,26.0,295.5889382
2015-08-31,0.0,25.8,296.6075439
2015-09-01,0.0,24.45,216.9973704
2015-09-02,0.0,23.25,288.7451165
2015-09-03,0.0,22.15,294.2023417
2015-09-04,2.7,21.9,291.75722169999995
2015-09-05,13.8,19.45,233.45324530000002
2015-09-06,0.0,17.6,284.61365789999996
2015-09-07,0.0,18.35,274.7552104
2015-09-08,0.0,18.25,295.326775
2015-09-09,0.0,16.25,284.31488410000003
2015-09-10,0.0,17.65,291.287717
2015-09-11,4.0,17.5,203.7647241
2015-09-12,0.0,18.1,240.36078500000002
2015-09-13,0.0,20.25,274.7366045
2015-09-14,2.2,20.4,226.78978309999997
2015-09-15,0.0,22.2,220.69160630000002
2015-09-16,0.0,23.2,284.2723607
2015-09-17,0.0,25.4,224.89967180000002
2015-09-18,0.0,25.95,295.8851878
2015-09-19,0.4,24.45,274.68113910000005
2015-09-20,1.2,19.45,274.7552104
2015-09-21,0.0,19.15,226.9437994
2015-09-22,0.0,17.35,282.6695774
2015-09-23,14.6,16.65,291.1634912
2015-09-24,1.0,15.2,294.5402742
2015-09-25,0.0,14.75,225.7901064
2015-09-26,0.0,14.45,222.3128477
2015-09-27,0.0,15.4,276.63242
2015-09-28,0.0,14.2,224.48906659999997
2015-09-29,0.0,13.9,227.3055972
2015-09-30,0.0,13.95,227.6734397
2015-10-01,8.2,12.95,224.2201556
2015-10-02,15.9,16.5,224.941935
2015-10-03,0.2,16.0,292.2808907
2015-10-04,0.0,16.0,227.1598042
2015-10-05,3.4,16.0,225.6479256
2015-10-06,0.6,17.3,223.02366740000002
2015-10-07,5.6,16.3,290.89973419999995
2015-10-08,0.0,15.4,212.99113280000003
2015-10-09,2.0,14.6,276.9656608
2015-10-10,34.0,14.5,295.67146319999995
2015-10-11,18.1,10.9,273.9063992
2015-10-12,0.2,12.95,286.72199900000004
2015-10-13,12.8,12.65,215.0094137
2015-10-14,31.2,17.2,224.33569989999998
2015-10-15,9.3,12.65,290.7369383
2015-10-16,0.0,12.1,202.42084619999997
2015-10-17,1.6,12.6,284.93659260000004
2015-10-18,0.4,11.8,276.1018298
2015-10-19,15.0,15.95,269.1594355
2015-10-20,0.2,14.15,296.6075439
2015-10-21,2.2,11.8,276.94187410000006
2015-10-22,11.4,8.5,224.6389588
2015-10-23,0.0,10.4,219.2694846
2015-10-24,0.0,11.95,284.69091069999996
2015-10-25,0.0,13.25,296.6075439
2015-10-26,0.0,12.65,226.6768287
2015-10-27,0.0,14.7,209.5334872
2015-10-28,6.4,12.65,285.256622
2015-10-29,11.6,13.15,224.5627473
2015-10-30,10.6,10.7,286.32539239999994
2015-10-31,0.0,12.95,296.6075439
2015-11-01,0.0,12.4,274.5162938
2015-11-02,0.0,11.75,215.9128574
2015-11-03,0.0,13.2,292.7731228
2015-11-04,0.0,13.85,224.6774648
2015-11-05,0.0,14.25,224.4832919
2015-11-06,0.0,14.2,223.75951119999996
2015-11-07,0.0,14.25,223.75951119999996
2015-11-08,0.0,15.3,222.64481009999997
2015-11-09,0.0,15.1,295.2307668
2015-11-10,0.0,12.1,285.1545672
2015-11-11,0.0,14.4,202.3476804
2015-11-12,0.0,9.6,224.60784950000001
2015-11-13,0.0,11.75,215.75141859999997
2015-11-14,0.0,12.1,285.1545672
2015-11-15,0.0,11.25,194.0916033
2015-11-16,0.0,12.05,208.76871809999997
2015-11-17,0.0,11.1,226.9517404
2015-11-18,0.0,10.8,277.150269
2015-11-19,0.0,10.9,219.2694846
2015-11-20,1.8,9.85,295.0479089
2015-11-21,35.0,9.4,290.513619
2015-11-22,7.2,5.6,219.62727630000003
2015-11-23,6.0,5.9,286.8994982
2015-11-24,0.8,7.05,281.2367184
2015-11-25,0.0,6.2,275.56805069999996
2015-11-26,2.8,4.95,280.871925
2015-11-27,7.2,6.5,205.6504871
2015-11-28,0.0,5.45,290.802458
2015-11-29,0.0,5.7,240.5792804
2015-11-30,0.0,6.75,296.6075439
2015-12-01,0.0,8.9,295.5224008
2015-12-02,0.0,9.3,224.86074989999997
2015-12-03,0.0,8.35,294.8405651
2015-12-04,0.0,7.4,273.7789352
2015-12-05,0.0,8.2,286.3188714
2015-12-06,0.0,8.25,294.5351649
2015-12-07,0.0,9.3,286.5581728
2015-12-08,0.0,9.75,294.9077617
2015-12-09,0.0,8.8,280.871925
2015-12-10,0.0,7.6,295.30442810000005
2015-12-11,0.0,5.75,295.75564219999995
2015-12-12,0.0,6.8,296.6075439
2015-12-13,0.0,5.85,224.5423318
2015-12-14,0.0,5.9,296.6075439
2015-12-15,0.0,6.3,276.8709918
2015-12-16,0.0,7.25,286.39973100000003
2015-12-17,0.0,6.65,296.6075439
2015-12-18,0.0,7.3,295.3606553
2015-12-19,0.0,7.5,296.6075439
2015-12-20,0.0,8.4,277.1301346
2015-12-21,0.0,8.15,286.8284478
2015-12-22,0.0,7.75,294.5402742
2015-12-23,0.0,8.35,226.9437994
2015-12-24,0.0,6.95,286.2877642
2015-12-25,0.0,8.15,223.9570615
2015-12-26,0.0,9.2,290.2921898
2015-12-27,0.0,9.3,296.6075439
2015-12-28,0.0,10.25,296.6075439
2015-12-29,0.0,7.0,296.6075439
2015-12-30,0.0,5.2,296.6075439
2015-12-31,0.0,3.85,292.1424026
2016-01-01,0.0,3.8,223.80460469999997
2016-01-02,7.4,4.6,282.832275
2016-01-03,16.3,5.4,224.6679478
2016-01-04,13.6,4.85,221.17575069999998
2016-01-05,8.6,7.65,201.074759
2016-01-06,14.0,4.4,277.033899
2016-01-07,0.6,4.1,284.9816316
2016-01-08,1.2,8.0,224.86074989999997
2016-01-09,0.2,11.25,294.48645489999996
2016-01-10,9.6,10.85,224.6140043
2016-01-11,8.1,9.75,296.6075439
2016-01-12,5.1,7.3,296.6075439
2016-01-13,3.6,5.45,225.1146809
2016-01-14,17.6,3.1,282.1848494
2016-01-15,26.8,5.9,295.1120512
2016-01-16,0.0,3.4,284.16673910000003
2016-01-17,0.0,-0.4,296.6075439
2016-01-18,0.0,0.2,296.6075439
2016-01-19,0.0,0.35,296.6075439
2016-01-20,0.0,0.35,296.6075439
2016-01-21,6.2,5.0,273.55611749999997
2016-01-22,0.0,3.7,296.6075439
2016-01-23,0.0,2.9,295.3606553
2016-01-24,0.0,5.0,296.6075439
2016-01-25,0.0,5.6,287.5985477
2016-01-26,0.0,7.05,296.6075439
2016-01-27,0.0,6.85,296.6075439
2016-01-28,0.0,8.1,294.5999651
2016-01-29,0.0,8.1,224.8599805
2016-01-30,0.0,7.8,296.6075439
2016-01-31,0.8,7.3,286.73963060000005
2016-02-01,16.0,9.5,296.6075439
2016-02-02,0.2,9.3,206.952423
2016-02-03,2.8,8.3,294.608695
2016-02-04,1.2,4.9,286.59731830000004
2016-02-05,0.0,5.05,296.6075439
2016-02-06,0.0,6.15,285.65863060000004
2016-02-07,0.2,5.0,224.63367430000002
2016-02-08,3.8,7.6,298.23991
2016-02-09,6.8,8.35,223.0877623
2016-02-10,9.2,5.5,285.35695069999997
2016-02-11,6.6,4.9,296.6075439
2016-02-12,10.6,5.45,275.93793989999995
2016-02-13,20.8,9.3,293.89187010000006
2016-02-14,40.1,8.0,296.6075439
2016-02-15,16.6,9.3,217.8980813
2016-02-16,1.2,12.75,276.65470510000006
2016-02-17,0.0,10.05,282.0539736
2016-02-18,0.8,6.4,274.9212928
2016-02-19,0.8,5.55,259.3795444
2016-02-20,0.4,6.0,289.46310689999996
2016-02-21,0.0,7.15,296.6075439
2016-02-22,0.0,9.25,274.6076082
2016-02-23,0.0,10.35,219.2694846
2016-02-24,0.0,9.45,273.877707
2016-02-25,6.4,8.45,224.5403137
2016-02-26,13.8,7.5,285.7000854
2016-02-27,16.2,6.9,276.9506957
2016-02-28,25.7,11.85,284.4637546
2016-02-29,37.6,6.05,282.5621517
2016-03-01,0.0,6.95,286.2877642
2016-03-02,0.0,7.15,296.6075439
2016-03-03,17.2,3.4,285.28335039999996
2016-03-04,0.2,4.6,292.2808907
2016-03-05,13.9,4.6,201.074759
2016-03-06,0.4,7.05,273.55611749999997
2016-03-07,5.6,3.25,286.92911910000004
2016-03-08,1.6,4.25,277.0711894
2016-03-09,8.2,2.5,295.5100706
2016-03-10,4.8,3.55,287.02982569999995
2016-03-11,0.0,6.95,296.6075439
2016-03-12,0.2,8.55,215.9306724
2016-03-13,0.0,7.85,228.98404649999998
2016-03-14,0.0,8.1,296.6075439
2016-03-15,2.0,4.65,286.7820897
2016-03-16,0.0,5.8,273.40322630000003
2016-03-17,3.8,8.5,224.53921769999997
2016-03-18,0.4,8.55,223.75265319999997
2016-03-19,1.4,8.85,274.8586989
2016-03-20,0.0,9.2,284.8860213
2016-03-21,0.2,12.0,224.661196
2016-03-22,1.4,14.6,224.5423318
2016-03-23,4.2,10.2,220.26890930000005
2016-03-24,0.2,5.3,292.7405675
2016-03-25,0.0,6.55,295.3606553
2016-03-26,0.0,8.05,283.1913106
2016-03-27,0.0,9.3,276.65470510000006
2016-03-28,1.6,8.2,295.1331078
2016-03-29,0.0,10.8,277.150269
2016-03-30,0.0,12.6,224.44202990000002
2016-03-31,0.0,14.9,224.2501909
2016-04-01,18.0,17.2,293.8203305
2016-04-02,0.0,17.2,225.2527642
2016-04-03,0.0,15.05,209.772231
2016-04-04,0.0,16.6,231.6339997
2016-04-05,0.0,17.3,276.5495815
2016-04-06,0.0,18.75,224.07837769999998
2016-04-07,0.8,17.3,224.33569989999998
2016-04-08,1.2,12.9,286.626628
2016-04-09,12.8,9.3,227.08726040000002
2016-04-10,0.6,10.6,296.6075439
2016-04-11,0.0,11.75,215.7486065
2016-04-12,0.0,14.05,274.2687412
2016-04-13,0.0,17.1,221.17575069999998
2016-04-14,0.0,14.5,221.17575069999998
2016-04-15,0.0,13.0,221.17575069999998
2016-04-16,0.0,14.6,224.23187830000003
2016-04-17,0.0,18.0,296.6075439
2016-04-18,0.0,18.25,295.0102957
2016-04-19,0.0,14.55,221.17575069999998
2016-04-20,0.0,14.5,221.17575069999998
2016-04-21,0.0,14.05,221.17575069999998
2016-04-22,0.0,12.6,221.17575069999998
2016-04-23,25.8,11.05,240.5792804
2016-04-24,32.5,9.3,275.67026810000004
2016-04-25,15.0,4.0,275.9887048
2016-04-26,2.2,5.6,276.6314134
2016-04-27,2.8,10.7,276.12041949999997
2016-04-28,0.0,11.0,276.0351943
2016-04-29,0.2,13.7,275.98499439999995
2016-04-30,1.4,14.05,276.22984410000004
2016-05-01,6.0,11.15,276.94187410000006
2016-05-02,7.8,7.6,277.0451587
2016-05-03,0.2,12.95,275.6731375
2016-05-04,0.0,12.35,275.6340509
2016-05-05,0.6,12.45,275.8300855
2016-05-06,4.0,12.1,275.6085185
2016-05-07,5.4,14.3,275.6911855
2016-05-08,0.0,15.15,275.879104
2016-05-09,0.0,15.7,276.1018298
2016-05-10,0.0,18.05,275.9746119
2016-05-11,2.6,18.05,276.0763945
2016-05-12,13.3,14.75,276.1332902
2016-05-13,8.4,13.3,275.93793989999995
2016-05-14,14.5,10.6,275.994158
2016-05-15,31.9,13.45,276.2410629
2016-05-16,6.4,13.25,276.6321392
2016-05-17,15.1,9.8,276.5574008
2016-05-18,0.2,12.2,276.3624376
2016-05-19,6.6,11.75,276.50780960000003
2016-05-20,2.6,10.65,276.47879819999997
2016-05-21,0.0,17.0,276.5038126
2016-05-22,0.0,16.9,276.6522585
2016-05-23,0.0,15.0,276.63242
2016-05-24,0.6,12.8,278.547754
2016-05-25,0.0,14.8,276.8979097
2016-05-26,0.0,16.9,276.9522639
2016-05-27,0.0,20.05,275.72625330000005
2016-05-28,0.0,21.35,277.12683300000003
2016-05-29,0.0,19.8,277.2510121
2016-05-30,0.0,15.95,277.3687139
2016-05-31,0.0,15.75,277.14482230000004
2016-06-01,0.0,13.85,277.12556539999997
2016-06-02,7.2,14.05,277.045497
2016-06-03,3.6,15.95,276.8969536
2016-06-04,13.3,16.4,277.0327085
2016-06-05,1.8,17.0,276.9569736
2016-06-06,4.6,17.85,276.9506957
2016-06-07,2.2,16.8,277.0819815
2016-06-08,3.2,18.5,276.9707063
2016-06-09,9.1,16.75,277.1542318
2016-06-10,1.0,17.3,274.7996841
2016-06-11,0.0,17.75,277.145346
2016-06-12,9.2,16.9,277.4690453
2016-06-13,16.2,15.3,276.84250410000004
2016-06-14,0.0,17.75,276.8709918
2016-06-15,0.0,17.55,273.40322630000003
2016-06-16,0.0,20.1,277.1059204
2016-06-17,0.0,20.05,276.9935108
2016-06-18,0.0,19.25,277.0724309
2016-06-19,12.0,16.6,276.9428153
2016-06-20,0.2,15.6,277.1127232
2016-06-21,0.0,18.45,276.99257339999997
2016-06-22,0.0,21.25,276.9951204
2016-06-23,2.8,22.95,277.0363684
2016-06-24,0.0,25.25,276.9091559
2016-06-25,0.0,25.1,276.8998325
2016-06-26,0.0,23.95,276.86350760000005
2016-06-27,0.0,20.75,277.1755239
2016-06-28,0.0,20.4,277.018555
2016-06-29,0.0,21.15,276.998983
2016-06-30,6.8,22.35,276.9656608
2016-07-01,4.6,22.95,277.0872416
2016-07-02,0.0,23.75,277.2163325
2016-07-03,0.0,23.7,277.2061131
2016-07-04,0.0,24.05,277.033899
2016-07-05,1.4,23.7,277.2789493
2016-07-06,15.0,22.1,277.3454921
2016-07-07,0.0,23.0,277.3437279
2016-07-08,0.0,24.45,277.550972
2016-07-09,0.0,23.95,277.98656939999995
2016-07-10,15.1,24.25,278.58142139999995
2016-07-11,0.0,24.5,279.9468057
2016-07-12,0.0,26.0,281.69636710000003
2016-07-13,0.0,24.85,282.0539736
2016-07-14,0.0,20.55,282.3564243
2016-07-15,0.6,16.4,282.8225756
2016-07-16,0.0,15.9,283.0484409
2016-07-17,0.0,17.6,283.64644330000004
2016-07-18,0.0,21.3,283.79882910000003
2016-07-19,0.0,23.6,284.4340034
2016-07-20,0.0,24.9,284.8536861
2016-07-21,0.0,25.0,285.256622
2016-07-22,0.0,23.95,286.0645311
2016-07-23,0.0,25.8,286.4610258
2016-07-24,8.4,19.45,286.9831089
2016-07-25,8.4,21.5,286.8368228
2016-07-26,0.2,21.25,286.73907189999994
2016-07-27,16.3,22.8,287.2794151
2016-07-28,0.6,23.4,287.67753319999997
2016-07-29,0.0,22.6,288.6508026
2016-07-30,0.0,23.7,289.1457136
2016-07-31,0.0,24.6,289.46310689999996
2016-08-01,0.0,22.9,289.0679475
2016-08-02,12.7,23.0,291.4645194
2016-08-03,0.0,23.0,291.8707007
2016-08-04,0.0,24.0,291.8392389
2016-08-05,0.0,23.65,292.99084460000006
2016-08-06,11.7,18.25,293.89187010000006
2016-08-07,0.0,20.25,294.4546586
2016-08-08,0.2,21.2,294.5351649
2016-08-09,0.0,22.2,294.6945291
2016-08-10,0.0,21.8,295.1120512
2016-08-11,0.2,20.9,294.946034
2016-08-12,0.0,18.25,295.0102957
2016-08-13,0.0,18.8,294.8348528
2016-08-14,0.0,20.95,295.06410800000003
2016-08-15,0.0,22.45,295.2427033
2016-08-16,0.0,23.1,295.2630961
2016-08-17,2.6,21.05,295.326775
2016-08-18,1.8,20.85,295.27136980000006
2016-08-19,0.0,21.1,294.7677332
2016-08-20,0.0,22.95,295.0479089
2016-08-21,0.0,23.8,295.1718293
2016-08-22,0.0,21.25,295.32561780000003
2016-08-23,0.0,19.65,295.13194680000004
2016-08-24,0.0,21.05,295.02092369999997
2016-08-25,0.0,21.85,294.6188372
2016-08-26,0.0,23.85,294.82449019999996
2016-08-27,0.0,24.15,294.64468839999995
2016-08-28,0.0,23.6,294.7649894
2016-08-29,0.0,22.85,294.8557078
2016-08-30,1.6,23.1,294.87708169999996
2016-08-31,1.0,20.75,292.24249069999996
2016-09-01,0.4,21.15,294.65547260000005
2016-09-02,0.0,22.8,294.5999651
2016-09-03,0.0,23.95,294.604008
2016-09-04,17.5,22.7,294.64966610000005
2016-09-05,1.6,19.95,294.46240939999996
2016-09-06,0.0,16.9,294.03035719999997
2016-09-07,30.1,15.25,294.2023417
2016-09-08,0.2,16.95,294.2041201
2016-09-09,2.4,19.3,293.2369257
2016-09-10,5.2,17.15,294.05386150000004
2016-09-11,3.0,18.35,295.5932285
2016-09-12,0.0,19.05,299.93944849999997
2016-09-13,2.4,19.95,296.099689
2016-09-14,1.4,20.3,293.5109205
2016-09-15,0.0,19.2,294.4812448
2016-09-16,25.5,19.4,290.7872657
2016-09-17,1.2,16.95,283.4181
2016-09-18,12.4,14.2,281.50077999999996
2016-09-19,5.9,13.85,281.3974709
2016-09-20,0.0,17.15,293.8517211
2016-09-21,1.4,16.2,300.01347789999994
2016-09-22,4.2,16.55,300.0899728
2016-09-23,0.0,15.8,299.99189900000005
2016-09-24,0.0,16.15,298.0875671
2016-09-25,0.0,16.7,298.23991
2016-09-26,0.0,16.85,292.8889152
2016-09-27,0.0,15.75,286.819351
2016-09-28,0.0,16.25,284.31488410000003
2016-09-29,0.0,16.55,279.3377616
2016-09-30,0.0,16.2,274.10906969999996
2016-10-01,0.0,16.55,269.0900348
2016-10-02,30.0,14.9,266.936223
2016-10-03,0.2,15.85,266.3381576
2016-10-04,5.2,15.3,268.188346
2016-10-05,2.6,13.65,268.7119371
2016-10-06,4.8,12.55,268.20694469999995
2016-10-07,21.6,12.15,268.0044138
2016-10-08,4.2,12.8,270.4436784
2016-10-09,2.6,14.6,273.7954125
2016-10-10,1.0,14.05,275.1130855
2016-10-11,9.3,11.25,291.8201791
2016-10-12,0.0,10.05,295.7178528
2016-10-13,0.0,11.45,293.8203305
2016-10-14,0.0,20.15,293.9163627
2016-10-15,15.5,17.6,294.00053379999997
2016-10-16,0.0,16.1,294.3756763
2016-10-17,0.0,15.7,294.5310809
2016-10-18,3.2,12.15,294.782203
2016-10-19,0.2,12.65,294.8405651
2016-10-20,2.4,13.0,294.9407111
2016-10-21,3.6,13.35,294.4893531
2016-10-22,0.0,12.2,294.48645489999996
2016-10-23,0.4,13.8,294.4642793
2016-10-24,0.0,17.85,294.5531709
2016-10-25,0.0,18.7,294.5955628
2016-10-26,3.8,17.25,294.53126810000003
2016-10-27,22.2,11.45,294.6022972
2016-10-28,0.0,11.5,294.5021826
2016-10-29,0.0,12.05,294.61663619999996
2016-10-30,0.0,13.8,294.6042657
2016-10-31,0.0,12.75,294.6192841
2016-11-01,0.0,11.35,294.7167377
2016-11-02,0.0,11.55,294.679629
2016-11-03,7.6,12.4,295.75564219999995
2016-11-04,0.0,12.75,296.6075439
2016-11-05,0.2,11.6,296.6075439
2016-11-06,57.6,13.0,296.6075439
2016-11-07,1.2,9.55,296.6075439
2016-11-08,20.6,8.35,220.17941040000002
2016-11-09,3.0,7.3,276.6610067
2016-11-10,1.8,7.55,276.6522585
2016-11-11,24.4,7.3,296.6075439
2016-11-12,0.4,5.2,296.6075439
2016-11-13,0.0,5.95,296.6075439
2016-11-14,0.4,7.25,296.6075439
2016-11-15,0.0,7.75,296.6075439
2016-11-16,0.0,6.75,296.6075439
2016-11-17,1.0,9.45,296.6075439
2016-11-18,0.2,13.45,296.6075439
2016-11-19,18.7,11.3,296.6075439
2016-11-20,0.0,13.3,296.6075439
2016-11-21,0.0,12.7,296.6075439
2016-11-22,0.0,13.2,296.6075439
2016-11-23,0.0,13.2,296.6075439
2016-11-24,0.2,13.0,296.6075439
2016-11-25,34.4,10.45,296.6075439
2016-11-26,0.2,9.8,296.6075439
2016-11-27,0.0,9.55,296.6075439
2016-11-28,0.0,9.0,296.6075439
2016-11-29,0.0,2.1,296.6075439
2016-11-30,0.0,3.25,296.6075439
2016-12-01,0.0,5.1,296.6075439
2016-12-02,0.0,5.5,296.6075439
2016-12-03,0.0,6.8,296.6075439
2016-12-04,0.0,9.3,296.6075439
2016-12-05,0.0,8.6,296.6075439
2016-12-06,0.0,7.5,296.6075439
2016-12-07,0.0,8.05,296.6075439
2016-12-08,0.0,7.15,296.6075439
2016-12-09,0.0,8.3,296.6075439
2016-12-10,0.0,8.2,296.6075439
2016-12-11,0.0,6.35,296.6075439
2016-12-12,0.0,8.75,296.6075439
2016-12-13,0.0,6.05,296.6075439
2016-12-14,0.0,5.8,296.6075439
2016-12-15,0.0,6.85,296.6075439
2016-12-16,0.0,5.55,296.6075439
2016-12-17,0.0,4.35,296.6075439
2016-12-18,0.0,3.6,296.6075439
2016-12-19,5.0,3.6,296.6075439
2016-12-20,2.0,8.2,296.6075439
