,Rainfall_Le_Croci,Rainfall_Cavallina,Rainfall_S_Agata,Rainfall_Mangona,Rainfall_S_Piero,Rainfall_Vernio,Rainfall_Incisa,Temperature_Firenze,Hydrometry_Nave_di_Rosano
1998-02-06,0.2,0.0,0.0,0.0,0.0,0.0,0.0,12.85,1.92
1998-02-07,0.6,0.8,0.0,0.4,0.4,0.4,0.0,16.55,1.86
1998-02-08,2.2,2.2,2.8,2.4,5.0,0.0,0.0,12.0,1.63
1998-02-09,0.2,0.0,0.4,0.2,0.0,0.0,0.6,11.05,1.65
1998-02-10,4.0,1.8,2.6,3.4,2.0,0.4,0.0,15.5,1.72
1998-02-11,7.2,4.8,5.2,9.2,19.2,3.2,0.0,10.25,1.67
1998-02-12,0.0,0.0,0.2,0.0,0.0,0.0,2.2,8.55,1.69
1998-02-13,6.6,0.4,5.0,2.8,2.0,3.2,0.2,12.9,1.64
1998-02-14,2.4,0.4,1.0,0.0,2.6,0.4,3.4,20.55,1.48
1998-02-15,0.0,0.0,0.0,0.2,0.0,0.2,0.0,12.05,1.39
1998-02-16,6.6,5.4,11.2,22.2,7.8,18.0,2.2,18.35,1.51
1998-02-17,2.0,1.0,1.8,0.0,1.8,1.0,0.0,12.35,1.62
1998-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6,1.52
1998-02-19,0.0,0.0,0.2,0.0,0.0,0.0,0.0,9.1,1.55
1998-02-20,4.6,3.2,1.6,4.8,0.8,5.2,6.6,17.05,1.49
1998-02-21,2.0,2.4,4.0,5.0,1.0,4.4,1.2,19.65,1.35
1998-02-22,13.4,8.8,9.0,11.4,0.6,15.0,9.8,8.35,1.34
1998-02-23,0.2,0.0,2.0,0.0,0.4,0.0,0.0,15.8,1.79
1998-02-24,6.2,1.2,2.0,1.4,4.6,1.8,0.0,12.9,2.33
1998-02-25,4.2,2.6,4.8,7.2,2.4,4.0,15.6,6.0,2.15
1998-02-26,0.2,0.0,0.0,0.0,0.0,0.0,0.2,6.55,2.07
1998-02-27,0.8,0.0,1.8,1.0,0.8,0.0,1.6,10.3,1.83
1998-02-28,0.0,2.6,1.2,0.4,0.4,8.8,2.2,8.8,1.55
1998-03-01,5.6,2.2,2.0,5.0,2.2,4.2,9.6,21.4,1.45
1998-03-02,4.2,1.0,1.6,1.2,2.8,0.0,0.6,14.0,1.56
1998-03-03,0.0,0.0,0.0,0.4,0.2,0.2,0.2,13.4,1.7
1998-03-04,0.2,0.2,0.0,1.0,0.0,0.0,0.0,12.7,1.69
1998-03-05,0.0,0.0,0.2,2.4,0.0,0.2,0.2,13.05,1.67
1998-03-06,14.2,27.6,12.0,7.4,11.0,8.2,16.0,13.7,1.59
1998-03-07,0.4,0.0,0.0,2.2,1.0,1.4,6.0,23.05,1.5
1998-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.75,1.38
1998-03-09,0.2,1.6,2.0,7.2,4.6,8.2,0.0,18.3,1.51
1998-03-10,1.2,0.0,0.0,0.0,0.0,0.6,0.0,14.75,1.61
1998-03-11,13.6,4.8,2.6,1.8,4.4,5.0,1.2,7.85,1.62
1998-03-12,0.2,0.0,0.0,0.0,0.2,0.0,0.0,5.25,1.69
1998-03-13,5.0,3.6,1.4,2.6,4.0,21.6,0.6,8.55,2.29
1998-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.05,2.09
1998-03-15,1.8,1.2,1.2,6.8,2.4,4.6,0.0,21.0,1.66
1998-03-16,0.2,0.0,0.2,1.0,0.2,0.0,6.0,9.45,1.86
1998-03-17,0.0,0.0,0.0,0.0,0.2,0.0,0.0,3.3,1.79
1998-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,1.71
1998-03-19,0.0,1.0,1.2,1.6,0.0,13.4,0.0,9.45,1.79
1998-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,1.75
1998-03-21,0.4,0.4,0.2,0.2,0.4,0.2,0.0,18.3,1.52
1998-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,1.36
1998-03-23,6.8,6.4,6.2,8.2,4.4,2.8,3.8,18.1,1.52
1998-03-24,6.6,2.4,1.6,2.8,2.8,4.0,6.2,10.7,1.77
1998-03-25,3.4,3.2,4.0,4.8,3.6,0.0,4.2,8.2,1.83
1998-03-26,1.2,0.4,1.4,1.0,0.0,0.0,0.2,12.0,1.91
1998-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.85,1.65
1998-03-28,3.6,0.0,3.4,1.6,21.0,4.0,11.2,11.9,1.69
1998-03-29,0.2,2.2,2.4,1.6,2.6,2.2,0.0,4.8,1.48
1998-03-30,0.0,0.0,0.0,0.6,0.0,0.2,0.0,18.65,1.83
1998-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.15,1.68
1998-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85,1.7
1998-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.35,1.81
1998-04-03,2.2,0.6,0.0,0.8,0.0,0.0,6.2,11.3,1.81
1998-04-04,3.6,2.4,3.6,2.2,2.8,1.4,0.0,6.6,1.51
1998-04-05,6.0,4.8,3.8,8.2,5.2,4.0,0.0,11.15,1.43
1998-04-06,0.2,1.8,2.0,0.6,1.6,8.8,5.4,10.55,1.98
1998-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.55,2.02
1998-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,1.88
1998-04-09,2.2,1.4,0.8,2.8,0.0,0.2,0.2,10.2,1.87
1998-04-10,11.4,6.6,5.4,6.4,2.0,6.6,0.2,7.8,1.98
1998-04-11,0.2,0.2,0.2,0.0,0.6,0.0,0.8,6.6,2.52
1998-04-12,7.6,5.2,8.8,7.2,4.8,7.2,6.8,12.35,3.21
1998-04-13,3.6,2.6,2.4,4.4,2.4,2.6,7.0,16.0,3.0
1998-04-14,1.0,0.2,0.4,0.2,0.0,0.2,7.4,6.45,2.6
1998-04-15,0.0,0.0,0.2,0.0,0.0,0.0,0.0,7.95,2.47
1998-04-16,0.0,0.0,0.4,0.0,0.2,0.0,34.2,12.55,3.11
1998-04-17,2.8,4.2,4.2,5.4,4.8,4.0,0.0,4.2,3.22
1998-04-18,0.0,0.0,0.2,0.0,2.6,0.0,3.0,3.15,2.88
1998-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.64
1998-04-20,12.0,7.4,11.6,12.0,8.0,9.8,8.8,10.2,2.36
1998-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,2.06
1998-04-22,14.2,27.6,11.2,10.2,15.0,12.4,0.0,17.35,2.01
1998-04-23,9.0,5.2,8.2,10.6,5.8,4.8,1.2,15.8,2.01
1998-04-24,6.6,3.0,2.4,3.0,3.6,6.0,1.8,8.65,2.09
1998-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.69
1998-04-26,0.2,0.0,0.2,0.0,0.0,0.0,1.6,7.35,1.57
1998-04-27,5.2,5.4,5.4,4.4,5.4,7.4,4.0,20.25,1.75
1998-04-28,8.8,9.6,9.8,15.8,11.4,4.6,15.0,12.8,2.03
1998-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.8,7.5,2.37
1998-04-30,1.8,0.8,1.6,1.0,0.0,0.0,9.4,12.4,2.36
1998-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,2.37
1998-05-02,5.8,3.8,4.2,8.6,6.8,2.4,3.2,8.0,2.53
1998-05-03,4.0,2.4,0.2,2.2,3.6,0.6,0.0,8.65,2.42
1998-05-04,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.1,2.14
1998-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.6,11.0,2.21
1998-05-06,0.0,0.0,0.0,0.0,0.0,0.6,0.0,11.55,2.07
1998-05-07,0.0,0.0,0.6,0.0,0.0,0.0,0.8,18.5,2.11
1998-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,1.81
1998-05-09,1.6,0.0,0.6,2.0,1.0,1.6,3.2,11.6,1.66
1998-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,1.51
1998-05-11,6.8,5.2,10.0,9.6,2.4,38.0,0.0,16.65,1.64
1998-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.72
1998-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.2,7.2,1.71
1998-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,1.72
1998-05-15,0.0,0.0,0.2,0.0,0.2,0.0,0.0,9.55,1.54
1998-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.65,1.4
1998-05-17,3.8,1.4,1.6,2.0,3.2,3.8,5.2,15.9,1.38
1998-05-18,5.0,2.8,2.8,4.0,11.6,0.0,0.2,15.05,1.38
1998-05-19,1.0,1.2,1.8,1.4,0.6,0.4,0.6,16.3,1.43
1998-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.55,1.47
1998-05-21,0.0,0.0,0.2,0.2,0.2,0.2,0.2,22.5,1.44
1998-05-22,0.0,0.0,0.0,0.0,0.2,0.2,2.0,10.55,1.46
1998-05-23,0.4,1.0,1.6,4.2,2.0,3.4,0.0,14.65,1.46
1998-05-24,0.2,0.2,0.0,1.2,0.0,0.4,0.0,20.5,1.4
1998-05-25,1.6,0.2,0.6,0.6,0.6,0.0,0.0,14.35,1.46
1998-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.45,1.72
1998-05-27,0.0,0.0,0.0,0.0,0.0,0.0,1.2,12.85,1.51
1998-05-28,13.4,2.4,2.0,4.2,0.2,2.8,15.0,20.05,1.58
1998-05-29,6.4,5.2,4.2,3.6,2.8,12.6,16.4,13.05,1.83
1998-05-30,0.6,0.2,1.2,0.2,0.8,0.8,0.0,9.95,1.68
1998-05-31,3.2,1.8,0.6,0.4,0.0,2.0,0.0,11.8,1.52
1998-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,1.6
1998-06-02,2.0,0.0,1.8,0.8,0.0,0.0,0.0,20.7,1.5
1998-06-03,9.0,5.6,6.8,7.2,5.2,4.4,18.8,17.75,1.52
1998-06-04,7.4,0.0,0.4,0.0,1.8,27.2,3.0,11.6,1.49
1998-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.35,1.4
1998-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.25,1.35
1998-06-07,14.2,7.6,9.2,6.8,8.4,9.4,24.2,20.15,1.29
1998-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.35,1.37
1998-06-09,0.2,2.4,2.4,4.4,0.0,3.0,3.0,19.0,1.41
1998-06-10,0.0,0.6,0.0,0.8,0.0,0.8,0.0,16.95,1.37
1998-06-11,5.0,2.8,5.0,5.6,2.8,2.6,5.6,13.1,1.58
1998-06-12,2.0,0.2,0.8,2.0,1.2,1.6,12.4,14.1,1.69
1998-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,1.69
1998-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35,1.51
1998-06-15,0.0,0.0,0.2,0.0,0.0,0.0,0.0,12.3,1.43
1998-06-16,1.0,1.0,1.0,3.2,0.2,0.0,0.6,5.5,1.48
1998-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,1.39
1998-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.05,1.37
1998-06-19,0.0,0.0,0.0,0.0,0.2,0.0,0.0,11.9,1.39
1998-06-20,0.6,0.0,0.0,0.6,6.2,1.0,4.2,19.45,1.34
1998-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,1.25
1998-06-22,0.2,1.0,0.8,0.6,1.8,1.6,3.0,4.2,1.23
1998-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.95,1.25
1998-06-24,2.2,1.8,3.2,1.6,1.0,1.4,2.4,21.2,1.26
1998-06-25,0.0,0.0,0.0,0.2,0.0,0.0,0.0,17.2,1.24
1998-06-26,0.4,0.0,8.4,1.4,2.2,1.4,0.0,15.35,1.22
1998-06-27,3.4,1.6,7.0,2.8,2.8,3.0,0.0,18.85,1.29
1998-06-28,0.0,0.2,0.0,0.0,0.0,0.0,0.6,23.55,1.18
1998-06-29,0.4,0.4,1.2,0.4,1.4,1.6,0.2,23.55,1.17
1998-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.15,1.22
1998-07-01,16.6,2.6,15.4,9.2,8.2,5.6,17.0,27.6,1.23
1998-07-02,1.0,1.0,1.6,1.2,1.4,1.2,2.4,24.0,1.22
1998-07-03,1.8,3.0,5.6,3.0,3.8,2.4,10.8,21.7,1.2
1998-07-04,0.0,0.0,0.0,1.2,0.0,0.0,0.0,27.1,1.19
1998-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.6,19.9,1.15
1998-07-06,0.0,0.0,3.0,9.0,1.0,23.4,0.6,30.6,1.14
1998-07-07,1.8,1.6,13.2,2.0,3.0,4.0,10.8,17.35,1.18
1998-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,1.17
1998-07-09,0.0,0.0,10.6,0.0,1.8,0.8,0.0,24.2,1.15
1998-07-10,3.4,1.6,0.8,5.0,0.8,7.4,0.0,24.0,1.15
1998-07-11,1.4,2.4,1.8,2.6,1.2,0.0,0.2,22.25,1.15
1998-07-12,0.0,0.0,0.0,0.0,0.0,0.0,2.6,27.55,1.15
1998-07-13,1.6,1.0,3.0,9.2,2.2,6.6,2.8,24.7,1.14
1998-07-14,11.6,1.4,4.8,4.2,1.8,2.6,0.6,14.8,1.22
1998-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.15,1.23
1998-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,1.17
1998-07-17,0.0,1.0,8.2,9.4,3.2,5.4,0.0,14.25,1.15
1998-07-18,19.8,12.4,16.8,12.4,16.2,14.6,0.2,17.6,1.15
1998-07-19,0.0,0.0,0.2,0.6,0.0,0.0,0.0,22.35,1.14
1998-07-20,0.0,0.0,0.4,0.2,2.2,0.8,1.6,27.0,1.13
1998-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,1.13
1998-07-22,0.0,0.4,0.0,0.6,0.0,0.8,0.0,21.65,1.12
1998-07-23,17.6,18.6,18.4,12.6,5.4,14.6,11.8,22.85,1.12
1998-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1,1.11
1998-07-25,0.0,0.0,0.0,0.0,0.0,0.4,0.0,29.9,1.11
1998-07-26,0.0,0.0,0.0,0.0,0.0,0.2,0.0,23.2,1.11
1998-07-27,1.0,0.0,0.2,0.8,0.2,3.4,1.2,24.95,1.12
1998-07-28,3.2,2.0,1.0,0.8,1.4,1.8,0.0,21.9,1.12
1998-07-29,0.0,0.4,0.0,0.0,0.0,0.0,0.0,30.45,1.11
1998-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.55,1.1
1998-07-31,5.8,0.2,3.8,3.6,1.2,3.2,0.0,24.05,1.09
1998-08-01,0.0,0.0,0.0,0.2,0.0,0.0,0.0,25.25,1.11
1998-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.15,1.11
1998-08-03,3.2,3.4,7.2,1.8,2.6,12.2,0.0,24.75,1.12
1998-08-04,1.8,0.2,2.2,1.6,1.8,0.0,5.6,18.8,1.12
1998-08-05,0.2,0.0,0.2,0.4,0.0,0.8,1.4,16.75,1.12
1998-08-06,3.2,2.2,0.0,0.0,1.8,0.6,0.0,28.15,1.1
1998-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,1.1
1998-08-08,0.2,0.2,0.2,0.4,0.0,0.0,0.0,3.1,1.1
1998-08-09,12.4,9.0,16.0,4.4,6.6,7.8,1.6,8.55,1.09
1998-08-10,8.8,4.0,6.6,11.2,2.4,14.0,0.0,19.15,1.1
1998-08-11,16.4,7.0,5.6,13.6,9.4,18.4,0.0,21.95,1.09
1998-08-12,6.8,3.8,0.0,2.6,3.0,1.2,0.2,27.1,1.09
1998-08-13,4.8,0.0,2.8,0.0,0.8,0.6,0.0,29.6,1.08
1998-08-14,0.0,0.0,2.0,2.4,0.2,0.8,0.0,21.15,1.09
1998-08-15,0.2,3.0,13.2,0.4,6.6,3.6,13.2,32.3,1.09
1998-08-16,0.0,0.0,0.0,0.0,0.2,0.0,1.4,19.75,1.09
1998-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.2,7.1,1.09
1998-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.55,1.09
1998-08-19,0.2,0.0,0.0,0.2,0.0,0.0,0.0,24.6,1.11
1998-08-20,0.0,0.2,0.2,0.6,0.2,0.0,3.0,20.85,1.11
1998-08-21,0.4,0.0,0.0,0.0,0.0,2.0,0.0,26.85,1.11
1998-08-22,0.0,0.2,0.2,0.0,0.0,0.0,0.0,26.35,1.1
1998-08-23,3.8,0.2,0.0,0.2,0.8,0.6,0.6,26.25,1.09
1998-08-24,2.4,2.8,2.0,8.8,2.0,7.0,0.0,13.5,1.09
1998-08-25,0.0,0.0,0.0,0.0,0.0,0.0,1.2,23.25,1.09
1998-08-26,3.8,1.0,4.8,6.4,3.2,2.0,1.0,23.3,1.07
1998-08-27,1.6,0.8,4.0,3.2,2.2,2.2,0.0,24.15,1.08
1998-08-28,0.0,0.0,0.0,0.0,0.4,0.4,0.0,16.5,1.09
1998-08-29,0.2,0.2,0.0,0.0,0.0,0.0,0.0,16.5,1.07
1998-08-30,0.2,0.0,0.4,0.0,0.0,0.0,0.8,9.5,1.06
1998-08-31,0.8,0.0,0.0,0.0,0.2,0.2,0.0,14.05,1.08
1998-09-01,1.0,1.0,0.0,2.4,0.2,3.4,0.8,23.45,1.09
1998-09-02,0.0,0.0,0.8,0.2,0.2,0.0,4.2,21.7,1.09
1998-09-03,0.0,0.2,0.0,0.0,0.0,0.0,0.2,20.4,1.13
1998-09-04,1.0,0.0,1.6,0.4,2.2,0.2,0.0,21.75,1.12
1998-09-05,13.8,9.2,6.2,7.8,2.8,8.0,5.2,10.45,1.16
1998-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,1.17
1998-09-07,6.4,5.2,4.0,7.8,4.6,4.4,6.6,19.1,1.14
1998-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.2,19.05,1.13
1998-09-09,1.6,1.2,2.8,5.8,0.0,4.6,2.8,22.4,1.11
1998-09-10,0.2,0.0,0.2,0.0,0.0,0.0,0.0,22.2,1.11
1998-09-11,1.0,0.2,0.0,0.8,0.6,1.6,0.2,22.8,1.12
1998-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.05,1.17
1998-09-13,1.6,1.0,1.4,1.0,0.6,1.0,0.4,16.75,1.19
1998-09-14,0.0,0.0,0.0,0.0,0.2,0.0,0.0,13.6,1.16
1998-09-15,0.8,1.0,1.0,0.2,0.8,1.6,0.4,26.55,1.13
1998-09-16,5.4,2.6,6.2,6.0,5.0,5.4,6.6,8.55,1.12
1998-09-17,0.0,0.0,0.8,0.0,0.2,0.0,0.0,33.3,1.12
1998-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4,1.1
1998-09-19,0.0,1.2,1.6,0.4,0.8,0.0,1.2,19.55,1.09
1998-09-20,4.6,4.0,2.0,0.8,0.4,0.8,0.0,27.85,1.09
1998-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.2,23.65,1.09
1998-09-22,6.2,4.0,5.0,3.4,4.6,3.6,0.2,24.0,1.1
1998-09-23,9.8,4.6,6.6,21.4,6.2,13.6,12.6,30.6,1.1
1998-09-24,2.6,2.2,2.4,1.4,2.2,1.8,0.6,9.25,1.13
1998-09-25,5.6,2.6,4.6,11.2,4.6,19.0,6.6,25.7,1.2
1998-09-26,8.6,8.0,7.0,3.8,10.6,9.2,8.6,11.25,1.24
1998-09-27,0.0,0.4,0.0,1.8,1.6,0.6,0.0,7.2,1.62
1998-09-28,1.2,0.0,1.4,0.2,0.8,0.0,0.0,19.4,1.51
1998-09-29,2.4,0.4,4.4,7.2,4.2,5.2,2.0,8.8,1.31
1998-09-30,2.0,1.6,0.0,0.8,0.4,1.2,0.0,22.75,1.25
1998-10-01,4.6,10.2,2.2,1.4,4.0,4.6,5.4,8.7,1.52
1998-10-02,0.2,2.2,1.0,2.4,0.6,0.0,0.0,17.2,1.67
1998-10-03,0.0,0.2,0.2,0.2,1.2,1.2,4.2,16.65,1.4
1998-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.75,1.49
1998-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.45,1.63
1998-10-06,0.0,0.0,0.0,0.0,0.0,0.2,0.0,8.4,2.64
1998-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.55,2.25
1998-10-08,2.6,0.0,0.2,0.6,0.6,0.6,0.8,4.0,1.96
1998-10-09,0.0,0.0,4.0,2.8,1.4,1.4,3.2,1.8,1.82
1998-10-10,0.0,0.2,2.2,3.8,2.6,1.0,0.0,10.9,1.65
1998-10-11,2.0,0.2,0.2,1.4,1.6,1.4,0.0,15.2,1.37
1998-10-12,2.0,0.8,1.6,3.2,1.8,3.6,0.0,19.9,1.34
1998-10-13,0.0,0.0,0.0,0.0,0.2,0.0,0.0,6.4,1.36
1998-10-14,0.2,0.0,0.2,0.0,0.2,0.0,0.0,7.55,1.41
1998-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65,1.37
1998-10-16,2.6,1.6,8.2,0.6,2.8,0.0,0.0,14.4,1.37
1998-10-17,3.8,0.4,0.0,7.2,0.0,4.2,8.6,12.4,1.3
1998-10-18,1.6,0.4,0.8,0.4,1.2,0.0,0.0,8.4,1.67
1998-10-19,9.8,6.6,4.8,8.2,3.2,9.4,7.4,5.9,2.73
1998-10-20,0.0,0.0,0.0,0.0,0.0,2.0,0.2,6.7,3.13
1998-10-21,7.6,1.0,0.8,0.0,2.0,2.2,0.2,14.45,2.46
1998-10-22,0.4,0.0,0.4,0.0,0.0,0.0,0.2,8.95,1.81
1998-10-23,1.2,3.2,5.0,12.0,4.0,7.2,0.0,12.8,1.63
1998-10-24,11.2,6.0,2.0,4.2,20.6,6.0,0.0,16.25,1.49
1998-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,1.43
1998-10-26,3.2,3.0,3.8,3.6,3.0,2.6,0.0,10.25,1.68
1998-10-27,0.0,7.4,6.0,2.8,4.4,21.6,5.4,15.2,1.72
1998-10-28,0.0,0.0,0.0,0.0,0.2,0.0,0.0,5.25,1.72
1998-10-29,4.8,3.4,1.4,2.2,3.2,1.4,0.4,6.05,1.51
1998-10-30,19.8,39.0,21.4,5.6,23.8,21.8,18.6,12.55,1.54
1998-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,1.42
1998-11-01,12.6,10.0,6.4,10.2,11.0,8.8,0.0,10.4,1.32
1998-11-02,0.0,0.0,0.2,0.6,0.0,0.0,0.0,3.85,1.38
1998-11-03,4.6,3.2,2.4,7.6,2.2,6.0,5.4,20.75,1.38
1998-11-04,7.8,7.2,10.0,10.2,7.6,2.8,35.8,14.3,2.76
1998-11-05,0.0,3.8,2.0,3.4,3.6,3.0,7.4,16.65,2.94
1998-11-06,0.0,0.0,0.0,0.0,0.2,0.0,0.0,7.25,2.17
1998-11-07,6.6,8.6,5.2,12.4,2.8,12.8,3.2,8.9,1.85
1998-11-08,3.4,2.2,2.2,0.4,1.4,2.2,0.0,11.15,1.64
1998-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.6,9.9,1.56
1998-11-10,0.0,0.0,0.2,0.0,0.0,0.0,0.0,12.95,1.64
1998-11-11,4.0,0.2,0.4,0.2,0.2,1.6,0.0,8.85,2.22
1998-11-12,0.0,0.0,0.4,0.0,0.0,0.0,1.8,11.55,2.07
1998-11-13,3.2,0.8,0.0,0.0,0.0,0.0,0.0,14.7,1.77
1998-11-14,0.6,0.2,0.4,2.0,0.2,0.8,0.2,12.5,1.69
1998-11-15,3.0,0.0,0.2,3.8,0.8,1.4,2.4,11.55,1.7
1998-11-16,5.6,3.4,5.6,6.0,3.8,4.2,0.4,16.75,1.82
