,Rainfall_Gallicano,Rainfall_Pontetetto,Rainfall_Monte_Serra,Rainfall_Orentano,Rainfall_Borgo_a_Mozzano,Rainfall_Piaggione,Rainfall_Calavorno,Rainfall_Croce_Arcana,Rainfall_Tereglio_Coreglia_Antelminelli,Rainfall_Fabbriche_di_Vallico,Depth_to_Groundwater_LT2,Depth_to_Groundwater_SAL,Depth_to_Groundwater_PAG,Depth_to_Groundwater_CoS,Depth_to_Groundwater_DIEC,Temperature_Orentano,Temperature_Monte_Serra,Temperature_Ponte_a_Moriano,Temperature_Lucca_Orto_Botanico,Volume_POL,Volume_CC1,Volume_CC2,Volume_CSA,Volume_CSAL,Hydrometry_Monte_S_Quirico,Hydrometry_Piaggione
2007-04-18,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,14.69,6.86,1.96,4.7,3.48,16.2,13.6,15.35,17.05,10853.93333,16859.09333,13160.80667,0.0,0.0,0.24,0.21
2007-04-19,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,14.69,6.84,1.4,4.76,3.44,15.35,8.7,15.15,15.9,10853.93333,16859.09333,13160.80667,0.0,0.0,0.29,0.21
2007-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.69,6.88,1.95,4.79,3.39,15.3,16.05,17.0,18.1,10853.93333,16859.09333,13160.80667,0.0,0.0,0.23,0.2
2007-04-21,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,14.71,6.91,2.0,4.88,3.45,16.5,16.4,17.0,17.85,10853.93333,16859.09333,13160.80667,0.0,0.0,0.23,0.21
2007-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.74,6.93,2.04,4.98,3.7,16.5,16.1,16.35,18.0,10311.23667,16016.138669999998,12502.76633,0.0,0.0,0.23,0.21
2007-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.75,6.94,1.73,5.02,3.35,16.9,16.65,17.15,18.45,10853.93333,16859.09333,13160.80667,0.0,0.0,0.24,0.21
2007-04-24,0.0,0.0,0.0,0.2,3.0,0.0,0.0,2.4,0.0,0.0,14.74,6.96,1.86,5.03,3.34,18.1,16.35,17.5,19.05,10853.93333,16859.09333,13160.80667,0.0,0.0,0.23,0.21
2007-04-25,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,14.71,6.97,2.11,5.02,3.38,18.4,17.0,18.8,20.15,10853.93333,16859.09333,13160.80667,0.0,0.0,0.25,0.21
2007-04-26,0.0,0.0,0.0,0.0,0.0,0.2,5.6,0.0,0.0,0.2,14.73,6.98,2.04,5.05,3.45,20.65,15.35,18.3,20.2,10853.93333,16859.09333,13160.80667,0.0,0.0,0.24,0.21
2007-04-27,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,14.75,6.99,1.85,5.09,3.39,16.95,14.85,18.1,18.9,10853.93333,16859.09333,13160.80667,0.0,0.0,0.22,0.2
2007-04-28,0.0,0.6,0.0,0.0,0.2,2.6,0.0,0.0,0.0,0.0,14.76,7.0,2.06,5.15,3.31,17.2,15.45,18.25,18.7,10853.93333,16859.09333,13160.80667,0.0,0.0,0.2,0.2
2007-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.73,6.86,1.99,5.19,3.49,16.95,14.05,11.2,17.7,10311.23667,16016.138669999998,12502.76633,0.0,0.0,0.2,0.2
2007-04-30,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,14.7,6.74,2.0,5.16,3.31,17.6,11.55,16.05,16.95,10853.93333,16859.09333,13160.80667,0.0,0.0,0.22,0.21
2007-05-01,0.0,5.6,6.2,0.2,1.8,11.6,1.8,3.2,7.4,1.0,14.7,6.88,1.82,5.16,3.46,14.55,13.3,16.65,17.6,11660.6129,16450.56,13109.04839,0.0,0.0,0.23,0.21
2007-05-02,6.0,9.2,19.6,8.4,11.0,6.4,5.2,6.6,9.4,15.6,14.72,6.92,1.92,5.17,3.35,18.85,11.4,15.9,18.0,11660.6129,16450.56,13109.04839,0.0,0.0,0.23,0.21
2007-05-03,6.8,4.2,5.4,10.8,4.4,3.6,5.4,6.8,11.4,6.4,14.71,6.98,1.9,5.2,3.24,15.95,9.9,14.05,14.95,11660.6129,16450.56,13109.04839,0.0,0.0,0.23,0.21
2007-05-04,34.0,41.0,99.0,31.6,29.0,28.2,28.0,22.0,41.0,43.6,14.65,6.95,1.56,5.16,3.37,15.5,9.15,13.7,15.95,11660.6129,16450.56,13109.04839,0.0,0.0,0.35,0.48
2007-05-05,12.6,21.6,4.2,25.8,18.6,18.0,18.6,10.2,7.0,17.8,14.65,6.96,1.64,5.0,3.16,14.5,11.05,15.2,16.4,11660.6129,16450.56,13109.04839,0.0,0.0,0.4,0.46
2007-05-06,0.0,0.4,0.4,1.0,5.0,0.0,3.2,10.8,3.0,0.8,14.67,6.92,1.81,4.9,3.25,14.9,11.8,15.05,16.4,11077.58226,15628.032,12453.59597,0.0,0.0,0.33,0.23
2007-05-07,0.2,4.4,0.0,0.8,4.8,6.2,5.2,10.2,0.2,0.8,14.7,6.89,1.72,4.85,3.31,15.9,14.4,16.65,17.8,11660.6129,16450.56,13109.04839,0.0,0.0,0.32,0.21
2007-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.72,6.77,1.85,4.84,3.19,17.5,14.7,16.85,18.05,11660.6129,16450.56,13109.04839,0.0,0.0,0.29,0.19
2007-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.73,6.72,1.94,4.85,3.34,17.95,14.6,16.65,18.7,11660.6129,16450.56,13109.04839,0.0,0.0,0.27,0.19
2007-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.73,6.68,2.05,4.88,3.37,17.5,15.15,17.5,18.9,11660.6129,16450.56,13109.04839,0.0,0.0,0.25,0.19
2007-05-11,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,14.71,6.71,2.02,4.91,3.46,18.9,13.7,17.9,19.55,11660.6129,16450.56,13109.04839,0.0,0.0,0.23,0.18
2007-05-12,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,14.7,6.72,2.19,4.96,3.56,19.45,14.6,18.35,20.9,11660.6129,16450.56,13109.04839,0.0,0.0,0.2,0.19
2007-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.71,6.72,2.07,4.99,3.56,18.35,17.15,20.1,21.35,11077.58226,15628.032,12453.59597,0.0,0.0,0.21,0.2
2007-05-14,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,14.69,6.7,2.1,4.98,3.55,20.45,16.65,20.05,21.7,11660.6129,16450.56,13109.04839,0.0,0.0,0.22,0.2
2007-05-15,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,0.6,1.4,14.69,6.73,2.09,5.0,3.51,21.9,11.2,15.0,17.35,11660.6129,16450.56,13109.04839,0.0,0.0,0.2,0.2
2007-05-16,0.2,1.0,0.0,0.0,2.2,0.2,0.2,0.8,0.0,3.8,14.71,6.76,2.02,5.01,3.53,14.95,11.45,15.5,17.55,11660.6129,16450.56,13109.04839,0.0,0.0,0.21,0.2
2007-05-17,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,14.69,6.7,1.69,5.0,3.26,15.85,11.05,15.5,17.5,11660.6129,16450.56,13109.04839,0.0,0.0,0.21,0.2
2007-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.71,6.75,2.0,5.04,3.33,16.4,15.45,18.25,19.05,11660.6129,16450.56,13109.04839,0.0,0.0,0.19,0.19
2007-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.73,6.77,2.01,5.09,3.35,16.6,14.8,16.85,18.2,11660.6129,16450.56,13109.04839,0.0,0.0,0.19,0.19
2007-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.74,6.74,1.79,5.14,3.64,17.15,17.65,19.1,20.25,11077.58226,15628.032,12453.59597,0.0,0.0,0.18,0.19
2007-05-21,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,14.75,6.74,2.3,5.17,3.54,20.65,18.9,21.5,22.45,11660.6129,16450.56,13109.04839,0.0,0.0,0.2,0.2
2007-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.75,6.79,2.3,5.23,3.45,21.6,20.75,20.75,23.05,11660.6129,16450.56,13109.04839,0.0,0.0,0.2,0.2
2007-05-23,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,8.2,0.0,14.75,6.81,2.15,5.21,3.7,21.95,22.05,21.75,25.05,11660.6129,16450.56,13109.04839,0.0,0.0,0.2,0.2
2007-05-24,0.4,0.0,0.0,0.0,6.4,1.2,11.2,5.6,0.4,3.0,14.76,6.84,2.42,5.27,3.5,23.7,21.5,23.75,24.85,11660.6129,16450.56,13109.04839,0.0,0.0,0.2,0.21
2007-05-25,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,14.75,6.86,2.03,5.31,3.42,24.75,22.1,24.5,25.7,11660.6129,16450.56,13109.04839,0.0,0.0,0.2,0.19
2007-05-26,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,14.73,6.86,2.17,5.37,3.53,24.0,18.1,22.4,23.4,11660.6129,16450.56,13109.04839,0.0,0.0,0.19,0.2
2007-05-27,13.4,0.0,5.6,0.8,0.0,0.2,0.0,0.8,0.2,7.0,14.71,6.82,1.94,5.43,3.6,22.35,13.7,18.45,21.25,11077.58226,15628.032,12453.59597,0.0,0.0,0.19,0.2
2007-05-28,3.0,2.0,79.8,1.0,4.6,4.8,3.0,7.6,55.2,4.4,14.66,6.76,1.79,5.33,3.68,19.2,8.25,12.45,14.6,11660.6129,16450.56,13109.04839,0.0,0.0,0.23,0.23
2007-05-29,50.8,35.0,3.6,34.8,28.0,34.6,47.2,19.4,0.6,35.4,14.69,6.73,1.55,5.19,3.28,13.2,9.5,14.3,16.35,11660.6129,16450.56,13109.04839,0.0,0.0,0.29,0.2
2007-05-30,0.0,0.0,1.2,0.0,0.2,0.0,0.0,0.4,0.2,0.0,14.76,6.74,2.02,5.19,3.5,16.05,11.5,15.85,17.05,11660.6129,16450.56,13109.04839,0.0,0.0,0.24,0.19
2007-05-31,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,14.79,6.74,2.0,5.19,3.35,15.85,11.85,10.8,16.75,11660.6129,16450.56,13109.04839,0.0,0.0,0.21,0.19
2007-06-01,0.6,0.2,12.6,0.0,0.2,0.0,0.4,0.6,15.4,0.6,14.77,6.73,2.02,5.18,3.49,17.65,10.6,16.0,17.65,11949.3,16571.52,11854.21333,0.0,0.0,0.22,0.2
2007-06-02,13.0,6.4,2.8,11.8,6.6,4.8,10.4,7.0,5.0,14.4,14.77,6.71,1.98,5.15,3.46,16.0,11.45,15.5,16.75,11949.3,16571.52,11854.21333,0.0,0.0,0.21,0.21
2007-06-03,4.6,2.2,0.0,4.0,4.6,9.8,3.8,9.6,0.0,5.2,14.76,6.67,1.89,5.11,3.57,17.0,14.3,19.2,19.4,11351.835,15742.944,11261.50267,0.0,0.0,0.22,0.19
2007-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.4,0.0,14.76,6.68,2.15,5.11,3.51,19.5,17.25,19.4,21.75,11949.3,16571.52,11854.21333,0.0,0.0,0.21,0.19
2007-06-05,2.8,3.8,0.4,0.4,0.2,0.0,1.2,5.2,0.4,0.6,14.74,6.72,2.27,5.11,3.67,21.85,16.35,18.95,20.55,11949.3,16571.52,11854.21333,0.0,0.0,0.22,0.19
2007-06-06,0.2,0.0,0.0,0.0,0.2,0.0,0.2,5.2,5.2,0.2,14.72,6.72,2.24,5.14,3.52,19.95,15.25,18.75,20.85,11949.3,16571.52,11854.21333,0.0,0.0,0.21,0.19
2007-06-07,8.0,0.2,4.4,0.0,3.4,3.0,6.0,39.6,8.0,4.4,14.73,6.73,2.16,5.17,3.57,20.45,14.2,18.75,21.7,11949.3,16571.52,11854.21333,0.0,0.0,0.22,0.2
2007-06-08,7.2,0.0,0.0,0.4,8.0,4.0,15.2,14.6,0.0,5.2,14.73,6.72,2.06,5.2,3.46,18.3,16.95,19.25,20.85,11949.3,16571.52,11854.21333,0.0,0.0,0.25,0.2
2007-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.73,6.74,2.29,5.26,3.47,20.95,18.0,21.1,22.7,11949.3,16571.52,11854.21333,0.0,0.0,0.24,0.2
2007-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,14.72,6.71,2.17,5.28,3.55,23.6,18.4,21.2,23.55,11351.835,15742.944,11261.50267,0.0,0.0,0.23,0.2
2007-06-11,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,12.0,14.71,6.67,2.23,5.3,3.49,22.3,16.35,20.65,23.1,11949.3,16571.52,11854.21333,0.0,0.0,0.23,0.2
2007-06-12,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,14.69,6.71,2.14,5.33,3.55,21.35,16.2,20.4,22.6,11949.3,16571.52,11854.21333,0.0,0.0,0.22,0.19
2007-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.69,6.71,2.16,5.36,3.49,21.65,16.65,20.3,22.45,11949.3,16571.52,11854.21333,0.0,0.0,0.23,0.2
2007-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.7,6.73,2.23,5.4,3.49,20.4,18.1,21.5,23.6,11949.3,16571.52,11854.21333,0.0,0.0,0.21,0.19
2007-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,14.69,6.76,2.23,5.43,3.52,23.55,17.7,21.7,23.4,11949.3,16571.52,11854.21333,0.0,0.0,0.21,0.19
2007-06-16,3.8,0.0,0.6,1.0,1.4,0.0,0.6,1.2,0.2,0.6,14.7,6.77,2.01,5.46,3.56,23.1,15.45,19.8,22.95,11949.3,16571.52,11854.21333,0.0,0.0,0.2,0.19
2007-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,14.71,6.74,2.29,5.49,3.49,22.25,16.9,21.5,24.15,11351.835,15742.944,11261.50267,0.0,0.0,0.2,0.18
2007-06-18,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.73,6.72,2.07,5.51,3.5,22.75,18.15,22.25,24.1,11949.3,16571.52,11854.21333,0.0,0.0,0.2,0.18
2007-06-19,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,14.72,6.77,2.14,5.58,3.54,23.45,22.95,26.05,26.9,11949.3,16571.52,11854.21333,0.0,0.0,0.19,0.18
2007-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,14.73,6.86,2.17,5.62,3.6,26.0,22.95,25.6,26.9,11949.3,16571.52,11854.21333,0.0,0.0,0.19,0.18
2007-06-21,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,14.75,6.85,2.38,5.91,3.69,25.0,18.6,22.1,24.75,11949.3,16571.52,11854.21333,0.0,0.0,0.18,0.18
2007-06-22,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,14.76,6.87,2.55,6.39,4.01,23.3,17.4,21.3,23.75,11949.3,16571.52,11854.21333,0.0,0.0,0.17,0.17
2007-06-23,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,14.77,6.85,2.54,6.81,3.98,22.7,16.15,19.6,22.3,11949.3,16571.52,11854.21333,0.0,0.0,0.16,0.17
2007-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.79,6.82,2.42,6.61,4.09,19.4,19.05,22.15,22.65,11351.835,15742.944,11261.50267,0.0,0.0,0.16,0.17
2007-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.77,6.8,2.79,7.42,4.33,24.65,19.05,23.4,25.45,11949.3,16571.52,11854.21333,0.0,0.0,0.16,0.18
2007-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,0.0,0.0,14.75,6.84,2.18,6.58,3.98,26.85,14.25,19.75,22.35,11949.3,16571.52,11854.21333,0.0,0.0,0.16,0.18
2007-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.78,6.84,2.64,7.56,4.26,21.2,12.65,18.45,21.35,11949.3,16571.52,11854.21333,0.0,0.0,0.15,0.18
2007-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,14.81,6.83,2.27,5.9,3.2,18.05,14.75,18.85,21.2,11949.3,16571.52,11854.21333,0.0,0.0,0.16,0.18
2007-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,14.84,6.84,2.52,6.82,4.06,18.6,15.15,18.3,20.35,11949.3,16571.52,11854.21333,0.0,0.0,0.15,0.18
2007-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.85,6.83,2.54,7.45,4.12,20.5,16.3,20.3,22.35,11949.3,16571.52,11854.21333,0.0,0.0,0.15,0.19
2007-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.84,6.77,2.62,7.15,4.37,20.9,19.0,21.85,23.45,12150.1629,16482.20335,11622.814840000001,0.0,0.0,0.15,0.18
2007-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.84,6.73,2.77,7.68,4.36,22.75,17.55,21.55,23.15,12789.64516,17349.68774,12234.541940000001,0.0,0.0,0.15,0.19
2007-07-03,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,14.85,6.79,2.53,7.18,4.31,21.5,16.0,20.55,21.95,12789.64516,17349.68774,12234.541940000001,0.0,0.0,0.15,0.19
2007-07-04,2.4,0.2,0.0,0.0,15.0,5.2,9.4,2.0,11.2,4.8,14.82,6.79,2.33,6.52,4.07,23.5,14.05,19.4,20.95,12789.64516,17349.68774,12234.541940000001,0.0,0.0,0.15,0.2
2007-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,14.86,6.78,2.56,7.05,4.19,19.0,16.05,19.6,21.1,12789.64516,17349.68774,12234.541940000001,0.0,0.0,0.14,0.19
2007-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.89,6.81,2.72,8.01,4.27,19.6,16.7,19.65,21.25,12789.64516,17349.68774,12234.541940000001,0.0,0.0,0.14,0.18
2007-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,6.82,2.77,7.95,4.23,20.35,18.35,20.65,22.0,12789.64516,17349.68774,12234.541940000001,0.0,0.0,0.14,0.19
2007-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.9,6.76,2.71,7.55,4.24,22.25,19.1,22.8,24.0,12150.1629,16482.20335,11622.814840000001,0.0,0.0,0.15,0.19
2007-07-09,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,14.87,6.72,3.17,7.61,4.22,23.65,18.3,22.05,24.05,12789.64516,17349.68774,12234.541940000001,0.0,0.0,0.14,0.19
2007-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,14.85,6.78,2.88,7.78,4.21,24.65,14.3,18.95,22.0,12789.64516,17349.68774,12234.541940000001,0.0,0.0,0.14,0.17
2007-07-11,0.0,0.0,0.0,0.0,0.4,0.0,0.0,12.8,0.0,0.0,14.88,6.78,2.77,7.64,4.3,19.7,14.85,18.5,20.3,12789.64516,17349.68774,12234.541940000001,0.0,0.0,0.14,0.01
2007-07-12,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.91,6.77,2.48,7.52,4.28,18.5,16.6,19.3,21.0,12789.64516,17349.68774,12234.541940000001,0.0,0.0,0.14,0.19
2007-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.94,6.79,3.17,8.03,4.23,19.85,18.15,20.0,21.4,12789.64516,17349.68774,12234.541940000001,0.0,0.0,0.12,0.05
2007-07-14,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,14.95,6.79,2.88,7.92,4.22,21.0,20.65,22.2,23.55,12789.64516,17349.68774,12234.541940000001,0.0,0.0,0.12,0.05
2007-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.94,6.73,2.89,7.69,4.16,22.7,23.9,24.85,25.9,12150.1629,16482.20335,11622.814840000001,0.0,0.0,0.12,0.04
2007-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.93,6.74,3.16,8.23,4.25,25.3,24.35,26.1,27.0,12789.64516,17349.68774,12234.541940000001,0.0,0.0,0.12,0.04
2007-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.93,6.81,2.99,8.15,4.16,26.05,23.25,25.45,26.45,12789.64516,17349.68774,12234.541940000001,0.0,0.0,0.11,0.05
2007-07-18,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,14.92,6.84,3.2,8.16,4.25,25.6,25.0,26.5,27.3,12789.64516,17349.68774,12234.541940000001,0.0,0.0,0.11,0.04
2007-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.92,6.86,2.93,7.66,4.25,25.7,24.85,26.05,26.8,12789.64516,17349.68774,12234.541940000001,0.0,0.0,0.11,0.02
2007-07-20,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,14.92,6.88,2.99,7.63,4.22,26.25,23.4,25.35,26.25,12789.64516,17349.68774,12234.541940000001,0.0,0.0,0.12,0.26
2007-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.93,6.89,3.01,7.95,4.12,25.55,21.85,24.4,25.45,12789.64516,17349.68774,12234.541940000001,0.0,0.0,0.12,0.05
2007-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.93,6.83,2.94,7.63,4.21,24.95,19.1,23.3,25.05,12150.1629,16482.20335,11622.814840000001,0.0,0.0,0.11,0.04
2007-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.91,6.79,3.14,8.46,4.18,23.45,21.2,24.3,25.5,12789.64516,17349.68774,12234.541940000001,0.0,0.0,0.12,0.08
2007-07-24,1.2,0.0,0.0,0.0,1.4,0.6,0.0,0.0,1.0,0.4,14.91,6.85,3.19,8.13,4.16,26.45,17.9,22.3,24.95,12789.64516,17349.68774,12234.541940000001,0.0,0.0,0.12,0.08
2007-07-25,1.2,0.6,0.0,0.0,0.6,0.0,0.6,0.0,0.0,1.0,14.94,6.86,2.94,7.78,4.08,22.95,19.2,22.85,24.45,12789.64516,17349.68774,12234.541940000001,0.0,0.0,0.11,0.05
2007-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.96,6.85,2.92,7.65,4.17,24.25,21.7,24.45,26.4,12789.64516,17349.68774,12234.541940000001,0.0,0.0,0.11,0.04
2007-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.98,6.86,2.89,7.74,4.1,25.95,20.55,22.85,25.6,12789.64516,17349.68774,12234.541940000001,0.0,0.0,0.11,0.04
