,Rainfall_Castel_del_Piano,Rainfall_Abbadia_S_Salvatore,Rainfall_S_Fiora,Rainfall_Laghetto_Verde,Rainfall_Vetta_Amiata,Depth_to_Groundwater_S_Fiora_8,Depth_to_Groundwater_S_Fiora_11bis,Depth_to_Groundwater_David_Lazzaretti,Temperature_Abbadia_S_Salvatore,Temperature_S_Fiora,Temperature_Laghetto_Verde,Flow_Rate_Bugnano,Flow_Rate_Arbure,Flow_Rate_Ermicciolo,Flow_Rate_Galleria_Alta
2015-02-04,4.8,13.0,14.4,20.0,2.2,36.57,50.51,293.26,0.0,2.05,1.3,0.365,3.001194581,6.469258242,26.08955357
2015-02-05,31.4,44.0,39.0,47.2,25.8,36.55,50.5,293.27,3.65,3.2,1.4,0.353402706,3.001194581,6.469258242,26.08955357
2015-02-06,18.0,25.3,15.4,16.4,23.4,36.53,50.48,293.26,1.95,0.5,0.1,0.354172737,3.001194581,6.469258242,26.08955357
2015-02-07,7.2,10.5,11.0,5.0,13.6,36.53,50.49,293.17,2.45,0.4,-1.6,0.357609195,3.001194581,6.469258242,26.08955357
2015-02-08,0.4,1.4,4.2,2.4,0.0,36.54,50.49,293.21,2.15,0.25,-0.3,0.354635,3.001194581,6.14579533,24.78507589
2015-02-09,0.4,2.2,1.4,0.8,3.8,36.55,50.5,293.17,2.6,-1.4,-1.65,0.354172737,3.001194581,6.469258242,26.08955357
2015-02-10,0.0,0.0,0.0,0.0,0.4,36.56,50.5,293.15,6.5,5.8,5.3,0.365,3.042149425,6.469258242,26.08955357
2015-02-11,0.0,1.6,6.6,0.0,9.0,36.56,50.51,293.16,4.6,6.75,4.85,0.357609195,3.042149425,6.469258242,26.08955357
2015-02-12,0.0,0.0,0.4,0.0,0.0,36.57,50.51,293.2,7.1,5.6,5.3,0.35864724200000003,3.042149425,6.469258242,26.08955357
2015-02-13,0.0,0.0,2.8,0.0,0.0,36.58,50.52,293.23,4.5,4.45,2.65,0.357609195,3.042149425,6.469258242,26.08955357
2015-02-14,5.8,6.8,5.6,0.0,3.6,36.59,50.53,293.3,4.5,4.25,3.0,0.357609195,3.042149425,6.469258242,26.08955357
2015-02-15,6.6,12.8,0.4,9.4,8.0,36.59,50.53,293.35,3.1,4.85,3.1,0.357609195,3.001194581,6.14579533,24.78507589
2015-02-16,1.0,5.8,3.4,6.2,8.8,36.59,50.53,293.35,4.45,6.1,3.8,0.357609195,3.001194581,6.469258242,26.08955357
2015-02-17,0.2,0.0,30.6,0.8,5.6,36.6,50.54,293.3,6.85,6.45,4.15,0.357609195,3.042149425,6.469258242,26.08955357
2015-02-18,0.2,1.6,1.4,0.0,0.0,36.61,50.55,293.28,5.05,4.2,2.55,0.357609195,3.042149425,6.469258242,26.08955357
2015-02-19,0.0,0.0,2.4,0.0,0.0,36.63,50.56,293.29,3.2,2.05,1.9,0.357609195,3.042149425,6.469258242,26.08955357
2015-02-20,0.0,1.4,0.6,0.0,0.0,36.63,50.56,293.36,2.1,2.8,2.5,0.365,3.042149425,6.469258242,26.08955357
2015-02-21,1.4,5.6,2.6,4.0,1.8,36.62,50.55,293.48,3.85,3.45,1.85,0.36022892799999995,3.001194581,6.469258242,26.08955357
2015-02-22,20.0,17.1,19.4,18.0,25.8,36.61,50.54,293.58,5.5,6.0,4.7,0.365,3.042149425,6.14579533,24.78507589
2015-02-23,1.2,3.6,3.8,1.6,7.0,36.61,50.54,293.53,5.0,4.55,4.65,0.357609195,3.042149425,6.469258242,26.08955357
2015-02-24,0.0,0.0,0.0,0.0,0.2,36.6,50.54,293.55,6.9,7.1,5.15,0.365,3.042149425,6.469258242,26.08955357
2015-02-25,12.0,13.4,2.0,17.0,14.8,36.6,50.54,293.53,3.7,4.5,2.6,0.357609195,3.001194581,6.469258242,26.08955357
2015-02-26,0.0,1.0,2.0,0.0,1.4,36.61,50.54,293.47,4.85,5.4,2.65,0.357609195,3.042149425,6.469258242,26.08955357
2015-02-27,0.0,0.0,1.0,0.0,0.4,36.61,50.54,293.48,5.8,4.15,4.1,0.357609195,3.042149425,6.469258242,26.08955357
2015-02-28,0.0,0.0,0.0,0.0,0.0,36.62,50.55,293.46,5.6,4.25,3.65,0.35864724200000003,3.042149425,6.469258242,26.08955357
2015-03-01,0.0,0.0,0.0,0.0,0.0,36.62,50.55,293.45,5.05,4.05,3.45,0.345559524,2.9118002080000003,5.514932882,22.43329605
2015-03-02,0.0,5.0,4.2,10.0,1.2,36.62,50.55,293.48,8.35,8.45,7.4,0.348571429,2.9585493460000003,5.805192507999999,23.61399584
2015-03-03,0.0,0.6,4.6,2.4,0.2,36.63,50.56,293.46,8.45,9.05,7.75,0.35077003100000004,2.9585493460000003,5.805192507999999,23.61399584
2015-03-04,0.0,0.0,0.0,0.0,0.0,36.63,50.56,293.48,6.75,6.3,5.35,0.353974654,2.9585493460000003,5.805192507999999,23.61399584
2015-03-05,31.6,45.6,34.2,38.0,15.8,36.61,50.55,293.58,2.2,2.65,1.6,0.346097815,2.921933333,5.805192507999999,23.61399584
2015-03-06,2.6,2.0,3.0,0.0,0.0,36.62,50.55,293.5,0.0,1.65,0.35,0.345559524,2.921933333,5.805192507999999,23.61399584
2015-03-07,0.2,0.0,1.4,0.0,0.0,36.62,50.55,293.49,2.9,2.85,1.5,0.34071488,2.890041954,5.805192507999999,23.61399584
2015-03-08,0.0,0.8,0.4,0.0,1.6,36.62,50.55,293.52,4.05,3.0,2.5,0.34752055600000004,2.9252534110000004,5.514932882,22.43329605
2015-03-09,0.0,0.0,5.2,0.0,0.0,36.62,50.55,293.53,4.5,3.85,3.2,0.35077003100000004,2.9585493460000003,5.805192507999999,23.61399584
2015-03-10,0.0,0.0,0.0,0.0,0.2,36.62,50.55,293.52,4.45,4.05,3.7,0.34071488,2.9252534110000004,5.805192507999999,23.61399584
2015-03-11,0.0,0.0,0.0,0.0,0.0,36.62,50.55,293.55,7.5,6.45,6.3,0.353974654,2.9585493460000003,5.805192507999999,23.61399584
2015-03-12,0.0,0.0,0.0,0.0,0.0,36.63,50.55,293.58,4.5,3.5,3.2,0.35077003100000004,2.9585493460000003,5.805192507999999,23.61399584
2015-03-13,0.0,0.0,0.0,0.0,0.0,36.63,50.55,293.59,5.15,3.6,3.95,0.35077003100000004,2.9585493460000003,5.805192507999999,23.61399584
2015-03-14,0.0,0.0,0.4,0.0,0.0,36.63,50.56,293.58,5.35,4.7,4.0,0.35077003100000004,2.9585493460000003,5.805192507999999,23.61399584
2015-03-15,0.0,0.0,0.0,0.0,0.0,36.63,50.56,293.58,4.8,5.2,3.0,0.346097815,2.9118002080000003,5.514932882,22.43329605
2015-03-16,33.2,49.1,37.6,59.4,29.2,36.61,50.54,293.56,4.45,5.65,4.2,0.348571429,2.9585493460000003,5.805192507999999,23.61399584
2015-03-17,31.6,44.2,37.6,53.6,61.8,36.59,50.53,293.57,7.7,7.9,5.55,0.34687825200000005,2.9585493460000003,5.805192507999999,23.61399584
2015-03-18,0.0,2.2,1.4,1.6,7.8,36.58,50.52,293.58,5.9,6.7,6.05,0.34071488,2.923354839,5.805192507999999,23.61399584
2015-03-19,0.0,0.0,3.2,0.0,0.0,36.58,50.52,293.59,8.5,7.4,6.7,0.35077003100000004,2.9585493460000003,5.805192507999999,23.61399584
2015-03-20,0.0,0.0,0.4,0.0,0.0,36.58,50.52,293.59,6.05,6.25,6.25,0.35077003100000004,2.9585493460000003,5.805192507999999,23.61399584
2015-03-21,0.0,0.0,0.0,0.0,0.0,36.58,50.52,293.62,7.6,5.9,5.6,0.354172737,2.9585493460000003,5.805192507999999,23.61399584
2015-03-22,0.0,0.0,0.2,1.2,1.8,36.58,50.51,293.66,5.15,5.95,4.05,0.342217482,2.9118002080000003,5.514932882,22.43329605
2015-03-23,0.0,0.0,0.8,0.0,0.2,36.58,50.52,293.62,8.45,7.9,7.6,0.353402706,2.960901235,5.805192507999999,23.61399584
2015-03-24,0.2,2.4,0.2,2.4,2.2,36.58,50.51,293.62,10.4,9.5,8.7,0.353974654,2.960901235,5.805192507999999,23.61399584
2015-03-25,7.2,17.0,15.8,14.2,13.0,36.56,50.5,293.71,7.95,8.55,6.7,0.345559524,2.9585493460000003,5.805192507999999,23.61399584
2015-03-26,28.6,54.3,45.4,66.2,62.2,36.54,50.48,293.61,9.8,9.3,8.55,0.35077003100000004,2.9585493460000003,5.805192507999999,23.61399584
2015-03-27,0.2,2.0,3.0,2.6,1.8,36.52,50.47,293.56,5.8,7.0,6.35,0.34752055600000004,2.941488889,5.805192507999999,23.61399584
2015-03-28,15.4,18.8,10.4,8.2,7.0,36.52,50.47,293.49,8.4,8.1,6.5,0.346097815,2.9585493460000003,5.805192507999999,23.61399584
2015-03-29,0.0,0.0,0.4,0.0,0.0,36.53,50.47,293.46,10.25,9.75,8.4,0.34256666700000005,2.9175714289999997,5.514932882,22.43329605
2015-03-30,0.0,0.0,0.4,0.0,0.0,36.53,50.47,293.47,10.8,10.95,10.0,0.345559524,2.941488889,5.805192507999999,23.61399584
2015-03-31,0.0,0.0,0.0,0.0,0.0,36.53,50.48,293.41,10.6,12.2,11.6,0.35229032299999996,2.9585493460000003,5.805192507999999,23.61399584
2015-04-01,0.0,0.0,0.6,0.0,0.0,36.54,50.48,293.37,10.65,10.0,9.75,0.36022892799999995,3.042149425,6.268588889,24.46752222
2015-04-02,0.0,0.0,0.4,0.0,0.0,36.54,50.48,293.31,10.2,8.15,8.3,0.35864724200000003,3.042149425,6.268588889,24.46752222
2015-04-03,0.0,0.0,0.8,0.0,0.0,36.54,50.48,293.28,7.6,7.4,6.85,0.35864724200000003,3.042149425,6.268588889,24.46752222
2015-04-04,0.0,0.0,0.8,0.0,0.0,36.54,50.48,293.3,6.9,6.8,5.65,0.354635,3.001194581,6.268588889,24.46752222
2015-04-05,16.8,31.1,26.2,31.0,18.6,36.53,50.47,293.31,2.6,3.55,2.25,0.353974654,2.941488889,5.9551594439999995,23.24414611
2015-04-06,0.8,1.4,2.2,0.6,2.0,36.54,50.48,293.18,2.85,2.15,2.45,0.357609195,3.042149425,6.268588889,24.46752222
2015-04-07,0.0,0.0,0.0,0.0,0.2,36.55,50.49,293.07,1.55,2.15,1.5,0.357609195,3.042149425,6.268588889,24.46752222
2015-04-08,0.0,0.0,0.2,0.2,0.2,36.56,50.49,293.02,5.8,6.5,5.75,0.365,3.042149425,6.268588889,24.46752222
2015-04-09,0.0,0.0,0.2,0.0,0.0,36.56,50.5,292.99,8.9,8.0,7.15,0.36022892799999995,3.042149425,6.268588889,24.46752222
2015-04-10,0.0,0.0,0.8,0.0,0.0,36.56,50.5,292.97,11.1,9.0,8.3,0.36022892799999995,3.042149425,6.268588889,24.46752222
2015-04-11,0.0,0.0,1.2,0.0,0.0,36.56,50.5,292.96,8.45,6.25,6.95,0.36022892799999995,3.042149425,6.268588889,24.46752222
2015-04-12,0.0,0.0,0.4,0.0,0.0,36.57,50.5,292.93,10.1,9.6,8.9,0.354172737,2.9585493460000003,5.9551594439999995,23.24414611
2015-04-13,0.0,0.2,1.8,0.0,0.0,36.57,50.5,292.89,12.45,10.9,10.95,0.359941929,3.042149425,6.268588889,24.46752222
2015-04-14,0.0,0.0,0.2,0.0,0.0,36.57,50.5,292.88,15.4,13.0,13.45,0.359876543,3.042149425,6.268588889,24.46752222
2015-04-15,0.0,0.0,1.2,0.0,0.0,36.57,50.5,292.87,14.95,12.95,12.85,0.359941929,3.042149425,6.268588889,24.46752222
2015-04-16,0.0,0.0,1.2,0.0,0.0,36.56,50.5,292.86,14.4,11.1,12.1,0.359941929,3.042149425,6.268588889,24.46752222
2015-04-17,0.0,0.4,0.0,0.6,0.4,36.56,50.49,292.86,12.25,11.1,10.5,0.36022892799999995,3.042149425,6.268588889,24.46752222
2015-04-18,0.0,0.0,2.2,0.2,0.4,36.56,50.49,292.85,11.6,11.55,10.6,0.359941929,3.042149425,6.268588889,24.46752222
2015-04-19,0.0,0.2,0.0,0.0,0.0,36.56,50.49,292.79,8.35,9.65,7.95,0.354172737,2.9585493460000003,5.9551594439999995,23.24414611
2015-04-20,0.0,0.0,0.4,0.0,0.0,36.56,50.49,292.73,9.9,9.15,9.1,0.359876543,3.042149425,6.268588889,24.46752222
2015-04-21,0.0,0.0,0.2,0.0,0.0,36.56,50.49,292.65,13.05,12.2,11.8,0.359876543,3.042149425,6.268588889,24.46752222
2015-04-22,0.0,0.0,0.8,0.0,0.0,36.56,50.49,292.59,14.8,12.9,13.1,0.359941929,3.001194581,6.268588889,24.46752222
2015-04-23,0.0,0.0,0.4,0.0,0.0,36.56,50.49,292.6,12.2,10.9,10.8,0.359876543,3.042149425,6.268588889,24.46752222
2015-04-24,0.0,0.0,0.8,0.0,0.0,36.56,50.49,292.58,12.05,12.4,10.7,0.359876543,3.042149425,6.268588889,24.46752222
2015-04-25,0.0,0.0,0.2,0.0,0.0,36.56,50.49,292.51,12.1,11.4,10.1,0.359876543,3.042149425,6.268588889,24.46752222
2015-04-26,0.0,0.0,0.0,0.0,0.0,36.55,50.48,292.49,14.6,11.9,11.6,0.354172737,2.9585493460000003,5.9551594439999995,23.24414611
2015-04-27,1.2,0.6,11.6,1.4,2.0,36.55,50.48,292.5,10.0,9.1,8.75,0.36164412100000004,3.042149425,6.268588889,24.46752222
2015-04-28,27.0,36.0,54.2,43.2,41.4,36.54,50.47,292.47,9.6,10.15,9.65,0.353402706,3.001194581,6.268588889,24.46752222
2015-04-29,0.8,1.2,2.0,1.4,3.6,36.55,50.48,292.33,11.75,10.6,10.15,0.357609195,3.042149425,6.268588889,24.46752222
2015-04-30,7.0,4.2,4.8,3.4,7.0,36.55,50.48,292.26,10.75,9.75,9.6,0.35864724200000003,3.042149425,6.268588889,24.46752222
2015-05-01,0.0,0.0,0.0,0.0,0.0,36.55,50.48,292.23,10.25,8.9,8.9,0.354172737,2.9585493460000003,6.238022892999999,23.52961498
2015-05-02,0.2,0.4,0.0,0.4,0.8,36.55,50.48,292.22,13.6,14.45,13.45,0.357609195,2.960901235,6.238022892999999,23.52961498
2015-05-03,0.0,0.0,0.8,0.0,0.0,36.55,50.48,292.17,14.5,13.45,13.7,0.35120595200000004,2.941488889,5.926121748,22.35313424
2015-05-04,0.0,0.0,0.0,0.0,0.0,36.55,50.48,292.12,17.85,16.35,18.3,0.35864724200000003,2.9585493460000003,6.238022892999999,23.52961498
2015-05-05,0.0,0.0,0.0,0.0,0.0,36.55,50.48,292.1,20.7,18.8,19.3,0.36022892799999995,2.9585493460000003,6.238022892999999,23.52961498
2015-05-06,0.0,0.0,0.8,0.0,0.0,36.55,50.48,292.05,20.4,19.45,18.95,0.35864724200000003,2.960901235,6.238022892999999,23.52961498
2015-05-07,0.0,0.0,0.2,0.0,0.0,36.55,50.48,292.01,18.4,15.95,16.05,0.36022892799999995,2.960901235,6.238022892999999,23.52961498
2015-05-08,0.0,0.0,0.0,0.0,0.0,36.55,50.48,291.98,16.6,14.45,14.3,0.354635,2.941488889,6.238022892999999,23.52961498
2015-05-09,0.0,0.0,0.8,0.0,0.0,36.55,50.48,291.95,16.0,15.35,14.75,0.357609195,2.9585493460000003,6.238022892999999,23.52961498
2015-05-10,0.0,0.0,0.0,0.0,0.0,36.55,50.48,291.88,16.8,15.45,15.45,0.35077003100000004,2.941488889,5.926121748,22.35313424
2015-05-11,0.0,0.0,0.2,0.0,0.0,36.56,50.49,291.83,17.35,15.25,15.45,0.357609195,2.960901235,6.238022892999999,23.52961498
2015-05-12,0.0,0.0,0.2,0.0,0.0,36.55,50.49,291.8,18.2,16.75,16.55,0.357609195,2.960901235,6.238022892999999,23.52961498
2015-05-13,0.0,0.0,0.0,0.0,0.0,36.55,50.48,291.79,17.9,15.95,16.3,0.354635,2.941488889,6.238022892999999,23.52961498
2015-05-14,0.0,0.0,0.0,0.0,0.0,36.56,50.47,291.87,17.65,14.25,15.75,0.35120595200000004,2.9585493460000003,6.238022892999999,23.52961498
2015-05-15,0.0,0.0,0.4,0.0,0.0,36.56,50.47,291.94,14.6,12.85,13.0,0.35120595200000004,2.941488889,6.238022892999999,23.52961498
2015-05-16,0.2,0.0,0.0,0.2,0.2,36.56,50.47,291.86,12.85,10.35,10.7,0.35120595200000004,2.9585493460000003,6.238022892999999,23.52961498
2015-05-17,0.2,0.0,1.4,0.0,0.6,36.56,50.47,291.81,17.9,17.55,16.95,0.34056666700000005,2.923354839,5.926121748,22.35313424
2015-05-18,0.0,0.0,0.6,0.0,0.0,36.56,50.47,291.79,19.65,17.1,17.9,0.353974654,2.941488889,6.238022892999999,23.52961498
2015-05-19,0.0,0.0,0.0,0.0,0.0,36.55,50.46,291.79,17.9,16.95,16.25,0.35120595200000004,2.941488889,6.238022892999999,23.52961498
2015-05-20,0.0,0.0,0.0,0.0,0.0,36.55,50.46,291.75,14.05,13.3,12.55,0.353402706,2.941488889,6.238022892999999,23.52961498
2015-05-21,0.0,0.0,5.2,0.0,0.2,36.55,50.46,291.72,11.45,10.9,9.7,0.34071488,2.941488889,6.238022892999999,23.52961498
2015-05-22,0.0,0.0,0.0,0.0,0.0,36.52,50.46,291.7,7.4,6.3,6.1,0.35229032299999996,2.9585493460000003,6.238022892999999,23.52961498
2015-05-23,17.6,21.6,24.8,22.2,27.4,36.55,50.45,291.67,9.4,9.05,9.05,0.348571429,2.941488889,6.238022892999999,23.52961498
2015-05-24,12.4,15.9,8.4,14.0,14.4,36.58,50.45,291.62,11.0,10.5,10.4,0.33573257,2.9252534110000004,5.926121748,22.35313424
2015-05-25,0.0,0.4,0.4,1.6,1.8,36.56,50.45,291.58,13.6,12.5,11.5,0.35229032299999996,2.9585493460000003,6.238022892999999,23.52961498
2015-05-26,0.0,0.0,0.2,0.0,0.0,36.49,50.45,291.61,11.9,11.5,10.65,0.346097815,2.9585493460000003,6.238022892999999,23.52961498
2015-05-27,6.4,9.2,4.6,6.2,0.8,36.56,50.45,291.64,11.6,11.2,10.55,0.35229032299999996,2.941488889,6.238022892999999,23.52961498
2015-05-28,0.0,0.0,0.0,0.0,0.0,36.56,50.46,291.57,12.65,11.7,12.0,0.35229032299999996,2.941488889,6.238022892999999,23.52961498
2015-05-29,0.0,0.0,1.0,0.0,0.0,36.51,50.45,291.55,16.3,14.0,13.75,0.353402706,2.9585493460000003,6.238022892999999,23.52961498
2015-05-30,0.0,0.0,0.0,0.0,0.0,36.55,50.45,291.52,15.0,13.35,13.2,0.35077003100000004,2.941488889,6.238022892999999,23.52961498
2015-05-31,0.0,0.0,0.8,0.0,0.0,36.59,50.45,291.48,16.45,14.35,14.3,0.34056666700000005,2.923354839,5.926121748,22.35313424
2015-06-01,0.0,0.2,0.2,5.0,0.0,36.56,50.45,291.44,17.9,15.85,15.35,0.348532778,3.001194581,5.777072414,24.54917778
2015-06-02,0.0,0.0,6.6,2.0,8.8,36.54,50.45,291.41,17.65,16.25,16.3,0.348532778,3.001194581,5.777072414,24.54917778
2015-06-03,0.0,0.0,0.0,0.0,0.0,36.54,50.45,291.38,19.2,16.7,16.65,0.348571429,3.001194581,5.777072414,24.54917778
2015-06-04,0.0,0.0,0.6,0.0,0.0,36.54,50.45,291.36,20.55,20.0,19.45,0.353402706,3.001194581,5.777072414,24.54917778
2015-06-05,0.0,0.0,0.0,0.0,0.0,36.54,50.45,291.36,22.0,19.65,19.75,0.35077003100000004,3.001194581,5.777072414,24.54917778
2015-06-06,0.0,0.0,0.0,0.0,0.0,36.54,50.45,291.33,22.65,20.15,20.0,0.353402706,3.001194581,5.777072414,24.54917778
2015-06-07,0.0,0.0,0.0,0.0,0.0,36.54,50.44,291.32,20.7,19.75,19.55,0.34056666700000005,2.895993757,5.488218793,23.32171889
2015-06-08,1.0,1.8,6.2,2.0,7.2,36.53,50.44,291.33,19.85,20.0,18.75,0.345559524,3.001194581,5.777072414,24.54917778
2015-06-09,2.4,0.4,5.8,0.8,17.0,36.52,50.43,291.33,18.9,16.45,16.45,0.348532778,3.001194581,5.777072414,24.54917778
2015-06-10,14.0,1.0,13.0,8.0,16.8,36.52,50.43,291.3,19.8,18.25,17.7,0.348532778,3.001194581,5.777072414,24.54917778
2015-06-11,0.0,0.0,4.4,0.2,7.6,36.52,50.43,291.28,20.8,18.25,18.2,0.348532778,3.001194581,5.777072414,24.54917778
2015-06-12,0.0,0.0,0.2,0.0,0.4,36.52,50.43,291.26,20.95,18.0,17.35,0.348571429,3.001194581,5.777072414,24.54917778
2015-06-13,0.0,0.0,0.0,0.0,0.2,36.52,50.43,291.25,20.5,18.15,17.9,0.35229032299999996,3.001194581,5.777072414,24.54917778
2015-06-14,0.0,0.0,0.0,0.2,0.4,36.51,50.43,291.26,17.95,17.55,16.65,0.33889578200000003,2.921933333,5.488218793,23.32171889
2015-06-15,1.0,6.5,6.8,7.4,8.8,36.51,50.43,291.23,17.25,15.7,14.75,0.345559524,2.960901235,5.777072414,24.54917778
2015-06-16,0.0,3.9,3.0,6.4,4.2,36.51,50.42,291.2,17.55,16.25,15.1,0.348571429,3.001194581,5.777072414,24.54917778
2015-06-17,2.4,12.0,7.8,8.0,10.6,36.51,50.42,291.2,15.25,15.65,14.8,0.348532778,3.001194581,5.777072414,24.54917778
2015-06-18,3.2,7.1,5.8,6.2,3.2,36.51,50.42,291.2,15.6,15.15,15.15,0.348532778,3.001194581,5.777072414,24.54917778
2015-06-19,0.0,0.2,0.0,0.0,0.0,36.51,50.42,291.19,19.3,17.5,16.15,0.348571429,3.001194581,5.777072414,24.54917778
2015-06-20,0.0,0.0,0.6,0.0,0.0,36.5,50.42,291.17,16.65,15.4,15.15,0.348571429,3.001194581,5.777072414,24.54917778
2015-06-21,7.0,8.0,17.0,7.8,4.2,36.51,50.42,291.12,15.6,15.0,14.4,0.338419355,2.9175714289999997,5.488218793,23.32171889
2015-06-22,0.0,0.0,0.0,0.2,0.0,36.51,50.42,291.09,18.15,15.8,15.4,0.348571429,3.001194581,5.777072414,24.54917778
