,Rainfall_Terni,Flow_Rate_Lupa
2009-06-14,3.062,147.58
2009-06-15,3.062,146.84
2009-06-16,3.062,145.97
2009-06-17,3.062,145.3
2009-06-18,3.062,144.49
2009-06-19,3.062,143.63
2009-06-20,3.062,142.61
2009-06-21,3.062,141.92
2009-06-22,3.062,141.6
2009-06-23,3.062,140.56
2009-06-24,3.062,140.06
2009-06-25,3.062,139.6
2009-06-26,3.062,138.93
2009-06-27,3.062,138.09
2009-06-28,3.062,137.4
2009-06-29,3.062,136.73
2009-06-30,3.062,135.97
2009-07-01,1.276,134.99
2009-07-02,1.276,134.52
2009-07-03,1.276,134.31
2009-07-04,1.276,133.7
2009-07-05,1.276,133.56
2009-07-06,1.276,134.17
2009-07-07,1.276,133.88
2009-07-08,1.276,133.62
2009-07-09,1.276,132.81
2009-07-10,1.276,132.12
2009-07-11,1.276,131.21
2009-07-12,1.276,130.35
2009-07-13,1.276,129.62
2009-07-14,1.276,128.9
2009-07-15,1.276,128.23
2009-07-16,1.276,127.51
2009-07-17,1.276,126.75
2009-07-18,1.276,125.65
2009-07-19,1.276,124.86
2009-07-20,1.276,124.47
2009-07-21,1.276,123.8
2009-07-22,1.276,123.12
2009-07-23,1.276,122.42
2009-07-24,1.276,121.83
2009-07-25,1.276,121.13
2009-07-26,1.276,120.47
2009-07-27,1.276,119.98
2009-07-28,1.276,119.35
2009-07-29,1.276,118.77
2009-07-30,1.276,118.39
2009-07-31,1.276,117.86
2009-08-01,0.95,117.19
2009-08-02,0.95,116.51
2009-08-03,0.95,116.11
2009-08-04,0.95,115.68
2009-08-05,0.95,115.22
2009-08-06,0.95,114.8
2009-08-07,0.95,114.36
2009-08-08,0.95,113.77
2009-08-09,0.95,112.92
2009-08-10,0.95,112.36
2009-08-11,0.95,111.77
2009-08-12,0.95,111.25
2009-08-13,0.95,110.64
2009-08-14,0.95,110.1
2009-08-15,0.95,109.46
2009-08-16,0.95,108.71
2009-08-17,0.95,107.88
2009-08-18,0.95,107.23
2009-08-19,0.95,106.7
2009-08-20,0.95,106.23
2009-08-21,0.95,105.56
2009-08-22,0.95,104.88
2009-08-23,0.95,104.0
2009-08-24,0.95,103.4
2009-08-25,0.95,102.87
2009-08-26,0.95,114.36
2009-08-27,0.95,101.85
2009-08-28,0.95,101.28
2009-08-29,0.95,100.72
2009-08-30,0.95,100.16
2009-08-31,0.95,99.62
2009-09-01,3.57,99.14
2009-09-02,3.57,98.7
2009-09-03,3.57,98.18
2009-09-04,3.57,97.78
2009-09-05,3.57,97.08
2009-09-06,3.57,96.35
2009-09-07,3.57,96.17
2009-09-08,3.57,95.81
2009-09-09,3.57,95.43
2009-09-10,3.57,95.1
2009-09-11,3.57,94.68
2009-09-12,3.57,94.12
2009-09-13,3.57,93.47
2009-09-14,3.57,93.25
2009-09-15,3.57,92.9
2009-09-16,3.57,92.81
2009-09-17,3.57,92.68
2009-09-18,3.57,92.27
2009-09-19,3.57,91.81
2009-09-20,3.57,91.25
2009-09-21,3.57,90.81
2009-09-22,3.57,90.66
2009-09-23,3.57,90.23
2009-09-24,3.57,89.8
2009-09-25,3.57,89.33
2009-09-26,3.57,88.59
2009-09-27,3.57,88.07
2009-09-28,3.57,87.86
2009-09-29,3.57,87.42
2009-09-30,3.57,86.99
2009-10-01,2.562,86.53
2009-10-02,2.562,86.12
2009-10-03,2.562,85.54
2009-10-04,2.562,85.02
2009-10-05,2.562,84.83
2009-10-06,2.562,84.47
2009-10-07,2.562,84.05
2009-10-08,2.562,83.63
2009-10-09,2.562,83.22
2009-10-10,2.562,82.13
2009-10-11,2.562,82.19
2009-10-12,2.562,81.5
2009-10-13,2.562,81.57
2009-10-14,2.562,81.43
2009-10-15,2.562,81.33
2009-10-16,2.562,81.25
2009-10-17,2.562,80.88
2009-10-18,2.562,80.42
2009-10-19,2.562,80.13
2009-10-20,2.562,79.83
2009-10-21,2.562,79.4
2009-10-22,2.562,78.43
2009-10-23,2.562,78.25
2009-10-24,2.562,78.02
2009-10-25,2.562,77.39
2009-10-26,2.562,77.02
2009-10-27,2.562,77.39
2009-10-28,2.562,77.02
2009-10-29,2.562,78.02
2009-10-30,2.562,78.02
2009-10-31,2.562,77.02
2009-11-01,4.0569999999999995,92.27
2009-11-02,4.0569999999999995,92.25
2009-11-03,4.0569999999999995,92.27
2009-11-04,4.0569999999999995,92.27
2009-11-05,4.0569999999999995,92.23
2009-11-06,4.0569999999999995,92.23
2009-11-07,4.0569999999999995,92.25
2009-11-08,4.0569999999999995,92.23
2009-11-09,4.0569999999999995,92.26
2009-11-10,4.0569999999999995,92.27
2009-11-11,4.0569999999999995,92.24
2009-11-12,4.0569999999999995,92.25
2009-11-13,4.0569999999999995,92.25
2009-11-14,4.0569999999999995,92.25
2009-11-15,4.0569999999999995,92.25
2009-11-16,4.0569999999999995,92.23
2009-11-17,4.0569999999999995,92.23
2009-11-18,4.0569999999999995,92.23
2009-11-19,4.0569999999999995,92.25
2009-11-20,4.0569999999999995,92.26
2009-11-21,4.0569999999999995,92.25
2009-11-22,4.0569999999999995,92.26
2009-11-23,4.0569999999999995,92.23
2009-11-24,4.0569999999999995,92.27
2009-11-25,4.0569999999999995,92.26
2009-11-26,4.0569999999999995,92.27
2009-11-27,4.0569999999999995,92.27
2009-11-28,4.0569999999999995,92.25
2009-11-29,4.0569999999999995,92.27
2009-11-30,4.0569999999999995,92.26
2009-12-01,5.308,77.64
2009-12-02,5.308,77.59
2009-12-03,5.308,77.66
2009-12-04,5.308,77.67
2009-12-05,5.308,77.64
2009-12-06,5.308,77.65
2009-12-07,5.308,77.59
2009-12-08,5.308,77.59
2009-12-09,5.308,77.67
2009-12-10,5.308,77.67
2009-12-11,5.308,77.59
2009-12-12,5.308,77.67
2009-12-13,5.308,77.65
2009-12-14,5.308,77.66
2009-12-15,5.308,77.65
2009-12-16,5.308,77.55
2009-12-17,5.308,77.56
2009-12-18,5.308,77.66
2009-12-19,5.308,77.65
2009-12-20,5.308,77.57
2009-12-21,5.308,77.58
2009-12-22,5.308,77.59
2009-12-23,5.308,77.6
2009-12-24,5.308,77.61
2009-12-25,5.308,77.62
2009-12-26,5.308,77.63
2009-12-27,5.308,77.64
2009-12-28,5.308,77.65
2009-12-29,5.308,77.66
2009-12-30,5.308,77.67
2009-12-31,5.308,77.68
2010-01-01,3.273,77.69
2010-01-02,3.273,77.7
2010-01-03,3.273,77.71
2010-01-04,3.273,77.72
2010-01-05,3.273,77.73
2010-01-06,3.273,77.74
2010-01-07,3.273,77.75
2010-01-08,3.273,77.76
2010-01-09,3.273,77.77
2010-01-10,3.273,77.78
2010-01-11,3.273,77.79
2010-01-12,3.273,77.8
2010-01-13,3.273,77.81
2010-01-14,3.273,77.82
2010-01-15,3.273,77.83
2010-01-16,3.273,77.84
2010-01-17,3.273,77.85
2010-01-18,3.273,77.86
2010-01-19,3.273,77.87
2010-01-20,3.273,77.88
2010-01-21,3.273,77.89
2010-01-22,3.273,77.9
2010-01-23,3.273,77.91
2010-01-24,3.273,77.92
2010-01-25,3.273,77.93
2010-01-26,3.273,77.94
2010-01-27,3.273,77.95
2010-01-28,3.273,77.96
2010-01-29,3.273,77.97
2010-01-30,3.273,77.98
2010-01-31,3.273,77.99
2010-02-01,3.739,78.0
2010-02-02,3.739,78.01
2010-02-03,3.739,78.02
2010-02-04,3.739,78.05
2010-02-05,3.739,78.06
2010-02-06,3.739,78.07
2010-02-07,3.739,78.08
2010-02-08,3.739,78.06
2010-02-09,3.739,78.0
2010-02-10,3.739,78.09
2010-02-11,3.739,78.1
2010-02-12,3.739,78.11
2010-02-13,3.739,78.12
2010-02-14,3.739,78.13
2010-02-15,3.739,78.14
2010-02-16,3.739,78.15
2010-02-17,3.739,78.16
2010-02-18,3.739,78.17
2010-02-19,3.739,78.18
2010-02-20,3.739,78.19
2010-02-21,3.739,78.2
2010-02-22,3.739,78.21
2010-02-23,3.739,78.22
2010-02-24,3.739,78.23
2010-02-25,3.739,78.24
2010-02-26,3.739,78.25
2010-02-27,3.739,78.26
2010-02-28,3.739,78.27
2010-03-01,2.508,78.28
2010-03-02,2.508,78.29
2010-03-03,2.508,78.3
2010-03-04,2.508,78.31
2010-03-05,2.508,78.32
2010-03-06,2.508,78.33
2010-03-07,2.508,78.34
2010-03-08,2.508,78.35
2010-03-09,2.508,78.36
2010-03-10,2.508,78.37
2010-03-11,2.508,78.38
2010-03-12,2.508,78.39
2010-03-13,2.508,78.4
2010-03-14,2.508,78.41
2010-03-15,2.508,78.42
2010-03-16,2.508,78.43
2010-03-17,2.508,78.44
2010-03-18,2.508,78.45
2010-03-19,2.508,78.46
2010-03-20,2.508,78.47
2010-03-21,2.508,78.48
2010-03-22,2.508,78.49
2010-03-23,2.508,78.5
2010-03-24,2.508,78.51
2010-03-25,2.508,78.52
2010-03-26,2.508,78.55
2010-03-27,2.508,78.56
2010-03-28,2.508,78.57
2010-03-29,2.508,78.58
2010-03-30,2.508,78.59
2010-03-31,2.508,78.6
2010-04-01,3.165,79.11
2010-04-02,3.165,79.12
2010-04-03,3.165,78.61
2010-04-04,3.165,78.62
2010-04-05,3.165,78.63
2010-04-06,3.165,78.64
2010-04-07,3.165,78.65
2010-04-08,3.165,78.66
2010-04-09,3.165,78.67
2010-04-10,3.165,78.68
2010-04-11,3.165,78.69
2010-04-12,3.165,78.7
2010-04-13,3.165,78.71
2010-04-14,3.165,78.72
2010-04-15,3.165,78.73
2010-04-16,3.165,79.24
2010-04-17,3.165,78.75
2010-04-18,3.165,78.76
2010-04-19,3.165,78.77
2010-04-20,3.165,78.78
2010-04-21,3.165,78.79
2010-04-22,3.165,78.8
2010-04-23,3.165,78.81
2010-04-24,3.165,78.82
2010-04-25,3.165,78.83
2010-04-26,3.165,78.84
2010-04-27,3.165,78.85
2010-04-28,3.165,78.86
2010-04-29,3.165,78.87
2010-04-30,3.165,78.88
2010-05-01,4.1,78.89
2010-05-02,4.1,78.9
2010-05-03,4.1,78.91
2010-05-04,4.1,78.92
2010-05-05,4.1,78.93
2010-05-06,4.1,78.94
2010-05-07,4.1,78.95
2010-05-08,4.1,78.96
2010-05-09,4.1,78.97
2010-05-10,4.1,78.98
2010-05-11,4.1,78.99
2010-05-12,4.1,79.0
2010-05-13,4.1,79.01
2010-05-14,4.1,79.02
2010-05-15,4.1,79.01
2010-05-16,4.1,79.02
2010-05-17,4.1,79.01
2010-05-18,4.1,78.9
2010-05-19,4.1,79.01
2010-05-20,4.1,78.89
2010-05-21,4.1,78.9
2010-05-22,4.1,79.01
2010-05-23,4.1,79.01
2010-05-24,4.1,78.9
2010-05-25,4.1,78.9
2010-05-26,4.1,79.01
2010-05-27,4.1,78.9
2010-05-28,4.1,79.01
2010-05-29,4.1,78.89
2010-05-30,4.1,79.0
2010-05-31,4.1,79.0
2010-06-01,1.597,101.7
2010-06-02,1.597,101.7
2010-06-03,1.597,101.7
2010-06-04,1.597,101.7
2010-06-05,1.597,77.9
2010-06-06,1.597,79.73
2010-06-07,1.597,79.73
2010-06-08,1.597,113.95
2010-06-09,1.597,79.73
2010-06-10,1.597,113.95
2010-06-11,1.597,101.7
2010-06-12,1.597,93.65
2010-06-13,1.597,101.7
2010-06-14,1.597,79.73
2010-06-15,1.597,101.7
2010-06-16,1.597,79.73
2010-06-17,1.597,101.7
2010-06-18,1.597,93.65
2010-06-19,1.597,79.73
2010-06-20,1.597,79.73
2010-06-21,1.597,93.65
2010-06-22,1.597,93.65
2010-06-23,1.597,93.65
2010-06-24,1.597,93.65
2010-06-25,1.597,93.65
2010-06-26,1.597,93.65
2010-06-27,1.597,77.9
2010-06-28,1.597,113.95
2010-06-29,1.597,77.9
2010-06-30,1.597,93.65
2010-07-01,1.4769999999999999,81.76
2010-07-02,1.4769999999999999,81.75
2010-07-03,1.4769999999999999,81.74
2010-07-04,1.4769999999999999,81.76
2010-07-05,1.4769999999999999,81.76
2010-07-06,1.4769999999999999,81.77
2010-07-07,1.4769999999999999,81.76
2010-07-08,1.4769999999999999,81.75
2010-07-09,1.4769999999999999,81.75
2010-07-10,1.4769999999999999,81.77
2010-07-11,1.4769999999999999,81.77
2010-07-12,1.4769999999999999,81.76
2010-07-13,1.4769999999999999,81.75
2010-07-14,1.4769999999999999,81.77
2010-07-15,1.4769999999999999,81.76
2010-07-16,1.4769999999999999,81.75
2010-07-17,1.4769999999999999,81.75
2010-07-18,1.4769999999999999,81.75
2010-07-19,1.4769999999999999,81.78
2010-07-20,1.4769999999999999,81.76
2010-07-21,1.4769999999999999,81.75
2010-07-22,1.4769999999999999,81.77
2010-07-23,1.4769999999999999,81.75
2010-07-24,1.4769999999999999,81.74
2010-07-25,1.4769999999999999,81.77
2010-07-26,1.4769999999999999,81.78
2010-07-27,1.4769999999999999,81.77
2010-07-28,1.4769999999999999,81.75
2010-07-29,1.4769999999999999,81.75
2010-07-30,1.4769999999999999,81.75
2010-07-31,1.4769999999999999,81.78
2010-08-01,0.758,79.62
2010-08-02,0.758,79.57
2010-08-03,0.758,79.62
2010-08-04,0.758,79.55
2010-08-05,0.758,79.63
2010-08-06,0.758,79.63
2010-08-07,0.758,79.55
2010-08-08,0.758,79.56
2010-08-09,0.758,79.63
2010-08-10,0.758,79.56
2010-08-11,0.758,79.57
2010-08-12,0.758,79.62
2010-08-13,0.758,79.55
2010-08-14,0.758,79.56
2010-08-15,0.758,79.57
2010-08-16,0.758,79.57
2010-08-17,0.758,79.55
2010-08-18,0.758,79.55
2010-08-19,0.758,79.55
2010-08-20,0.758,79.56
2010-08-21,0.758,79.57
2010-08-22,0.758,79.62
2010-08-23,0.758,79.55
2010-08-24,0.758,79.56
2010-08-25,0.758,79.57
2010-08-26,0.758,79.58
2010-08-27,0.758,79.59
2010-08-28,0.758,79.6
2010-08-29,0.758,79.61
2010-08-30,0.758,79.62
2010-08-31,0.758,79.63
2010-09-01,1.41,79.64
2010-09-02,1.41,79.64
2010-09-03,1.41,79.68
2010-09-04,1.41,79.65
2010-09-05,1.41,79.66
2010-09-06,1.41,79.67
2010-09-07,1.41,79.68
2010-09-08,1.41,79.69
2010-09-09,1.41,79.7
2010-09-10,1.41,79.71
2010-09-11,1.41,79.72
2010-09-12,1.41,79.73
2010-09-13,1.41,79.74
2010-09-14,1.41,79.75
2010-09-15,1.41,79.76
2010-09-16,1.41,79.77
2010-09-17,1.41,79.78
2010-09-18,1.41,79.79
2010-09-19,1.41,79.8
2010-09-20,1.41,79.81
2010-09-21,1.41,79.82
2010-09-22,1.41,79.83
2010-09-23,1.41,79.84
2010-09-24,1.41,79.85
2010-09-25,1.41,79.86
2010-09-26,1.41,79.87
2010-09-27,1.41,79.88
2010-09-28,1.41,79.89
2010-09-29,1.41,79.9
2010-09-30,1.41,79.91
2010-10-01,3.028,79.92
2010-10-02,3.028,79.93
2010-10-03,3.028,79.94
2010-10-04,3.028,79.95
2010-10-05,3.028,79.96
2010-10-06,3.028,79.97
2010-10-07,3.028,79.98
2010-10-08,3.028,79.99
2010-10-09,3.028,80.0
2010-10-10,3.028,80.01
2010-10-11,3.028,80.02
2010-10-12,3.028,80.05
2010-10-13,3.028,80.06
2010-10-14,3.028,80.07
2010-10-15,3.028,80.08
2010-10-16,3.028,80.09
2010-10-17,3.028,80.1
2010-10-18,3.028,80.11
2010-10-19,3.028,80.12
2010-10-20,3.028,80.13
2010-10-21,3.028,80.14
2010-10-22,3.028,80.15
2010-10-23,3.028,80.16
2010-10-24,3.028,79.93
2010-10-25,3.028,79.94
2010-10-26,3.028,80.17
2010-10-27,3.028,80.18
2010-10-28,3.028,80.19
2010-10-29,3.028,80.2
2010-10-30,3.028,80.21
2010-10-31,3.028,80.22
2010-11-01,7.96,80.23
2010-11-02,7.96,80.24
2010-11-03,7.96,80.25
2010-11-04,7.96,80.26
2010-11-05,7.96,80.27
2010-11-06,7.96,80.28
2010-11-07,7.96,80.29
2010-11-08,7.96,80.3
2010-11-09,7.96,80.31
2010-11-10,7.96,80.32
2010-11-11,7.96,80.33
2010-11-12,7.96,80.34
2010-11-13,7.96,80.35
2010-11-14,7.96,80.36
2010-11-15,7.96,80.37
2010-11-16,7.96,80.38
2010-11-17,7.96,80.39
2010-11-18,7.96,80.4
2010-11-19,7.96,80.41
2010-11-20,7.96,80.42
2010-11-21,7.96,80.43
2010-11-22,7.96,80.44
2010-11-23,7.96,80.45
2010-11-24,7.96,80.46
2010-11-25,7.96,80.47
2010-11-26,7.96,80.48
2010-11-27,7.96,80.49
2010-11-28,7.96,80.5
2010-11-29,7.96,80.51
2010-11-30,7.96,80.52
2010-12-01,3.533,80.55
2010-12-02,3.533,80.56
2010-12-03,3.533,80.57
2010-12-04,3.533,80.58
2010-12-05,3.533,80.59
2010-12-06,3.533,80.6
2010-12-07,3.533,80.61
2010-12-08,3.533,80.62
2010-12-09,3.533,80.63
2010-12-10,3.533,80.64
2010-12-11,3.533,80.65
2010-12-12,3.533,80.66
2010-12-13,3.533,80.67
2010-12-14,3.533,80.68
2010-12-15,3.533,80.58
2010-12-16,3.533,80.59
2010-12-17,3.533,80.69
2010-12-18,3.533,80.7
2010-12-19,3.533,80.71
2010-12-20,3.533,80.72
2010-12-21,3.533,80.73
2010-12-22,3.533,80.74
2010-12-23,3.533,80.75
2010-12-24,3.533,80.76
2010-12-25,3.533,80.77
2010-12-26,3.533,80.78
2010-12-27,3.533,80.79
2010-12-28,3.533,80.8
2010-12-29,3.533,80.81
2010-12-30,3.533,80.82
2010-12-31,3.533,80.83
2011-01-01,1.713,80.84
2011-01-02,1.713,80.85
2011-01-03,1.713,80.86
2011-01-04,1.713,80.87
2011-01-05,1.713,80.88
2011-01-06,1.713,80.89
2011-01-07,1.713,80.9
2011-01-08,1.713,80.91
2011-01-09,1.713,80.92
2011-01-10,1.713,80.93
2011-01-11,1.713,80.94
2011-01-12,1.713,80.95
2011-01-13,1.713,80.96
2011-01-14,1.713,80.97
2011-01-15,1.713,80.98
2011-01-16,1.713,80.99
2011-01-17,1.713,81.0
2011-01-18,1.713,81.01
2011-01-19,1.713,81.02
2011-01-20,1.713,81.05
2011-01-21,1.713,81.06
2011-01-22,1.713,81.07
2011-01-23,1.713,81.08
2011-01-24,1.713,81.09
2011-01-25,1.713,81.1
2011-01-26,1.713,81.11
2011-01-27,1.713,81.12
2011-01-28,1.713,81.13
2011-01-29,1.713,81.14
2011-01-30,1.713,81.15
2011-01-31,1.713,81.16
2011-02-01,1.716,81.17
2011-02-02,1.716,81.18
2011-02-03,1.716,81.19
2011-02-04,1.716,81.2
2011-02-05,1.716,81.18
2011-02-06,1.716,81.22
2011-02-07,1.716,81.21
2011-02-08,1.716,81.22
2011-02-09,1.716,81.23
2011-02-10,1.716,81.24
2011-02-11,1.716,81.25
2011-02-12,1.716,81.26
2011-02-13,1.716,81.27
2011-02-14,1.716,81.28
2011-02-15,1.716,81.29
2011-02-16,1.716,81.3
2011-02-17,1.716,81.31
2011-02-18,1.716,81.32
2011-02-19,1.716,81.33
2011-02-20,1.716,81.34
2011-02-21,1.716,81.35
2011-02-22,1.716,81.36
2011-02-23,1.716,81.37
2011-02-24,1.716,81.38
2011-02-25,1.716,81.39
2011-02-26,1.716,81.4
2011-02-27,1.716,81.41
2011-02-28,1.716,81.42
2011-03-01,3.391,81.43
2011-03-02,3.391,81.44
2011-03-03,3.391,81.45
2011-03-04,3.391,81.46
2011-03-05,3.391,81.47
2011-03-06,3.391,81.48
2011-03-07,3.391,81.49
2011-03-08,3.391,81.5
2011-03-09,3.391,81.51
2011-03-10,3.391,81.52
2011-03-11,3.391,81.55
2011-03-12,3.391,81.56
2011-03-13,3.391,81.57
2011-03-14,3.391,81.58
2011-03-15,3.391,81.59
2011-03-16,3.391,81.6
2011-03-17,3.391,81.61
2011-03-18,3.391,81.62
2011-03-19,3.391,81.63
2011-03-20,3.391,81.64
2011-03-21,3.391,81.65
2011-03-22,3.391,81.66
2011-03-23,3.391,81.67
2011-03-24,3.391,81.68
2011-03-25,3.391,81.69
2011-03-26,3.391,81.7
2011-03-27,3.391,81.71
2011-03-28,3.391,81.72
2011-03-29,3.391,81.47
2011-03-30,3.391,81.45
2011-03-31,3.391,81.73
2011-04-01,1.4769999999999999,81.74
2011-04-02,1.4769999999999999,81.75
2011-04-03,1.4769999999999999,81.76
2011-04-04,1.4769999999999999,81.77
2011-04-05,1.4769999999999999,81.78
2011-04-06,1.4769999999999999,81.79
2011-04-07,1.4769999999999999,81.8
2011-04-08,1.4769999999999999,81.81
2011-04-09,1.4769999999999999,81.82
2011-04-10,1.4769999999999999,81.83
2011-04-11,1.4769999999999999,81.84
2011-04-12,1.4769999999999999,81.85
2011-04-13,1.4769999999999999,81.86
2011-04-14,1.4769999999999999,81.87
2011-04-15,1.4769999999999999,81.88
2011-04-16,1.4769999999999999,81.89
2011-04-17,1.4769999999999999,81.9
2011-04-18,1.4769999999999999,81.91
2011-04-19,1.4769999999999999,81.92
2011-04-20,1.4769999999999999,81.93
2011-04-21,1.4769999999999999,81.94
2011-04-22,1.4769999999999999,81.95
2011-04-23,1.4769999999999999,81.96
2011-04-24,1.4769999999999999,81.97
2011-04-25,1.4769999999999999,81.98
2011-04-26,1.4769999999999999,81.99
2011-04-27,1.4769999999999999,82.0
2011-04-28,1.4769999999999999,82.01
2011-04-29,1.4769999999999999,82.02
2011-04-30,1.4769999999999999,82.05
2011-05-01,1.63,82.06
2011-05-02,1.63,82.07
2011-05-03,1.63,82.08
2011-05-04,1.63,82.09
2011-05-05,1.63,82.1
2011-05-06,1.63,82.11
2011-05-07,1.63,82.12
2011-05-08,1.63,82.13
2011-05-09,1.63,82.14
2011-05-10,1.63,82.15
2011-05-11,1.63,82.16
2011-05-12,1.63,82.17
2011-05-13,1.63,82.18
2011-05-14,1.63,82.19
2011-05-15,1.63,82.2
2011-05-16,1.63,82.21
2011-05-17,1.63,82.22
2011-05-18,1.63,82.23
2011-05-19,1.63,82.24
2011-05-20,1.63,82.06
2011-05-21,1.63,82.1
2011-05-22,1.63,82.25
2011-05-23,1.63,82.26
2011-05-24,1.63,82.27
2011-05-25,1.63,82.28
2011-05-26,1.63,82.29
2011-05-27,1.63,82.3
2011-05-28,1.63,82.31
2011-05-29,1.63,82.32
2011-05-30,1.63,82.33
2011-05-31,1.63,82.34
2011-06-01,1.9669999999999999,82.35
2011-06-02,1.9669999999999999,82.36
2011-06-03,1.9669999999999999,82.37
2011-06-04,1.9669999999999999,82.38
2011-06-05,1.9669999999999999,82.39
2011-06-06,1.9669999999999999,82.4
2011-06-07,1.9669999999999999,82.41
2011-06-08,1.9669999999999999,82.42
2011-06-09,1.9669999999999999,82.43
2011-06-10,1.9669999999999999,82.44
2011-06-11,1.9669999999999999,82.45
2011-06-12,1.9669999999999999,82.46
2011-06-13,1.9669999999999999,82.47
2011-06-14,1.9669999999999999,82.48
2011-06-15,1.9669999999999999,82.49
2011-06-16,1.9669999999999999,82.5
2011-06-17,1.9669999999999999,82.51
2011-06-18,1.9669999999999999,82.52
2011-06-19,1.9669999999999999,82.55
2011-06-20,1.9669999999999999,82.56
2011-06-21,1.9669999999999999,82.57
2011-06-22,1.9669999999999999,82.58
2011-06-23,1.9669999999999999,82.59
2011-06-24,1.9669999999999999,82.6
2011-06-25,1.9669999999999999,82.61
2011-06-26,1.9669999999999999,82.62
2011-06-27,1.9669999999999999,82.63
2011-06-28,1.9669999999999999,82.64
2011-06-29,1.9669999999999999,82.65
2011-06-30,1.9669999999999999,82.66
2011-07-01,2.334,82.67
2011-07-02,2.334,82.68
2011-07-03,2.334,82.69
2011-07-04,2.334,82.7
2011-07-05,2.334,82.71
2011-07-06,2.334,82.72
2011-07-07,2.334,82.73
2011-07-08,2.334,82.74
2011-07-09,2.334,82.75
2011-07-10,2.334,82.76
2011-07-11,2.334,82.68
2011-07-12,2.334,82.67
2011-07-13,2.334,82.77
2011-07-14,2.334,82.78
2011-07-15,2.334,82.79
2011-07-16,2.334,82.8
2011-07-17,2.334,82.81
2011-07-18,2.334,82.82
2011-07-19,2.334,82.83
2011-07-20,2.334,82.84
2011-07-21,2.334,82.85
2011-07-22,2.334,82.86
2011-07-23,2.334,82.87
2011-07-24,2.334,82.88
2011-07-25,2.334,82.89
2011-07-26,2.334,82.9
2011-07-27,2.334,82.91
