,Rainfall_Simignano,Rainfall_Montalcinello,Rainfall_Monticiano_la_Pineta,Rainfall_Sovicille,Rainfall_Scorgiano,Rainfall_Pentolina,Rainfall_Monteroni_Arbia_Biena,Depth_to_Groundwater_Podere_Casetta,Temperature_Siena_Poggio_al_Vento,Temperature_Mensano,Temperature_Pentolina,Temperature_Monteroni_Arbia_Biena,Volume_Pozzo_1,Volume_Pozzo_3,Volume_Pozzo_4
2008-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0,0.0,10.85,9.65,163.5450612,139.3917003,165.024
2008-03-17,0.0,0.0,0.2,0.0,0.2,0.0,0.2,8.7,0.0,0.0,10.45,10.25,163.5450612,139.3917003,165.024
2008-03-18,0.0,0.0,1.0,0.0,0.0,0.4,0.2,8.6,0.0,0.0,10.3,9.4,139.1579438,134.57240819999998,162.8592
2008-03-19,0.0,0.0,0.0,0.0,0.2,3.6,0.2,8.7,0.0,0.0,9.4,10.25,135.28224,131.97503999999998,152.28247240000002
2008-03-20,2.6,7.0,2.2,2.8,4.6,0.0,4.0,8.7,0.0,0.0,4.9,3.9,179.7569532,180.5939813,189.1344
2008-03-21,3.8,17.0,9.0,10.8,3.8,56.0,0.2,8.7,0.0,0.0,4.8,3.85,163.35354009999998,171.9431925,149.93856
2008-03-22,27.2,8.0,6.8,10.2,11.6,10.2,26.0,8.6,0.0,0.0,7.15,7.5,156.4352466,136.9056,152.28247240000002
2008-03-23,0.0,19.6,22.6,12.6,10.2,5.8,16.0,8.6,0.0,0.0,3.45,3.3,170.7691055,137.7356254,156.75621230000002
2008-03-24,25.8,2.6,7.4,1.4,0.2,9.0,11.2,8.6,0.0,0.0,4.35,5.0,139.1579438,141.4304166,129.8841041
2008-03-25,1.6,1.4,0.6,0.0,0.8,17.2,0.2,8.6,0.0,0.0,5.85,6.2,134.699488,134.57240819999998,145.845891
2008-03-26,1.2,1.0,5.4,1.4,1.0,9.0,1.6,8.6,0.0,0.0,8.35,8.65,148.6134843,134.57240819999998,145.845891
2008-03-27,0.0,8.6,7.6,8.4,5.0,519.8,4.2,8.6,0.0,0.0,8.6,9.15,163.5450612,137.7356254,145.845891
2008-03-28,7.2,2.6,0.0,1.6,0.0,1.0,0.0,8.6,0.0,0.0,9.35,9.95,179.7569532,182.87041000000002,178.6619388
2008-03-29,0.2,0.0,0.0,0.0,0.0,2.6,0.0,8.6,0.0,0.0,10.7,9.5,163.35354009999998,136.9056,158.8276545
2008-03-30,0.0,0.0,0.0,0.0,0.0,1.4,0.0,8.6,0.0,0.0,12.45,11.15,163.35354009999998,134.57240819999998,156.75621230000002
2008-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,0.0,0.0,11.75,10.85,185.9380146,154.1759001,165.024
2008-04-01,0.0,0.0,0.0,0.0,0.0,0.4,0.2,8.6,0.0,0.0,14.3,11.5,163.35354009999998,131.8818231,156.75621230000002
2008-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,0.0,0.0,13.55,11.75,184.61376,194.0376774,175.1771238
2008-04-03,0.0,2.4,4.6,0.6,8.2,1.6,0.0,8.6,0.0,0.0,10.2,8.25,156.4352466,148.8741228,153.05486100000002
2008-04-04,3.6,0.0,0.4,0.0,1.0,4.6,0.2,8.6,0.0,0.0,8.9,8.35,163.35354009999998,141.4304166,153.34029809999998
2008-04-05,0.0,0.0,0.0,0.0,0.0,0.4,0.0,8.6,0.0,0.0,10.05,8.0,155.1858631,139.3917003,158.8276545
2008-04-06,0.0,0.0,0.0,0.0,0.0,0.2,0.2,8.6,0.0,0.0,10.15,8.9,163.35354009999998,171.9431925,137.66783999999998
2008-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.2,8.6,0.0,0.0,11.45,13.25,158.1444993,148.8741228,153.05486100000002
2008-04-08,0.0,0.0,0.0,0.2,0.0,0.0,0.0,8.6,0.0,0.0,11.5,11.7,158.1444993,171.9431925,145.6732832
2008-04-09,1.6,0.4,0.0,0.2,1.2,0.0,0.0,8.7,0.0,0.0,11.4,11.5,163.35354009999998,148.8741228,156.7728
2008-04-10,0.6,0.2,0.0,0.0,0.0,0.2,0.0,8.7,0.0,0.0,14.55,17.15,139.1579438,131.8818231,156.75621230000002
2008-04-11,0.0,0.0,0.0,0.0,0.4,0.0,0.2,8.7,0.0,0.0,14.05,16.25,139.1579438,139.3917003,156.7728
2008-04-12,7.6,5.8,13.8,5.0,10.2,2.6,8.2,8.7,0.0,0.0,10.05,11.65,156.4352466,148.8741228,152.28247240000002
2008-04-13,2.6,1.2,3.6,4.2,0.0,0.0,0.6,8.7,0.0,0.0,10.55,10.45,163.35354009999998,139.3917003,158.8276545
2008-04-14,4.6,3.8,9.0,4.8,0.0,2.0,7.6,8.7,0.0,0.0,10.25,9.65,163.35354009999998,137.7356254,156.679776
2008-04-15,8.0,13.0,0.0,7.0,4.2,13.0,0.0,8.7,0.0,0.0,7.7,7.85,162.46288280000002,136.9056,153.05486100000002
2008-04-16,8.4,0.2,4.4,0.0,3.8,0.0,7.2,8.7,0.0,0.0,10.4,10.65,163.35354009999998,134.57240819999998,156.679776
2008-04-17,0.0,0.8,0.0,0.0,0.0,18.8,0.0,8.7,0.0,0.0,10.55,11.65,163.35354009999998,171.9431925,156.3675624
2008-04-18,9.4,14.8,7.4,5.0,1.6,32.6,45.0,8.7,0.0,0.0,11.0,12.75,163.35354009999998,139.3917003,158.8276545
2008-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0,0.0,13.75,13.1,171.01356090000002,148.8741228,145.845891
2008-04-20,0.2,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0,0.0,13.1,12.85,162.46288280000002,171.9431925,129.8841041
2008-04-21,9.0,10.0,12.0,9.6,0.4,0.0,8.2,8.7,0.0,0.0,11.2,12.35,163.35354009999998,137.7356254,158.8276545
2008-04-22,1.2,0.2,0.0,0.0,0.0,4.0,0.2,8.7,0.0,0.0,10.3,11.05,156.4352466,139.3917003,158.8276545
2008-04-23,0.0,0.2,0.0,0.0,0.0,0.0,0.0,8.7,0.0,0.0,13.3,13.15,170.29152,136.9056,159.0773878
2008-04-24,0.0,0.2,2.2,13.8,2.4,0.8,11.0,8.7,0.0,0.0,13.55,13.5,148.6134843,131.8818231,154.51776
2008-04-25,1.2,0.2,1.0,0.0,0.0,0.0,0.0,8.7,0.0,0.0,14.7,13.95,139.1579438,134.57240819999998,164.92608
2008-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0,0.0,13.7,12.15,176.3857201,182.87041000000002,198.4799501
2008-04-27,0.0,0.0,0.0,0.0,0.0,0.2,0.0,8.7,0.0,0.0,14.2,12.4,171.01356090000002,171.9431925,136.9282664
2008-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0,0.0,13.85,12.45,156.4352466,148.8741228,136.9282664
2008-04-29,3.8,2.0,4.4,3.2,0.2,0.8,0.8,8.7,0.0,0.0,11.6,13.0,171.01356090000002,176.90592,184.8439892
2008-04-30,0.6,0.2,0.0,0.0,0.0,0.0,0.2,8.7,0.0,0.0,12.75,13.5,175.383072,148.8741228,156.75621230000002
2008-05-01,0.0,0.0,0.4,0.0,0.0,0.0,0.0,8.7,0.0,0.0,14.45,12.95,163.35354009999998,131.8818231,158.8276545
2008-05-02,0.0,0.0,0.0,0.0,0.2,0.0,0.0,8.7,0.0,0.0,14.35,13.05,135.28224,132.4221153,156.47813190000002
2008-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0,0.0,17.7,14.9,163.5450612,171.9431925,136.9282664
2008-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.2,8.7,0.0,0.0,18.55,15.35,163.35354009999998,146.4671051,153.05486100000002
2008-05-05,0.0,0.6,5.2,3.4,0.0,8.8,2.6,8.7,0.0,0.0,13.45,12.1,135.28224,131.97503999999998,145.845891
2008-05-06,4.8,0.0,0.0,0.0,2.6,0.0,0.8,8.8,0.0,0.0,12.95,12.15,184.61376,199.3088866,198.4799501
2008-05-07,0.0,0.0,0.0,0.0,0.2,0.0,0.0,8.8,0.0,0.0,15.7,14.0,161.776944,170.31936000000002,156.47813190000002
2008-05-08,0.0,0.0,0.0,0.0,0.0,1.4,0.2,8.8,0.0,0.0,15.75,14.35,155.1858631,146.4671051,152.28247240000002
2008-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.0,0.0,16.25,14.95,156.4352466,131.8818231,156.75621230000002
2008-05-10,0.0,0.0,0.2,0.0,0.2,0.0,0.4,8.8,0.0,0.0,16.95,14.4,156.4352466,148.8741228,164.92608
2008-05-11,0.0,0.0,0.2,0.0,0.0,0.8,0.2,8.8,0.0,0.0,16.65,14.85,163.35354009999998,146.4671051,152.28247240000002
2008-05-12,0.0,1.6,0.0,0.0,0.0,6.6,0.4,8.8,0.0,0.0,14.7,15.7,148.6134843,148.8741228,152.28247240000002
2008-05-13,0.8,8.8,7.6,4.2,1.6,12.2,0.0,8.8,0.0,0.0,15.1,15.6,156.4352466,148.8741228,154.51776
2008-05-14,0.4,0.0,0.2,0.0,0.0,0.2,0.2,8.8,0.0,0.0,16.15,16.9,184.61376,171.9431925,152.28247240000002
2008-05-15,0.0,0.0,0.0,0.0,0.0,0.2,0.0,8.8,0.0,0.0,14.8,15.6,158.1444993,170.31936000000002,166.4182676
2008-05-16,0.6,0.0,0.0,0.0,0.2,0.0,0.0,8.8,0.0,0.0,15.25,15.8,163.5450612,136.9056,162.8592
2008-05-17,1.0,0.6,1.0,1.2,0.0,1.4,0.0,8.8,0.0,0.0,16.55,19.15,139.1579438,134.57240819999998,156.75621230000002
2008-05-18,11.2,9.2,26.8,14.0,13.4,0.2,0.0,8.8,0.0,0.0,15.75,16.8,163.5450612,171.9431925,156.75621230000002
2008-05-19,2.0,3.2,4.6,1.4,6.2,0.0,4.2,8.8,0.0,0.0,14.55,15.65,175.383072,163.3460329,138.5535964
2008-05-20,6.8,7.4,13.8,6.0,28.8,0.4,7.0,8.8,0.0,0.0,12.0,15.05,163.5450612,136.9056,165.024
2008-05-21,12.2,3.2,1.4,0.0,0.0,0.2,7.4,8.8,0.0,0.0,15.4,16.35,156.4352466,154.1759001,129.8841041
2008-05-22,1.4,0.0,0.2,0.0,2.2,0.0,0.0,8.8,0.0,0.0,15.3,15.65,163.35354009999998,148.8741228,153.05486100000002
2008-05-23,0.0,0.2,0.2,0.0,0.0,0.0,0.0,8.8,0.0,0.0,14.85,14.25,163.5450612,154.1759001,158.8276545
2008-05-24,0.2,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.0,0.0,16.4,16.95,139.1579438,137.7356254,158.8276545
2008-05-25,0.0,0.0,0.2,0.0,0.0,0.0,0.0,8.8,0.0,0.0,17.6,18.9,148.6134843,136.9056,156.47813190000002
2008-05-26,0.0,0.0,0.4,0.0,0.0,0.0,0.0,8.8,0.0,0.0,20.2,19.95,148.6134843,134.57240819999998,164.92608
2008-05-27,0.0,0.0,0.2,0.0,0.2,0.0,0.0,8.9,0.0,0.0,23.1,21.8,134.699488,131.97503999999998,162.8592
2008-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.2,8.9,0.0,0.0,22.3,21.55,139.1579438,139.3917003,164.92608
2008-05-29,0.0,2.4,2.8,2.8,3.0,0.0,3.2,8.9,0.0,0.0,18.2,18.95,135.28224,137.7356254,165.024
2008-05-30,6.2,5.6,0.0,10.4,14.0,3.0,1.2,8.9,0.0,0.0,14.8,16.5,163.35354009999998,148.8741228,156.679776
2008-05-31,13.4,0.2,8.6,0.2,2.8,2.2,11.2,8.9,0.0,0.0,17.4,19.45,134.699488,137.7356254,156.679776
2008-06-01,0.0,0.0,0.0,0.0,0.0,0.2,0.0,8.9,0.0,0.0,17.9,18.45,163.35354009999998,136.9056,156.75621230000002
2008-06-02,0.0,0.4,0.0,1.0,0.0,8.0,0.2,8.9,0.0,0.0,16.0,16.6,163.35354009999998,148.8741228,156.75621230000002
2008-06-03,1.2,4.2,5.0,2.2,0.4,0.4,5.8,8.9,0.0,0.0,16.35,16.25,163.35354009999998,136.9056,145.845891
2008-06-04,3.2,0.0,1.4,0.6,0.0,3.6,1.8,8.9,0.0,0.0,16.1,16.8,134.699488,137.7356254,158.8276545
2008-06-05,0.0,0.6,5.0,2.8,0.6,0.4,7.2,8.9,0.0,0.0,15.5,17.8,184.61376,163.3460329,154.71624
2008-06-06,2.8,2.2,3.0,0.4,0.0,0.0,0.2,8.9,0.0,0.0,16.2,17.3,156.4352466,148.8741228,151.74912
2008-06-07,0.4,1.2,0.8,1.2,0.0,9.0,1.2,8.9,0.0,0.0,15.45,16.75,163.35354009999998,171.9431925,132.6577149
2008-06-08,0.8,6.2,0.8,1.6,0.6,3.6,0.6,8.9,0.0,0.0,16.85,18.1,135.28224,134.57240819999998,156.47813190000002
2008-06-09,5.0,0.4,9.0,18.2,28.2,0.0,8.0,8.9,0.0,0.0,18.2,19.15,134.699488,131.8818231,156.75621230000002
2008-06-10,2.6,0.0,0.0,0.0,0.0,0.0,2.2,8.9,0.0,0.0,18.95,19.5,156.4352466,131.8818231,165.024
2008-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,0.0,0.0,18.55,19.05,135.28224,131.97503999999998,158.8276545
2008-06-12,0.0,13.4,2.2,4.6,0.0,5.0,0.0,8.9,0.0,0.0,16.0,17.6,135.28224,127.8437878,153.05486100000002
2008-06-13,22.8,0.2,7.6,14.0,0.0,4.6,3.6,8.9,0.0,0.0,16.75,19.3,139.1579438,131.97503999999998,145.845891
2008-06-14,13.2,0.2,4.2,0.4,3.4,20.2,6.0,8.9,0.0,0.0,15.8,15.95,148.6134843,136.9056,154.51776
2008-06-15,0.2,0.0,0.2,0.0,0.0,0.0,0.0,8.9,0.0,0.0,14.95,15.05,170.29152,182.87041000000002,175.1771238
2008-06-16,0.4,0.0,0.0,0.2,0.0,0.0,0.0,8.9,0.0,0.0,17.2,18.35,139.1579438,159.15312,145.845891
2008-06-17,0.0,19.4,7.6,14.0,10.2,80.6,7.0,8.9,0.0,0.0,18.1,18.25,139.1579438,136.9056,156.47813190000002
2008-06-18,15.0,0.4,0.6,0.8,4.8,0.0,7.0,8.9,0.0,0.0,18.85,20.75,139.1579438,137.7356254,165.024
2008-06-19,0.0,0.0,0.4,0.0,0.0,27.4,0.2,8.9,0.0,0.0,19.8,20.8,135.28224,137.7356254,145.845891
2008-06-20,0.0,0.2,0.2,0.0,1.6,0.2,0.2,8.9,0.0,0.0,21.25,23.95,155.36780819999998,131.8818231,164.92608
2008-06-21,0.0,0.0,0.0,0.0,0.2,0.0,0.0,8.9,0.0,0.0,23.6,26.0,139.1579438,139.3917003,164.92608
2008-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,0.0,0.0,24.5,26.65,148.6134843,170.31936000000002,156.75621230000002
2008-06-23,0.0,0.0,0.0,0.0,0.0,0.2,0.0,8.9,0.0,0.0,23.65,25.7,139.1579438,134.57240819999998,165.024
2008-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.2,8.9,0.0,0.0,22.85,25.35,134.699488,134.57240819999998,165.024
2008-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,23.3,25.55,135.28224,131.97503999999998,165.024
2008-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,23.45,25.8,155.1858631,139.3917003,165.024
2008-06-27,0.0,0.0,0.4,0.0,0.0,0.0,0.0,9.0,0.0,0.0,23.35,25.4,135.28224,139.3917003,165.024
2008-06-28,0.0,0.0,1.2,0.0,0.0,0.0,0.2,9.0,0.0,0.0,24.65,26.25,139.1579438,137.7356254,165.024
2008-06-29,0.0,0.0,0.0,0.0,0.4,0.2,0.0,9.0,0.0,0.0,25.2,27.6,155.36780819999998,139.3917003,156.47813190000002
2008-06-30,0.0,0.0,0.4,8.0,3.0,11.0,0.0,9.0,0.0,0.0,24.5,27.0,134.699488,137.7356254,165.024
2008-07-01,0.0,0.0,0.4,0.0,0.0,0.0,0.0,9.0,0.0,0.0,24.75,26.8,184.61376,188.82760459999997,198.4799501
2008-07-02,0.0,0.0,0.2,0.0,0.0,0.2,0.0,9.1,0.0,0.0,24.65,26.55,155.36780819999998,131.8818231,165.024
2008-07-03,0.0,0.0,0.2,0.0,0.0,0.0,0.0,9.1,0.0,0.0,23.0,25.2,139.1579438,134.57240819999998,165.024
2008-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,0.0,0.0,22.85,25.1,139.1579438,134.57240819999998,138.5535964
2008-07-05,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.1,0.0,0.0,21.6,23.45,139.1579438,136.9056,159.0773878
2008-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,0.0,0.0,22.25,24.45,139.1579438,131.97503999999998,154.51776
2008-07-07,0.0,0.0,0.0,0.0,0.0,0.4,0.0,9.1,0.0,0.0,23.4,25.0,139.1579438,131.8818231,164.92608
2008-07-08,0.0,0.0,0.0,0.0,0.2,0.0,0.2,9.2,0.0,0.0,19.9,22.2,135.28224,125.28773190000001,164.71382309999998
2008-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,0.0,0.0,20.4,22.1,139.1579438,139.3917003,145.845891
2008-07-10,0.0,0.0,0.4,0.0,0.0,27.4,0.2,9.2,0.0,0.0,21.2,23.4,139.1579438,139.3917003,165.024
2008-07-11,0.0,0.0,0.0,0.0,0.0,0.4,0.2,9.2,0.0,0.0,21.55,24.2,135.28224,134.57240819999998,156.75621230000002
2008-07-12,0.0,0.0,0.2,0.0,0.2,0.0,0.0,9.2,0.0,0.0,22.95,24.9,139.1579438,139.3917003,159.0773878
2008-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,0.0,0.0,21.55,22.9,135.28224,134.57240819999998,156.75621230000002
2008-07-14,0.4,0.0,1.6,0.0,0.0,0.0,0.4,9.2,0.0,0.0,19.25,22.2,135.28224,139.3917003,165.024
2008-07-15,0.0,0.0,0.0,0.0,0.0,0.2,0.0,9.2,0.0,0.0,20.65,22.5,135.28224,136.9056,179.67768
2008-07-16,0.0,0.0,0.8,0.0,0.0,0.0,0.2,9.2,0.0,0.0,21.25,23.45,163.35354009999998,136.9056,165.024
2008-07-17,0.0,0.0,2.4,0.0,1.6,0.0,0.0,9.2,0.0,0.0,20.5,22.3,135.28224,137.7356254,165.024
2008-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,0.0,0.0,22.0,24.0,134.699488,131.97503999999998,165.024
2008-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,0.0,0.0,21.85,24.1,139.1579438,139.3917003,165.024
2008-07-20,0.0,0.0,0.0,0.0,0.2,0.2,0.2,9.2,0.0,0.0,22.4,24.25,135.28224,134.57240819999998,159.0773878
2008-07-21,0.0,0.0,0.0,0.0,0.2,0.2,0.2,9.2,0.0,0.0,22.95,24.95,134.699488,132.4221153,154.51776
2008-07-22,1.0,0.0,0.0,0.0,0.6,0.6,1.4,9.3,0.0,0.0,20.2,22.05,135.28224,136.9056,168.40704
2008-07-23,0.0,0.0,0.2,0.0,0.4,0.2,0.0,9.3,0.0,0.0,18.9,20.65,139.1579438,134.57240819999998,158.8276545
2008-07-24,0.0,0.0,0.4,0.0,0.2,0.0,0.4,9.3,0.0,0.0,20.6,22.5,134.699488,131.97503999999998,165.024
2008-07-25,0.0,0.0,0.0,0.0,0.0,0.4,0.2,9.3,0.0,0.0,20.95,22.55,139.1579438,139.3917003,138.5535964
2008-07-26,0.0,0.0,0.0,0.0,0.4,0.2,0.0,9.3,0.0,0.0,21.65,23.95,134.699488,134.57240819999998,165.024
2008-07-27,0.0,1.6,3.0,13.6,0.0,0.2,7.0,9.3,0.0,0.0,23.45,25.25,135.28224,131.97503999999998,216.569904
2008-07-28,0.2,3.0,5.0,2.2,3.6,0.0,1.4,9.3,0.0,0.0,24.1,25.9,139.1579438,139.3917003,216.569904
2008-07-29,2.8,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.0,0.0,24.5,26.75,139.1579438,131.8818231,164.71382309999998
2008-07-30,0.0,0.0,0.2,0.0,0.0,0.4,0.0,9.3,0.0,0.0,25.35,27.8,134.699488,136.9056,162.8592
2008-07-31,0.0,0.0,0.0,0.0,0.0,0.4,0.0,9.3,0.0,0.0,25.4,25.05,135.28224,139.3917003,165.024
2008-08-01,0.0,0.0,0.0,0.0,2.0,0.0,0.2,9.3,0.0,0.0,25.7,25.0,139.1579438,137.7356254,165.024
2008-08-02,0.0,0.0,0.4,0.0,0.0,0.6,0.0,9.3,0.0,0.0,25.65,24.9,139.1579438,139.3917003,164.71382309999998
2008-08-03,0.0,0.0,0.0,0.0,0.2,0.6,0.2,9.4,0.0,0.0,25.5,25.6,139.1579438,139.3917003,165.024
2008-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,0.0,24.1,24.65,171.01356090000002,199.3088866,198.4799501
2008-08-05,0.0,0.0,0.4,0.0,0.0,0.0,0.2,9.4,0.0,0.0,25.15,25.5,135.28224,134.57240819999998,165.024
2008-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,0.0,25.7,26.8,163.35354009999998,148.8741228,145.845891
2008-08-07,0.0,0.0,0.4,0.0,0.4,0.0,0.0,9.4,0.0,0.0,25.55,26.2,163.35354009999998,148.8741228,153.05486100000002
2008-08-08,0.0,0.0,0.2,0.0,0.0,0.2,0.0,9.4,0.0,0.0,25.3,25.75,139.1579438,131.8818231,156.75621230000002
2008-08-09,0.0,0.0,0.2,0.0,0.0,0.2,0.0,9.4,0.0,0.0,24.45,24.45,135.28224,132.4221153,159.0773878
2008-08-10,0.0,0.0,2.4,0.0,0.0,1.0,0.2,9.4,0.0,0.0,23.55,22.45,134.699488,134.57240819999998,158.8276545
2008-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,0.0,22.85,23.05,139.1579438,139.3917003,165.024
2008-08-12,0.0,0.0,0.0,0.0,0.2,0.2,0.0,9.4,0.0,0.0,22.65,23.05,139.1579438,136.9056,168.40704
2008-08-13,0.0,0.0,0.0,0.0,0.0,0.2,0.0,9.5,0.0,0.0,24.4,24.0,139.1579438,137.7356254,165.024
2008-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,25.25,26.7,135.28224,137.7356254,145.845891
2008-08-15,10.0,13.2,68.6,19.6,35.8,0.2,21.4,9.5,0.0,0.0,18.85,21.8,127.96451359999999,134.57240819999998,165.024
2008-08-16,19.2,0.2,3.4,0.0,21.8,15.0,9.0,9.5,0.0,0.0,19.05,21.0,170.7691055,171.9431925,151.74912
2008-08-17,0.0,0.0,0.2,0.0,0.0,0.0,0.0,9.5,0.0,0.0,18.35,19.9,139.1579438,137.7356254,156.75621230000002
2008-08-18,0.2,0.0,0.0,0.0,0.0,0.2,0.2,9.5,0.0,0.0,20.7,21.0,134.699488,127.8437878,165.024
2008-08-19,0.0,0.0,0.0,0.0,0.8,2.2,0.2,9.4,0.0,0.0,21.7,22.3,139.1579438,139.3917003,159.0773878
2008-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,0.0,23.5,23.55,170.7691055,157.1024866,156.75621230000002
2008-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,0.0,23.4,23.3,139.1579438,137.7356254,165.024
2008-08-22,0.0,0.0,0.2,0.0,0.2,0.2,0.0,9.5,0.0,0.0,22.8,22.9,139.1579438,159.15312,159.986688
