,Depth_to_Groundwater_SAL_pred,Depth_to_Groundwater_SAL_actual,Depth_to_Groundwater_SAL_resid,Depth_to_Groundwater_CoS_pred,Depth_to_Groundwater_CoS_actual,Depth_to_Groundwater_CoS_resid,Depth_to_Groundwater_LT2_pred,Depth_to_Groundwater_LT2_actual,Depth_to_Groundwater_LT2_resid,Depth_to_Groundwater_Pozzo_1_pred,Depth_to_Groundwater_Pozzo_1_actual,Depth_to_Groundwater_Pozzo_1_resid,Depth_to_Groundwater_Pozzo_2_pred,Depth_to_Groundwater_Pozzo_2_actual,Depth_to_Groundwater_Pozzo_2_resid,Depth_to_Groundwater_Pozzo_3_pred,Depth_to_Groundwater_Pozzo_3_actual,Depth_to_Groundwater_Pozzo_3_resid,Depth_to_Groundwater_Pozzo_4_pred,Depth_to_Groundwater_Pozzo_4_actual,Depth_to_Groundwater_Pozzo_4_resid,Depth_to_Groundwater_Pozzo_5_pred,Depth_to_Groundwater_Pozzo_5_actual,Depth_to_Groundwater_Pozzo_5_resid,Depth_to_Groundwater_Pozzo_6_pred,Depth_to_Groundwater_Pozzo_6_actual,Depth_to_Groundwater_Pozzo_6_resid,Depth_to_Groundwater_Pozzo_7_pred,Depth_to_Groundwater_Pozzo_7_actual,Depth_to_Groundwater_Pozzo_7_resid,Depth_to_Groundwater_Pozzo_8_pred,Depth_to_Groundwater_Pozzo_8_actual,Depth_to_Groundwater_Pozzo_8_resid,Depth_to_Groundwater_Pozzo_9_pred,Depth_to_Groundwater_Pozzo_9_actual,Depth_to_Groundwater_Pozzo_9_resid,Depth_to_Groundwater_Podere_Casetta_pred,Depth_to_Groundwater_Podere_Casetta_actual,Depth_to_Groundwater_Podere_Casetta_resid,Depth_to_Groundwater_P24_pred,Depth_to_Groundwater_P24_actual,Depth_to_Groundwater_P24_resid,Depth_to_Groundwater_P25_pred,Depth_to_Groundwater_P25_actual,Depth_to_Groundwater_P25_resid
2007-05-06,0.0,2.168777955372908,-2.168777955372908,0.0,-1.0557193879794842,1.0557193879794842,0.0,1.6503572509065014,-1.6503572509065014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0033262888367291492,-0.0033262888367291492,0.0,0.01385300214541549,-0.01385300214541549
2007-05-07,0.0,2.1168062255781073,-2.1168062255781073,0.0,-1.0929010541523834,1.0929010541523834,0.0,1.6837408329239254,-1.6837408329239254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.018428172176633745,-0.018428172176633745,0.0,0.01074540302994409,-0.01074540302994409
2007-05-08,0.0,1.908919306398906,-1.908919306398906,0.0,-1.1003373873869629,1.1003373873869629,0.0,1.7059965542688769,-1.7059965542688769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0456115621884646,-0.0456115621884646,0.0,0.035606195953711985,-0.035606195953711985
2007-05-09,0.0,1.8222997567409058,-1.8222997567409058,0.0,-1.0929010541523834,1.0929010541523834,0.0,1.7171244149413516,-1.7171244149413516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.05467269219240714,-0.05467269219240714,0.0,0.044928993300123975,-0.044928993300123975
2007-05-10,0.0,1.7530041170145056,-1.7530041170145056,0.0,-1.070592054448644,1.070592054448644,0.0,1.7171244149413516,-1.7171244149413516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.02144854884461531,-0.02144854884461531,0.0,0.020068200376357186,-0.020068200376357186
2007-05-11,0.0,1.8049758468093062,-1.8049758468093062,0.0,-1.0482830547449047,1.0482830547449047,0.0,1.6948686935964021,-1.6948686935964021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.030509678848558926,-0.030509678848558926,0.0,0.026283398607298884,-0.026283398607298884
2007-05-12,0.0,1.8222997567409058,-1.8222997567409058,0.0,-1.0111013885720062,1.0111013885720062,0.0,1.6837408329239254,-1.6837408329239254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.04863193885644509,-0.04863193885644509,0.0,0.03871379506918228,-0.03871379506918228
2007-05-13,0.0,1.8222997567409058,-1.8222997567409058,0.0,-0.9887923888682668,0.9887923888682668,0.0,1.6948686935964021,-1.6948686935964021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.04863193885644509,-0.04863193885644509,0.0,0.04803659241559538,-0.04803659241559538
2007-05-14,0.0,1.7876519368777064,-1.7876519368777064,0.0,-0.9962287221028463,0.9962287221028463,0.0,1.672612972251451,-1.672612972251451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.1573654989037642,-0.1573654989037642,0.0,0.06668218710842047,-0.06668218710842047
2007-05-15,0.0,1.8396236666725072,-1.8396236666725072,0.0,-0.9813560556336872,0.9813560556336872,0.0,1.672612972251451,-1.672612972251451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.19058964225155603,-0.19058964225155603,0.0,0.09465057914765866,-0.09465057914765866
2007-05-16,0.0,1.8915953964673062,-1.8915953964673062,0.0,-0.9739197223991076,0.9739197223991076,0.0,1.6948686935964021,-1.6948686935964021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.057693068860388705,-0.057693068860388705,0.0,0.06046698887747877,-0.06046698887747877
2007-05-17,0.0,1.7876519368777064,-1.7876519368777064,0.0,-0.9813560556336872,0.9813560556336872,0.0,1.672612972251451,-1.672612972251451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.042591185520483035,-0.042591185520483035,0.0,0.04182139418465368,-0.04182139418465368
2007-05-18,0.0,1.8742714865357066,-1.8742714865357066,0.0,-0.9516107226953683,0.9516107226953683,0.0,1.6948686935964021,-1.6948686935964021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.16038587557174577,-0.16038587557174577,0.0,0.07289738533936327,-0.07289738533936327
2007-05-19,0.0,1.908919306398906,-1.908919306398906,0.0,-0.9144290565224698,0.9144290565224698,0.0,1.7171244149413516,-1.7171244149413516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.1936100189195376,-0.1936100189195376,0.0,0.10086577737860146,-0.10086577737860146
2007-05-20,0.0,1.8569475766041068,-1.8569475766041068,0.0,-0.8772473903495712,0.8772473903495712,0.0,1.728252275613826,-1.728252275613826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.19663039558751916,-0.19663039558751916,0.0,0.11018857472501345,-0.11018857472501345
2007-05-21,0.0,1.8569475766041068,-1.8569475766041068,0.0,-0.8549383906458319,0.8549383906458319,0.0,1.7393801362863008,-1.7393801362863008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.20871190225944328,-0.20871190225944328,0.0,0.3215053145770356,-0.3215053145770356
2007-05-22,0.0,1.943567126262107,-1.943567126262107,0.0,-0.8103203912383532,0.8103203912383532,0.0,1.7393801362863008,-1.7393801362863008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.2600583056151213,-0.2600583056151213,0.0,0.15369496234160643,-0.15369496234160643
2007-05-23,0.0,1.9782149461253065,-1.9782149461253065,0.0,-0.825193057707513,0.825193057707513,0.0,1.7393801362863008,-1.7393801362863008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.2993232022988762,-0.2993232022988762,0.0,0.19098615172725772,-0.19098615172725772
2007-05-24,0.0,2.030186675920107,-2.030186675920107,0.0,-0.7805750583000349,0.7805750583000349,0.0,1.7505079969587756,-1.7505079969587756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.16944700557568831,-0.16944700557568831,0.0,0.17234055703443152,-0.17234055703443152
2007-05-25,0.0,2.064834495783308,-2.064834495783308,0.0,-0.750829725361716,0.750829725361716,0.0,1.7393801362863008,-1.7393801362863008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.3295269689786865,-0.3295269689786865,0.0,0.2096317464200828,-0.2096317464200828
2007-05-26,0.0,2.064834495783308,-2.064834495783308,0.0,-0.7062117259542372,0.7062117259542372,0.0,1.7171244149413516,-1.7171244149413516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.3144250856387808,-0.3144250856387808,0.0,0.2096317464200828,-0.2096317464200828
2007-05-27,0.0,1.9955388560569076,-1.9955388560569076,0.0,-0.6615937265467592,0.6615937265467592,0.0,1.6948686935964021,-1.6948686935964021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.2600583056151213,-0.2600583056151213,0.0,0.19098615172725772,-0.19098615172725772
2007-05-28,0.0,1.8915953964673062,-1.8915953964673062,0.0,-0.7359570588925561,0.7359570588925561,0.0,1.639229390234027,-1.639229390234027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.08185608220423692,-0.08185608220423692,0.0,0.10708097560954316,-0.10708097560954316
2007-05-29,0.0,1.8396236666725072,-1.8396236666725072,0.0,-0.8400657241766721,0.8400657241766721,0.0,1.672612972251451,-1.672612972251451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.10299871888010464,-0.10299871888010464,0.0,0.10397337649407176,-0.10397337649407176
2007-05-30,0.0,1.8569475766041068,-1.8569475766041068,0.0,-0.8400657241766721,0.8400657241766721,0.0,1.7505079969587756,-1.7505079969587756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.12414135555597237,-0.12414135555597237,0.0,0.11640377295595515,-0.11640377295595515
2007-05-31,0.0,1.8569475766041068,-1.8569475766041068,0.0,-0.8400657241766721,0.8400657241766721,0.0,1.7838915789761995,-1.7838915789761995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.1573654989037642,-0.1573654989037642,0.0,0.13504936764878134,-0.13504936764878134
2007-06-01,0.0,1.8396236666725072,-1.8396236666725072,0.0,-0.8475020574112523,0.8475020574112523,0.0,1.76163585763125,-1.76163585763125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.14830436889982165,-0.14830436889982165,0.0,0.13815696676425165,-0.13815696676425165
2007-06-02,0.0,1.8049758468093062,-1.8049758468093062,0.0,-0.8698110571149911,0.8698110571149911,0.0,1.76163585763125,-1.76163585763125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.22079340893136737,-0.22079340893136737,0.0,0.15991016057254814,-0.15991016057254814
2007-06-03,0.0,1.7356802070829058,-1.7356802070829058,0.0,-0.89955639005331,0.89955639005331,0.0,1.7505079969587756,-1.7505079969587756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.11205984888404827,-0.11205984888404827,0.0,0.12261897118689685,-0.12261897118689685
2007-06-04,0.0,1.7530041170145056,-1.7530041170145056,0.0,-0.89955639005331,0.89955639005331,0.0,1.7505079969587756,-1.7505079969587756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.13622286222789648,-0.13622286222789648,0.0,0.12261897118689685,-0.12261897118689685
2007-06-05,0.0,1.8222997567409058,-1.8222997567409058,0.0,-0.89955639005331,0.89955639005331,0.0,1.728252275613826,-1.728252275613826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.2932824489629131,-0.2932824489629131,0.0,0.18166335438084463,-0.18166335438084463
2007-06-06,0.0,1.8222997567409058,-1.8222997567409058,0.0,-0.8772473903495712,0.8772473903495712,0.0,1.7059965542688769,-1.7059965542688769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.16642662890770782,-0.16642662890770782,0.0,0.16301775968801954,-0.16301775968801954
2007-06-07,0.0,1.8396236666725072,-1.8396236666725072,0.0,-0.8549383906458319,0.8549383906458319,0.0,1.7171244149413516,-1.7171244149413516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.25099717561117874,-0.25099717561117874,0.0,0.16612535880348983,-0.16612535880348983
2007-06-08,0.0,1.8222997567409058,-1.8222997567409058,0.0,-0.8326293909420925,0.8326293909420925,0.0,1.7171244149413516,-1.7171244149413516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.20871190225944328,-0.20871190225944328,0.0,0.15991016057254814,-0.15991016057254814
2007-06-09,0.0,1.8569475766041068,-1.8569475766041068,0.0,-0.7880113915346144,0.7880113915346144,0.0,1.7171244149413516,-1.7171244149413516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.2932824489629131,-0.2932824489629131,0.0,0.19098615172725772,-0.19098615172725772
2007-06-10,0.0,1.8049758468093062,-1.8049758468093062,0.0,-0.7731387250654547,0.7731387250654547,0.0,1.7059965542688769,-1.7059965542688769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.2630786822831028,-0.2630786822831028,0.0,0.17855575526537434,-0.17855575526537434
2007-06-11,0.0,1.7356802070829058,-1.7356802070829058,0.0,-0.7582660585962955,0.7582660585962955,0.0,1.6948686935964021,-1.6948686935964021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.2932824489629131,-0.2932824489629131,0.0,0.18787855261178632,-0.18787855261178632
2007-06-12,0.0,1.8049758468093062,-1.8049758468093062,0.0,-0.7359570588925561,0.7359570588925561,0.0,1.672612972251451,-1.672612972251451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.3174454623067624,-0.3174454623067624,0.0,0.2096317464200828,-0.2096317464200828
2007-06-13,0.0,1.8049758468093062,-1.8049758468093062,0.0,-0.7136480591888168,0.7136480591888168,0.0,1.672612972251451,-1.672612972251451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.30838433230281875,-0.30838433230281875,0.0,0.2096317464200828,-0.2096317464200828
2007-06-14,0.0,1.8396236666725072,-1.8396236666725072,0.0,-0.6839027262504979,0.6839027262504979,0.0,1.6837408329239254,-1.6837408329239254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.3295269689786865,-0.3295269689786865,0.0,0.2313849402283793,-0.2313849402283793
2007-06-15,0.0,1.8915953964673062,-1.8915953964673062,0.0,-0.6615937265467592,0.6615937265467592,0.0,1.672612972251451,-1.672612972251451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.3416084756506106,-0.3416084756506106,0.0,0.23760013845932101,-0.23760013845932101
2007-06-16,0.0,1.908919306398906,-1.908919306398906,0.0,-0.6392847268430197,0.6392847268430197,0.0,1.6837408329239254,-1.6837408329239254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.34764922898657374,-0.34764922898657374,0.0,0.2469229358057341,-0.2469229358057341
2007-06-17,0.0,1.8569475766041068,-1.8569475766041068,0.0,-0.6169757271392804,0.6169757271392804,0.0,1.6948686935964021,-1.6948686935964021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.2056915255914617,-0.2056915255914617,0.0,0.21584694465102452,-0.21584694465102452
2007-06-18,0.0,1.8222997567409058,-1.8222997567409058,0.0,-0.6021030606701213,0.6021030606701213,0.0,1.7171244149413516,-1.7171244149413516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.33556772231464854,-0.33556772231464854,0.0,0.23449253934385073,-0.23449253934385073
2007-06-19,0.0,1.908919306398906,-1.908919306398906,0.0,-0.5500487280280629,0.5500487280280629,0.0,1.7059965542688769,-1.7059965542688769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.42919939902206306,-0.42919939902206306,0.0,0.2997521207687391,-0.2997521207687391
2007-06-20,0.0,2.064834495783308,-2.064834495783308,0.0,-0.520303395089744,0.520303395089744,0.0,1.7171244149413516,-1.7171244149413516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.44128090569398715,-0.44128090569398715,0.0,0.324612913692507,-0.324612913692507
2007-06-21,0.0,2.0475105858517066,-2.0475105858517066,0.0,0.2828205942448665,-0.2828205942448665,0.0,1.7393801362863008,-1.7393801362863008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.4503420356979308,-0.4503420356979308,0.0,0.3401509092698618,-0.3401509092698618
2007-06-22,0.0,2.0821584057149076,-2.0821584057149076,0.0,-0.15592306659533725,0.15592306659533725,0.0,1.7505079969587756,-1.7505079969587756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.4654439190378354,-0.4654439190378354,0.0,0.35879650396268686,-0.35879650396268686
2007-06-23,0.0,2.0475105858517066,-2.0475105858517066,0.0,0.5356559242205772,-0.5356559242205772,0.0,1.76163585763125,-1.76163585763125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.4624235423698549,-0.4624235423698549,0.0,0.3619041030781583,-0.3619041030781583
2007-06-24,0.0,1.9955388560569076,-1.9955388560569076,0.0,0.34974759335608396,-0.34974759335608396,0.0,1.7838915789761995,-1.7838915789761995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.47148467237379743,-0.47148467237379743,0.0,0.36501170219362855,-0.36501170219362855
2007-06-25,0.0,1.9608910361937066,-1.9608910361937066,0.0,0.840545586838346,-0.840545586838346,0.0,1.76163585763125,-1.76163585763125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.4654439190378354,-0.4654439190378354,0.0,0.3681193013091,-0.3681193013091
2007-06-26,0.0,2.030186675920107,-2.030186675920107,0.0,-0.14105040012617812,0.14105040012617812,0.0,1.7393801362863008,-1.7393801362863008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.5228310757294765,-0.5228310757294765,0.0,0.40230289157927984,-0.40230289157927984
2007-06-27,0.0,2.030186675920107,-2.030186675920107,0.0,0.7290005883196499,-0.7290005883196499,0.0,1.7727637183037248,-1.7727637183037248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.5228310757294765,-0.5228310757294765,0.0,0.40851808981022153,-0.40851808981022153
2007-06-28,0.0,2.0128627659885074,-2.0128627659885074,0.0,0.03742159750373548,-0.03742159750373548,0.0,1.8061473003211508,-1.8061473003211508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.5620959724132304,-0.5620959724132304,0.0,0.4458092791958728,-0.4458092791958728
2007-06-29,0.0,2.030186675920107,-2.030186675920107,0.0,-0.014632735138322821,0.014632735138322821,0.0,1.8395308823385748,-1.8395308823385748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.571157102417174,-0.571157102417174,0.0,0.46445487388869794,-0.46445487388869794
2007-06-30,0.0,2.0128627659885074,-2.0128627659885074,0.0,0.9818359182953604,-0.9818359182953604,0.0,1.8506587430110495,-1.8506587430110495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.571157102417174,-0.571157102417174,0.0,0.4551320765422848,-0.4551320765422848
2007-07-01,0.0,1.908919306398906,-1.908919306398906,0.0,0.9074725859495635,-0.9074725859495635,0.0,1.8395308823385748,-1.8395308823385748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.5681367257491925,-0.5681367257491925,0.0,0.4520244774268145,-0.4520244774268145
2007-07-02,0.0,1.8396236666725072,-1.8396236666725072,0.0,0.9818359182953604,-0.9818359182953604,0.0,1.8395308823385748,-1.8395308823385748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.5590755957452499,-0.5590755957452499,0.0,0.44891687831134314,-0.44891687831134314
2007-07-03,0.0,1.943567126262107,-1.943567126262107,0.0,0.944654252122462,-0.944654252122462,0.0,1.8506587430110495,-1.8506587430110495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.6104219991009279,-0.6104219991009279,0.0,0.47377767123511105,-0.47377767123511105
2007-07-04,0.0,1.943567126262107,-1.943567126262107,0.0,2.0154862379019423,-2.0154862379019423,0.0,1.8172751609936255,-1.8172751609936255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.6013608690969854,-0.6013608690969854,0.0,0.4706700721196396,-0.4706700721196396
2007-07-05,0.0,1.9262432163305072,-1.9262432163305072,0.0,1.0636355838757376,-1.0636355838757376,0.0,1.8617866036835242,-1.8617866036835242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.6134423757689095,-0.6134423757689095,0.0,0.4893156668124658,-0.4893156668124658
2007-07-06,0.0,1.9782149461253065,-1.9782149461253065,0.0,1.2941619141477096,-1.2941619141477096,0.0,1.8951701857009502,-1.8951701857009502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.667809155792569,-0.667809155792569,0.0,0.526606856198116,-0.526606856198116
