,Rainfall_Bastia_Umbra,Depth_to_Groundwater_P24,Depth_to_Groundwater_P25,Temperature_Bastia_Umbra,Temperature_Petrignano,Volume_C10_Petrignano,Hydrometry_Fiume_Chiascio_Petrignano
2008-06-04,15.5,30.7025,30.097499999999997,9.299999999999999,8.775,104623.488,2.575
2008-06-09,0.2,30.744999999999997,30.1325,11.575000000000001,10.925,108165.024,2.5250000000000004
2008-06-14,16.3,30.6575,30.080000000000002,7.875,6.875,99233.856,2.65
2008-06-19,5.9,30.835,30.21,7.775,7.325,109524.096,2.4250000000000003
2008-06-24,0.2,31.384999999999998,30.505,10.225,9.6,131075.712,2.275
2008-06-29,0.0,31.295,30.595,8.775,8.125,107406.432,2.5250000000000004
2008-07-04,0.3,31.2825,30.597500000000004,9.0,8.475,107209.44,2.5
2008-07-09,4.6,31.735,30.8275,7.75,6.95,120769.056,2.4
2008-07-14,6.3,31.564999999999998,30.86,10.55,9.475000000000001,108303.264,2.7249999999999996
2008-07-19,9.5,31.8725,31.042499999999997,9.275,9.024999999999999,117720.864,2.25
2008-07-24,0.0,32.165,31.262500000000003,9.65,9.475,124533.504,2.325
2008-07-29,0.0,32.2975,31.41,14.95,13.95,124777.15200000002,2.3
2008-08-03,0.9,32.605000000000004,31.619999999999997,11.825,12.05,133360.99200000003,2.2249999999999996
2008-08-08,4.0,32.62,31.7725,15.125,14.650000000000002,126969.984,2.275
2008-08-13,10.4,32.6075,31.8375,10.975000000000001,10.625,113237.568,2.4
2008-08-18,0.4,32.7,31.8575,6.2,6.025,128553.69600000001,2.4749999999999996
2008-08-23,3.3,32.745000000000005,31.945,11.325,11.024999999999999,124315.77599999998,2.375
2008-08-28,0.6,32.815,32.022499999999994,8.45,8.25,134098.848,2.2
2008-09-02,0.0,32.91,32.1275,19.4,19.675,145137.312,1.9749999999999996
2008-09-07,0.0,33.0925,32.2725,16.200000000000003,16.599999999999998,152040.67200000002,2.0999999999999996
2008-09-12,15.5,32.8425,32.19499999999999,11.25,11.375,123012.0,2.4
2008-09-17,0.0,32.855000000000004,32.1475,15.274999999999999,13.8,133061.184,2.4499999999999997
2008-09-22,0.2,33.012499999999996,32.220000000000006,16.4,16.675,140900.256,2.225
2008-09-27,0.1,32.9825,32.2675,18.200000000000003,18.35,140453.568,2.2
2008-10-02,0.1,33.097500000000004,32.34,14.350000000000001,14.875,141594.912,2.25
2008-10-07,1.6,33.230000000000004,32.434999999999995,15.149999999999999,15.299999999999999,147415.68,2.125
2008-10-12,0.0,33.2875,32.497499999999995,22.675,22.125,145268.64,2.0
2008-10-17,2.7,33.24,32.5225,18.575000000000003,18.125,138489.696,2.0999999999999996
2008-10-22,0.2,33.3425,32.57,14.125,14.175,144134.20799999998,2.275
2008-10-27,7.6,33.3825,32.595,16.7,16.85,141547.392,2.125
2008-11-01,1.2,33.3825,32.6375,10.875,11.375,139419.36000000002,2.4
2008-11-06,0.0,33.285000000000004,32.5925,7.5,7.45,125105.47200000001,2.35
2008-11-11,6.1000000000000005,33.49,32.8175,13.425,12.4,129015.07199999999,2.4
2008-11-16,2.6,33.464999999999996,32.792500000000004,11.625,12.2,125263.584,2.325
2008-11-21,9.1,33.449999999999996,32.7875,13.100000000000001,12.45,124510.176,2.325
2008-11-26,0.0,33.5075,32.817499999999995,10.675,10.05,130161.59999999999,2.5
2008-12-01,0.5,33.447500000000005,32.8025,14.575,14.225000000000001,125843.328,2.575
2008-12-06,20.4,33.39,32.73,8.25,5.8,120121.056,2.7
2008-12-11,46.0,33.292500000000004,32.5275,9.675,9.175,127803.744,2.625
2008-12-16,6.5,33.0875,32.182500000000005,7.125,7.6,116201.95199999999,2.675
2008-12-21,0.0,32.8425,31.865,10.15,9.349999999999998,112346.784,2.6
2008-12-26,2.9,32.3075,31.4475,7.325000000000001,6.525,103865.76,2.7249999999999996
2008-12-31,0.0,32.0525,31.1625,4.5,4.5,108914.97600000001,2.45
2009-01-05,0.0,31.8925,30.9775,0.8,0.875,120384.576,2.3249999999999997
2009-01-10,1.1,31.6425,30.7675,3.65,4.725,118860.48,2.3
2009-01-15,0.1,31.380000000000003,30.5675,5.225,5.1,110346.62400000001,2.3
2009-01-20,0.0,30.845,30.154999999999998,8.8,8.55,93153.024,2.3
2009-01-25,4.1,30.580000000000002,29.9825,5.375,4.875,95702.688,2.625
2009-01-30,0.0,30.3975,29.810000000000002,4.5,4.625,100583.424,2.475
2009-02-04,7.1,30.1875,29.59,9.975000000000001,9.55,101526.91200000001,2.65
2009-02-09,2.8,30.035,29.48,5.75,5.325,99167.32800000001,2.75
2009-02-14,0.0,29.924999999999997,29.3775,0.95,0.85,103525.34400000001,2.55
2009-02-19,0.0,29.7375,29.18,2.875,2.275,102507.552,2.4250000000000003
2009-02-24,0.0,29.5425,28.992500000000003,6.225,5.725,104826.52799999999,2.4
2009-03-01,9.9,29.3675,28.830000000000005,9.05,8.575,110142.72,2.425
2009-03-06,0.5,29.285,28.722499999999997,8.975,8.45,115006.17599999999,2.5250000000000004
2009-03-11,2.7,29.2325,28.682499999999997,8.95,8.100000000000001,122276.736,2.5
2009-03-16,2.5,29.102500000000003,28.5475,10.249999999999998,9.975,120267.936,2.4
2009-03-21,0.0,28.8075,28.275,6.175000000000001,5.9,108241.92000000001,2.5999999999999996
2009-03-26,0.8,28.68,28.17,11.125,10.2,110780.35200000001,2.475
2009-03-31,8.1,28.5775,28.0775,13.2,12.850000000000001,113419.00799999999,2.625
2009-04-05,0.0,28.472499999999997,27.990000000000002,14.275,13.575000000000001,114571.584,2.525
2009-04-10,0.0,28.2225,27.775,14.775,14.124999999999998,103810.46399999999,2.4
2009-04-15,0.1,28.257499999999997,27.7475,14.25,13.45,121095.64800000002,2.3
2009-04-20,1.1,28.064999999999998,27.560000000000002,13.75,13.3,110595.45599999999,2.3249999999999997
2009-04-25,4.1,27.985,27.4725,14.4,14.0,112446.144,2.3
2009-04-30,2.9,27.875,27.39,13.7,13.149999999999999,109430.78399999999,2.3499999999999996
2009-05-05,0.0,27.93,27.395,16.900000000000002,16.025,122214.528,2.1750000000000003
2009-05-10,0.0,28.0025,27.4325,19.450000000000003,18.15,129202.56,2.1
2009-05-15,0.0,28.012500000000003,27.430000000000003,21.0,20.35,131701.24800000002,2.1
2009-05-20,0.0,28.2025,27.580000000000002,23.225,22.1,141947.424,2.05
2009-05-25,0.0,28.2275,27.625,23.45,22.125,137890.08000000002,2.025
2009-05-30,28.6,27.9025,27.3425,16.35,15.874999999999998,111365.28,2.0749999999999997
2009-06-04,0.0,27.974999999999998,27.37,21.075,20.025,125860.60800000001,2.1
2009-06-09,0.0,28.162499999999998,27.5,21.55,20.225,140634.144,2.075
2009-06-14,0.0,28.4225,27.7225,25.175,23.799999999999997,137506.464,2.0
2009-06-19,0.3,28.292499999999997,27.6325,20.925000000000004,20.125,127679.328,2.0
2009-06-24,0.0,28.267500000000002,27.605,19.475,18.8,117005.472,2.05
2009-06-29,0.0,28.130000000000003,27.4775,22.725,22.150000000000002,112994.784,2.1
2009-07-04,0.5,27.875,27.3225,23.949999999999996,23.1,119726.208,2.1
2009-07-09,0.0,28.022499999999997,27.4425,22.5,21.475,119153.376,2.325
2009-07-14,0.0,28.465000000000003,27.744999999999997,27.725,26.375,143137.152,2.0
2009-07-19,0.0,28.417499999999997,27.7925,24.45,22.925,123247.872,2.0
2009-07-24,0.0,28.8225,28.065,27.85,26.900000000000002,131451.552,1.975
2009-07-29,0.0,29.042500000000004,28.240000000000002,27.825,26.675,131606.208,1.95
2009-08-03,47.1,28.58,28.052500000000002,22.299999999999997,21.775,105775.2,2.05
2009-08-08,0.1,28.4725,27.980000000000004,24.525,24.0,108846.72,2.0
2009-08-13,0.0,28.552500000000002,28.02,26.45,25.7,119137.82400000001,2.1
2009-08-18,0.0,28.96,28.237499999999997,27.450000000000003,26.924999999999997,134208.576,2.075
2009-08-23,0.0,29.232499999999998,28.41,26.575000000000003,26.075,150685.05599999998,2.0
2009-08-28,0.0,29.004999999999995,28.322499999999998,25.9,25.275,130401.79200000002,2.0
2009-09-02,0.0,29.174999999999997,28.427500000000002,26.15,25.575,140960.736,2.0
2009-09-07,0.0,29.165,28.445,19.674999999999997,19.375,133468.128,2.0
2009-09-12,0.0,29.1,28.415,19.45,18.825,131988.96,2.0
2009-09-17,13.6,28.91,28.365,19.475,19.075000000000003,130024.22400000002,2.025
2009-09-22,0.0,29.0325,28.395000000000003,20.725,20.8,135679.10400000002,2.0
2009-09-27,0.0,29.330000000000002,28.59,20.125,19.925,142915.104,1.975
2009-10-02,0.0,29.35,28.64,18.325000000000003,17.8,143336.736,1.9
2009-10-07,0.0,29.485,28.7425,19.5,18.9,147443.32799999998,1.9249999999999998
2009-10-12,10.6,29.305,28.6675,10.174999999999999,10.225,131344.416,1.975
2009-10-17,0.0,29.4075,28.732499999999998,8.75,8.675,140476.032,1.9
2009-10-22,0.0,29.465,28.747500000000002,14.224999999999998,14.225,140119.2,2.0
2009-10-27,0.0,29.712500000000002,28.972500000000004,11.925,12.1,147048.47999999998,1.975
2009-11-01,7.1,29.6325,28.905,8.35,7.925,141756.48,2.0
2009-11-06,15.200000000000001,29.6875,28.9925,9.45,9.225,144003.744,2.025
2009-11-11,0.0,29.692500000000003,29.0625,7.725,7.65,136636.416,2.0
2009-11-16,0.0,29.657500000000002,29.015,11.075,11.225,130921.05600000001,2.0
2009-11-21,0.0,29.8575,29.11,9.5,9.325,132555.744,2.0
2009-11-26,12.8,29.85,29.115,10.475,10.45,133971.84,2.05
2009-12-01,14.4,29.915,29.169999999999998,5.300000000000001,5.050000000000001,132987.74399999998,2.225
2009-12-06,0.0,29.8675,29.177500000000002,7.85,7.55,127673.28,2.225
2009-12-11,2.7,30.045,29.2625,5.05,5.300000000000001,142760.448,2.225
2009-12-16,11.9,29.9475,29.2225,2.2750000000000004,2.175,130743.93599999999,2.3
2009-12-21,0.0,30.1475,29.375,10.35,10.225,144166.17599999998,2.6
2009-12-26,5.1,29.8275,29.215000000000003,7.75,7.449999999999999,112610.304,2.75
2009-12-31,29.5,29.845,29.15,8.55,8.375,114734.016,2.975
2010-01-05,32.6,29.622500000000002,29.0225,7.324999999999999,7.275,106062.91200000001,3.575
2010-01-10,0.1,29.630000000000003,28.985,3.2,3.2,107669.952,2.875
2010-01-15,0.1,29.5,28.8775,4.025,4.275,107423.712,2.55
2010-01-20,0.0,29.439999999999998,28.755,2.025,2.575,119326.176,2.4
2010-01-25,12.7,29.182500000000005,28.567500000000003,3.05,2.9499999999999997,110572.99200000001,2.425
2010-01-30,0.0,29.1375,28.455,2.45,2.3,112925.664,2.5
2010-02-04,19.4,28.935,28.3975,5.25,5.0,113318.784,2.6500000000000004
2010-02-09,3.9,28.8875,28.270000000000003,2.95,2.9749999999999996,113720.544,2.675
2010-02-14,0.0,28.8025,28.2275,6.375,6.55,116830.08000000002,2.575
2010-02-19,0.5,28.665,28.0575,8.725,8.4,112659.55200000001,3.05
2010-02-24,0.3,28.465,27.902499999999996,10.774999999999999,10.5,111583.872,3.075
2010-03-01,7.1,28.259999999999998,27.677500000000002,9.9,9.85,107288.928,2.7249999999999996
2010-03-06,6.0,28.1425,27.5125,3.625,3.2249999999999996,114815.23199999999,2.6
2010-03-11,0.8,27.99,27.345,5.6,5.6,119779.77600000001,2.7
2010-03-16,0.0,27.8625,27.229999999999997,8.275,7.7250000000000005,119704.60800000001,2.575
2010-03-21,0.0,27.57,26.917499999999997,12.425,12.1,117768.384,2.5
2010-03-26,0.0,27.19,26.689999999999998,12.799999999999999,12.174999999999999,119149.056,2.4
2010-03-31,0.0,27.102500000000003,26.57,11.524999999999999,10.875,122339.808,2.3249999999999997
2010-04-05,4.5,26.747500000000002,26.349999999999998,10.725,10.275,107767.584,2.575
2010-04-10,0.9,26.7675,26.23,10.05,9.65,115086.528,2.4000000000000004
2010-04-15,0.0,26.757499999999997,26.1425,12.100000000000001,11.925,112882.464,2.3000000000000003
2010-04-20,0.0,26.5775,26.072499999999998,14.350000000000001,13.75,115185.888,2.375
2010-04-25,0.0,26.49,26.000000000000004,17.299999999999997,16.950000000000003,117649.15199999999,2.3
2010-04-30,6.5,26.285,25.86,17.075,16.225,110815.776,2.3000000000000003
2010-05-05,0.3,26.307499999999997,25.762500000000003,13.125,12.625,118000.8,2.3249999999999997
2010-05-10,16.1,26.065,25.637499999999996,15.75,15.2,110207.52,2.4
2010-05-15,25.2,25.927500000000002,25.52,13.375,12.9,106697.952,3.15
2010-05-20,0.0,26.0575,25.5125,16.25,15.75,117253.44000000002,2.6
2010-05-25,0.0,26.025,25.389999999999997,19.825,18.450000000000003,124275.168,2.4
2010-05-30,0.0,25.8575,25.255000000000003,18.6,17.775,117041.76000000001,2.4
2010-06-04,0.0,25.835,25.235,21.35,20.475,122824.512,2.325
2010-06-09,0.0,26.107499999999998,25.4125,24.475,23.225,128917.44,2.025
2010-06-14,2.2,26.025000000000002,25.385,22.724999999999998,21.750000000000004,119796.19200000001,2.15
2010-06-19,10.1,25.587500000000002,25.1275,17.125,16.6,106570.944,2.35
2010-06-24,5.3,25.759999999999998,25.192499999999995,20.8,20.125,113969.376,2.025
2010-06-29,0.0,26.1475,25.380000000000003,24.75,23.950000000000003,127033.056,2.0
2010-07-04,0.0,26.3775,25.59,26.125,25.125,121827.456,2.0
2010-07-09,0.0,26.6025,25.81,26.599999999999998,25.75,125400.96,2.0
