,Rainfall_Terni,Flow_Rate_Lupa
2010-02-14,14.956,78.145
2010-02-19,14.956,78.195
2010-02-24,14.956,78.245
2010-03-01,10.032,78.295
2010-03-06,10.032,78.345
2010-03-11,10.032,78.395
2010-03-16,10.032,78.445
2010-03-21,10.032,78.495
2010-03-26,10.032,78.565
2010-03-31,12.003,78.86
2010-04-05,12.66,78.645
2010-04-10,12.66,78.695
2010-04-15,12.66,78.87
2010-04-20,12.66,78.795
2010-04-25,12.66,78.845
2010-04-30,15.464999999999998,78.895
2010-05-05,16.4,78.945
2010-05-10,16.4,78.995
2010-05-15,16.4,78.98500000000001
2010-05-20,16.4,78.9525
2010-05-25,16.4,78.95500000000001
2010-05-30,11.393999999999998,90.35
2010-06-04,6.388,84.76500000000001
2010-06-09,6.388,97.2575
2010-06-14,6.388,90.715
2010-06-19,6.388,86.69
2010-06-24,6.388,89.7125
2010-06-29,6.148000000000001,83.765
2010-07-04,5.908,81.7625
2010-07-09,5.908,81.76249999999999
2010-07-14,5.908,81.7575
2010-07-19,5.908,81.765
2010-07-24,5.908,81.765
2010-07-29,5.189,81.225
2010-08-03,3.032,79.6075
2010-08-08,3.032,79.58
2010-08-13,3.032,79.5625
2010-08-18,3.032,79.5575
2010-08-23,3.032,79.565
2010-08-28,3.032,79.615
2010-09-02,5.64,79.6575
2010-09-07,5.64,79.695
2010-09-12,5.64,79.745
2010-09-17,5.64,79.795
2010-09-22,5.64,79.845
2010-09-27,5.64,79.895
2010-10-02,12.112,79.945
2010-10-07,12.112,79.995
2010-10-12,12.112,80.065
2010-10-17,12.112,80.115
2010-10-22,12.112,80.045
2010-10-27,12.112,80.195
2010-11-01,31.84,80.245
2010-11-06,31.84,80.295
2010-11-11,31.84,80.345
2010-11-16,31.84,80.395
2010-11-21,31.84,80.445
2010-11-26,31.84,80.495
2010-12-01,14.132,80.565
2010-12-06,14.132,80.615
2010-12-11,14.132,80.665
2010-12-16,14.132,80.6725
2010-12-21,14.132,80.745
2010-12-26,14.132,80.795
2010-12-31,8.672,80.845
2011-01-05,6.852,80.895
2011-01-10,6.852,80.945
2011-01-15,6.852,80.995
2011-01-20,6.852,81.065
2011-01-25,6.852,81.115
2011-01-30,6.8580000000000005,81.165
2011-02-04,6.864,81.2025
2011-02-09,6.864,81.245
2011-02-14,6.864,81.295
2011-02-19,6.864,81.345
2011-02-24,6.864,81.395
2011-03-01,13.564,81.445
2011-03-06,13.564,81.495
2011-03-11,13.564,81.565
2011-03-16,13.564,81.615
2011-03-21,13.564,81.665
2011-03-26,13.564,81.65
2011-03-31,7.822000000000001,81.745
2011-04-05,5.908,81.795
2011-04-10,5.908,81.845
2011-04-15,5.908,81.895
2011-04-20,5.908,81.945
2011-04-25,5.908,81.995
2011-04-30,6.367,82.065
2011-05-05,6.52,82.115
2011-05-10,6.52,82.165
2011-05-15,6.52,82.215
2011-05-20,6.52,82.1675
2011-05-25,6.52,82.295
2011-05-30,7.194000000000001,82.345
2011-06-04,7.868,82.395
2011-06-09,7.868,82.445
2011-06-14,7.868,82.495
2011-06-19,7.868,82.565
2011-06-24,7.868,82.615
2011-06-29,8.602,82.665
2011-07-04,9.336,82.715
2011-07-09,9.336,82.715
2011-07-14,9.336,82.795
2011-07-19,9.336,82.845
2011-07-24,9.336,82.895
2011-07-29,7.370000000000001,82.945
2011-08-03,1.472,82.995
2011-08-08,1.472,83.065
2011-08-13,1.472,83.115
2011-08-18,1.472,83.165
2011-08-23,1.472,83.215
2011-08-28,1.472,83.26499999999999
2011-09-02,6.468,83.2975
2011-09-07,6.468,83.345
2011-09-12,6.468,83.395
2011-09-17,6.468,83.445
2011-09-22,6.468,83.495
2011-09-27,6.468,83.565
2011-10-02,9.1,83.615
2011-10-07,9.1,83.665
2011-10-12,9.1,83.715
2011-10-17,9.1,83.76499999999999
2011-10-22,9.1,83.7075
2011-10-27,9.1,83.845
2011-11-01,5.803999999999999,83.895
2011-11-06,5.803999999999999,83.945
2011-11-11,5.803999999999999,83.995
2011-11-16,5.803999999999999,84.065
2011-11-21,5.803999999999999,84.115
2011-11-26,5.803999999999999,84.165
2011-12-01,7.924,84.215
2011-12-06,7.924,84.26499999999999
2011-12-11,7.924,84.295
2011-12-16,7.924,84.345
2011-12-21,7.924,84.395
2011-12-26,7.924,84.445
2011-12-31,4.282,84.495
2012-01-05,3.068,84.565
2012-01-10,3.068,84.615
2012-01-15,3.068,84.665
2012-01-20,3.068,84.715
2012-01-25,3.068,84.76499999999999
2012-01-30,6.298,84.815
2012-02-04,9.528,84.845
2012-02-09,9.528,84.895
2012-02-14,9.528,84.945
2012-02-19,9.528,84.995
2012-02-24,9.528,85.065
2012-02-29,3.993,85.115
2012-03-05,2.148,85.165
2012-03-10,2.148,85.215
2012-03-15,2.148,85.26499999999999
2012-03-20,2.148,85.315
2012-03-25,2.148,85.235
2012-03-30,7.210000000000001,85.39499999999998
2012-04-04,12.272,85.445
2012-04-09,12.272,85.495
2012-04-14,12.272,85.565
2012-04-19,12.272,85.615
2012-04-24,12.272,85.665
2012-04-29,11.943999999999999,85.715
2012-05-04,11.616,85.76499999999999
2012-05-09,11.616,85.815
2012-05-14,11.616,85.865
2012-05-19,11.616,85.85499999999999
2012-05-24,11.616,85.945
2012-05-29,9.419,85.995
2012-06-03,2.8280000000000003,86.065
2012-06-08,2.8280000000000003,86.115
2012-06-13,2.8280000000000003,86.165
2012-06-18,2.8280000000000003,86.215
2012-06-23,2.8280000000000003,86.26499999999999
2012-06-28,2.7520000000000007,86.315
2012-07-03,2.524,86.365
2012-07-08,2.524,86.38
2012-07-13,2.524,86.445
2012-07-18,2.524,86.495
2012-07-23,2.524,86.565
2012-07-28,2.524,86.615
2012-08-02,4.22,86.665
2012-08-07,4.22,86.715
2012-08-12,4.22,86.76499999999999
2012-08-17,4.22,86.815
2012-08-22,4.22,86.865
2012-08-27,4.22,86.845
2012-09-01,15.276,86.945
2012-09-06,15.276,86.995
2012-09-11,15.276,87.065
2012-09-16,15.276,87.115
2012-09-21,15.276,87.165
2012-09-26,15.276,87.215
2012-10-01,17.544,87.26499999999999
2012-10-06,17.544,87.315
2012-10-11,17.544,87.365
2012-10-16,17.544,87.415
2012-10-21,17.544,87.3625
2012-10-26,17.544,87.495
2012-10-31,24.795,87.565
2012-11-05,27.212,87.615
2012-11-10,27.212,87.665
2012-11-15,27.212,87.715
2012-11-20,27.212,87.76499999999999
2012-11-25,27.212,87.815
2012-11-30,15.425,87.865
2012-12-05,11.496,87.915
2012-12-10,11.496,87.93
2012-12-15,11.496,87.995
2012-12-20,11.496,88.065
2012-12-25,11.496,88.115
2012-12-30,11.622,88.165
2013-01-04,11.748,88.215
2013-01-09,11.748,88.26499999999999
2013-01-14,11.748,88.315
2013-01-19,11.748,88.365
2013-01-24,11.748,88.415
2013-01-29,12.599,88.465
2013-02-03,15.152,88.4975
2013-02-08,15.152,88.565
2013-02-13,15.152,88.615
2013-02-18,15.152,88.665
2013-02-23,15.152,88.715
2013-02-28,16.316000000000003,88.76499999999999
2013-03-05,16.704,88.815
2013-03-10,16.704,88.865
2013-03-15,16.704,88.915
2013-03-20,16.704,88.965
2013-03-25,16.704,88.89
2013-03-30,12.408000000000001,89.065
2013-04-04,8.112,89.115
2013-04-09,8.112,89.165
2013-04-14,8.112,89.215
2013-04-19,8.112,89.26499999999999
2013-04-24,8.112,89.315
2013-04-29,10.048000000000002,89.365
2013-05-04,11.984000000000002,89.415
2013-05-09,11.984000000000002,89.465
2013-05-14,11.984000000000002,89.4875
2013-05-19,11.984000000000002,89.565
2013-05-24,11.984000000000002,89.615
2013-05-29,10.196000000000002,89.665
2013-06-03,4.832,89.715
2013-06-08,4.832,89.76499999999999
2013-06-13,4.832,89.815
2013-06-18,4.832,89.865
2013-06-23,4.832,89.915
2013-06-28,5.667,89.965
2013-07-03,8.172,90.01499999999999
2013-07-08,8.172,90.065
2013-07-13,8.172,90.115
2013-07-18,8.172,90.165
2013-07-23,8.172,90.215
2013-07-28,8.172,90.26499999999999
2013-08-02,5.956,90.315
2013-08-07,5.956,90.365
2013-08-12,5.956,90.415
2013-08-17,5.956,90.465
2013-08-22,5.956,90.51499999999999
2013-08-27,5.956,90.49
2013-09-01,7.74,90.615
2013-09-06,7.74,90.665
2013-09-11,7.74,90.715
2013-09-16,7.74,90.76499999999999
2013-09-21,7.74,90.815
2013-09-26,7.74,90.865
2013-10-01,14.092,90.915
2013-10-06,14.092,90.965
2013-10-11,14.092,91.01499999999999
2013-10-16,14.092,91.05249999999998
2013-10-21,14.092,91.115
2013-10-26,14.092,91.165
2013-10-31,19.975,91.215
2013-11-05,21.936,91.26499999999999
2013-11-10,21.936,91.315
2013-11-15,21.936,91.365
2013-11-20,21.936,91.415
2013-11-25,21.936,91.465
2013-11-30,9.588000000000001,91.51499999999999
2013-12-05,5.472,91.58500000000001
2013-12-10,5.472,91.6275
2013-12-15,5.472,91.665
2013-12-20,5.472,91.715
2013-12-25,5.472,91.76499999999999
2013-12-30,12.232,91.815
2014-01-04,18.992,91.865
2014-01-09,18.992,91.915
2014-01-14,18.992,91.965
2014-01-19,18.992,92.01499999999999
2014-01-24,18.992,92.08500000000001
2014-01-29,18.313,92.035
2014-02-03,16.276,92.165
2014-02-08,16.276,92.215
2014-02-13,16.276,92.26499999999999
2014-02-18,16.276,92.315
2014-02-23,16.276,92.365
2014-02-28,12.256,92.415
2014-03-05,10.916,92.465
2014-03-10,10.916,92.51499999999999
2014-03-15,10.916,92.58500000000001
2014-03-20,10.916,92.615
2014-03-25,10.916,92.665
2014-03-30,9.741999999999999,92.715
2014-04-04,8.568,92.76499999999999
2014-04-09,8.568,92.815
2014-04-14,8.568,92.865
2014-04-19,8.568,92.915
2014-04-24,8.568,92.965
2014-04-29,8.616,93.01499999999999
2014-05-04,8.664,93.08500000000001
2014-05-09,8.664,93.13499999999999
2014-05-14,8.664,93.1925
2014-05-19,8.664,93.215
2014-05-24,8.664,93.26499999999999
2014-05-29,10.132,93.315
2014-06-03,14.536,93.365
2014-06-08,14.536,93.415
2014-06-13,14.536,93.465
2014-06-18,14.536,93.51499999999999
2014-06-23,14.536,93.58500000000001
2014-06-28,13.033,93.63499999999999
2014-07-03,8.524,93.73000000000002
2014-07-08,8.524,93.715
2014-07-13,8.524,93.76499999999999
2014-07-18,8.524,93.815
2014-07-23,8.524,93.865
2014-07-28,8.524,93.915
2014-08-02,3.732,93.965
2014-08-07,3.732,94.01499999999999
2014-08-12,3.732,94.08500000000001
2014-08-17,3.732,94.13499999999999
2014-08-22,3.732,94.185
2014-08-27,3.732,94.15
2014-09-01,9.708,94.26499999999999
2014-09-06,9.708,94.315
2014-09-11,9.708,94.365
2014-09-16,9.708,94.415
2014-09-21,9.708,94.465
2014-09-26,9.708,94.51499999999999
2014-10-01,11.676,94.58500000000001
2014-10-06,11.676,94.63499999999999
2014-10-11,11.676,94.685
2014-10-16,11.676,94.72
2014-10-21,11.676,94.76499999999999
2014-10-26,11.676,94.815
2014-10-31,25.982999999999997,94.865
2014-11-05,30.752,94.915
2014-11-10,30.752,94.965
2014-11-15,30.752,95.01499999999999
2014-11-20,30.752,95.08500000000001
2014-11-25,30.752,95.13499999999999
2014-11-30,16.235,95.185
2014-12-05,11.396,95.25
2014-12-10,11.396,95.26499999999999
2014-12-15,11.396,95.315
2014-12-20,11.396,95.365
2014-12-25,11.396,95.415
2014-12-30,9.258000000000001,95.465
2015-01-04,7.12,95.51499999999999
2015-01-09,7.12,95.58500000000001
2015-01-14,7.12,95.63499999999999
2015-01-19,7.12,95.685
2015-01-24,7.12,95.735
2015-01-29,9.118,95.66999999999999
2015-02-03,15.112,95.815
2015-02-08,15.112,95.865
2015-02-13,15.112,95.915
2015-02-18,15.112,95.965
2015-02-23,15.112,96.01499999999999
2015-02-28,16.816000000000003,96.08500000000001
2015-03-05,17.384,96.13499999999999
2015-03-10,17.384,96.185
2015-03-15,17.384,96.235
2015-03-20,17.384,96.26
2015-03-25,17.384,96.315
2015-03-30,12.600000000000001,96.365
2015-04-04,7.816,96.415
2015-04-09,7.816,96.465
2015-04-14,7.816,96.51499999999999
2015-04-19,7.816,96.58500000000001
2015-04-24,7.816,96.63499999999999
2015-04-29,7.186,96.685
2015-05-04,6.556,96.735
2015-05-09,6.556,96.78500000000001
2015-05-14,6.556,96.825
2015-05-19,6.556,96.865
2015-05-24,6.556,96.915
2015-05-29,6.832,96.965
2015-06-03,7.66,97.01499999999999
2015-06-08,7.66,97.08500000000001
2015-06-13,7.66,97.13499999999999
2015-06-18,7.66,97.185
2015-06-23,7.66,97.235
2015-06-28,6.597,97.28500000000001
2015-07-03,3.408,97.4025
2015-07-08,3.408,97.365
2015-07-13,3.408,97.415
2015-07-18,3.408,97.465
2015-07-23,3.408,97.51499999999999
2015-07-28,3.408,97.58500000000001
2015-08-02,11.708,97.63499999999999
2015-08-07,11.708,97.685
2015-08-12,11.708,97.735
2015-08-17,11.708,97.78500000000001
2015-08-22,11.708,100.065
2015-08-27,11.708,97.865
2015-09-01,6.84,97.915
2015-09-06,6.84,97.965
2015-09-11,6.84,98.01499999999999
2015-09-16,6.84,98.08500000000001
2015-09-21,6.84,98.13499999999999
2015-09-26,6.84,98.185
2015-10-01,16.928,98.235
2015-10-06,16.928,98.28500000000001
2015-10-11,16.928,98.33500000000001
2015-10-16,16.928,98.32
2015-10-21,16.928,98.415
2015-10-26,16.928,98.465
2015-10-31,8.918,98.51499999999999
2015-11-05,6.247999999999999,98.58500000000001
2015-11-10,6.247999999999999,98.63499999999999
2015-11-15,6.247999999999999,98.685
2015-11-20,6.247999999999999,98.735
2015-11-25,6.247999999999999,98.78500000000001
2015-11-30,2.114,98.83500000000001
2015-12-05,0.736,98.92750000000001
2015-12-10,0.736,98.915
2015-12-15,0.736,98.965
2015-12-20,0.736,99.01499999999999
2015-12-25,0.736,99.08500000000001
2015-12-30,3.584,99.13499999999999
2016-01-04,6.432,99.185
2016-01-09,6.432,99.235
2016-01-14,6.432,99.28500000000001
2016-01-19,6.432,99.33500000000001
2016-01-24,6.432,99.38499999999999
2016-01-29,9.557,99.355
2016-02-03,18.932000000000002,99.465
2016-02-08,18.932000000000002,99.51499999999999
2016-02-13,18.932000000000002,99.58500000000001
2016-02-18,18.932000000000002,99.63499999999999
2016-02-23,18.932000000000002,99.685
2016-02-28,13.200000000000003,99.735
2016-03-04,7.468,99.78500000000001
2016-03-09,7.468,99.83500000000001
2016-03-14,7.468,99.88499999999999
2016-03-19,7.468,99.895
2016-03-24,7.468,99.965
2016-03-29,7.252,100.01499999999999
2016-04-03,6.604,100.08500000000001
2016-04-08,6.604,100.13499999999999
2016-04-13,6.604,100.185
2016-04-18,6.604,100.235
2016-04-23,6.604,100.28500000000001
2016-04-28,7.224,100.33500000000001
2016-05-03,9.084,100.38499999999999
2016-05-08,9.084,100.4325
2016-05-13,9.084,100.465
2016-05-18,9.084,100.51499999999999
2016-05-23,9.084,100.58500000000001
2016-05-28,9.084,100.63499999999999
2016-06-02,11.708,100.685
2016-06-07,11.708,100.735
2016-06-12,11.708,100.78500000000001
2016-06-17,11.708,100.83500000000001
2016-06-22,11.708,100.88499999999999
2016-06-27,11.708,100.935
2016-07-02,4.976,101.005
2016-07-07,4.976,101.01499999999999
2016-07-12,4.976,101.08500000000001
2016-07-17,4.976,101.13499999999999
2016-07-22,4.976,101.185
2016-07-27,4.976,101.235
2016-08-01,4.668,101.28500000000001
2016-08-06,4.668,101.33500000000001
2016-08-11,4.668,101.38499999999999
2016-08-16,4.668,101.435
2016-08-21,4.668,101.4375
2016-08-26,4.668,101.51499999999999
2016-08-31,11.91,101.58500000000001
2016-09-05,14.324000000000002,101.63499999999999
2016-09-10,14.324000000000002,101.685
2016-09-15,14.324000000000002,101.735
2016-09-20,14.324000000000002,101.78500000000001
2016-09-25,14.324000000000002,101.83500000000001
2016-09-30,15.671000000000003,101.88499999999999
2016-10-05,16.12,101.935
2016-10-10,16.12,101.985
2016-10-15,16.12,102.025
2016-10-20,16.12,102.08500000000001
2016-10-25,16.12,102.13499999999999
2016-10-30,13.886000000000001,102.185
2016-11-04,11.652000000000001,102.235
2016-11-09,11.652000000000001,102.28500000000001
2016-11-14,11.652000000000001,102.33500000000001
2016-11-19,11.652000000000001,102.38499999999999
2016-11-24,11.652000000000001,102.435
2016-11-29,6.958,102.485
2016-12-04,2.2640000000000002,102.5975
2016-12-09,2.2640000000000002,102.58500000000001
2016-12-14,2.2640000000000002,102.63499999999999
2016-12-19,2.2640000000000002,102.685
2016-12-24,2.2640000000000002,102.735
2016-12-29,3.1,102.78500000000001
2017-01-03,5.608,102.83500000000001
2017-01-08,5.608,102.88499999999999
2017-01-13,5.608,102.935
2017-01-18,5.608,102.985
2017-01-23,5.608,103.01750000000001
2017-01-28,5.608,103.08500000000001
2017-02-02,6.932,103.13499999999999
2017-02-07,6.932,103.185
2017-02-12,6.932,103.235
2017-02-17,6.932,103.28500000000001
2017-02-22,6.932,103.33500000000001
2017-02-27,6.324000000000001,103.38499999999999
2017-03-04,5.716,103.435
2017-03-09,5.716,103.485
2017-03-14,5.716,103.53500000000001
2017-03-19,5.716,103.58500000000001
2017-03-24,5.716,103.63499999999999
2017-03-29,5.955,103.685
2017-04-03,6.672,103.735
2017-04-08,6.672,103.78500000000001
2017-04-13,6.672,103.83500000000001
2017-04-18,6.672,103.88499999999999
2017-04-23,6.672,103.935
2017-04-28,6.380999999999999,103.985
2017-05-03,5.507999999999999,104.03500000000001
2017-05-08,5.507999999999999,104.13499999999999
2017-05-13,5.507999999999999,104.13499999999999
2017-05-18,5.507999999999999,104.185
2017-05-23,5.507999999999999,104.235
2017-05-28,5.507999999999999,104.28500000000001
2017-06-02,3.468,104.33500000000001
2017-06-07,3.468,104.38499999999999
2017-06-12,3.468,104.435
2017-06-17,3.468,104.485
2017-06-22,3.468,104.53500000000001
2017-06-27,3.468,104.5625
2017-07-02,2.884,104.63499999999999
2017-07-07,2.884,104.685
2017-07-12,2.884,104.735
2017-07-17,2.884,104.78500000000001
2017-07-22,2.884,104.83500000000001
2017-07-27,2.884,104.88499999999999
2017-08-01,1.552,104.935
2017-08-06,1.552,104.985
2017-08-11,1.552,105.03500000000001
2017-08-16,1.552,105.105
2017-08-21,1.552,105.0875
2017-08-26,1.552,105.185
2017-08-31,11.962000000000002,105.235
2017-09-05,15.432,105.28500000000001
2017-09-10,15.432,105.33500000000001
2017-09-15,15.432,105.38499999999999
2017-09-20,15.432,105.435
2017-09-25,15.432,105.485
2017-09-30,5.931,105.53500000000001
2017-10-05,2.764,105.605
2017-10-10,2.764,105.7225
2017-10-15,2.764,105.685
2017-10-20,2.764,105.735
2017-10-25,2.764,105.78500000000001
2017-10-30,8.524000000000001,105.83500000000001
2017-11-04,14.284,105.88499999999999
2017-11-09,14.284,105.935
2017-11-14,14.284,105.985
2017-11-19,14.284,106.03500000000001
2017-11-24,14.284,106.105
2017-11-29,12.280000000000001,106.165
2017-12-04,10.276,106.185
2017-12-09,10.276,106.235
2017-12-14,10.276,106.28500000000001
2017-12-19,10.276,106.33500000000001
2017-12-24,10.276,106.38499999999999
2017-12-29,9.022,106.435
2018-01-03,5.26,106.485
2018-01-08,5.26,106.53500000000001
2018-01-13,5.26,106.605
2018-01-18,5.26,106.65500000000002
2018-01-23,5.26,106.6075
2018-01-28,5.26,106.735
2018-02-02,11.708,106.78500000000001
2018-02-07,11.708,106.83500000000001
2018-02-12,11.708,106.88499999999999
2018-02-17,11.708,106.935
2018-02-22,11.708,106.985
2018-02-27,14.490000000000002,107.03500000000001
2018-03-04,17.272000000000002,107.105
2018-03-09,17.272000000000002,107.15500000000002
2018-03-14,17.272000000000002,107.175
2018-03-19,17.272000000000002,107.235
2018-03-24,17.272000000000002,107.28500000000001
2018-03-29,14.751000000000001,107.33500000000001
2018-04-03,7.188,107.38499999999999
2018-04-08,7.188,107.435
2018-04-13,7.188,107.485
2018-04-18,7.188,107.53500000000001
2018-04-23,7.188,107.605
2018-04-28,9.193999999999999,107.65500000000002
2018-05-03,15.212,107.70499999999998
2018-05-08,15.212,107.75
2018-05-13,15.212,107.78500000000001
2018-05-18,15.212,107.83500000000001
2018-05-23,15.212,107.88499999999999
2018-05-28,15.212,107.935
2018-06-02,4.572,107.985
2018-06-07,4.572,108.03500000000001
2018-06-12,4.572,108.105
2018-06-17,4.572,108.15500000000002
2018-06-22,4.572,108.20499999999998
2018-06-27,4.572,108.1075
2018-07-02,1.864,108.28500000000001
2018-07-07,1.864,108.33500000000001
2018-07-12,1.864,108.38499999999999
2018-07-17,1.864,108.435
2018-07-22,1.864,108.485
2018-07-27,1.864,108.53500000000001
2018-08-01,12.02,108.605
2018-08-06,12.02,108.65500000000002
2018-08-11,12.02,108.70499999999998
2018-08-16,12.02,108.71000000000001
2018-08-21,12.02,108.78500000000001
2018-08-26,12.02,108.83500000000001
2018-08-31,7.366999999999999,108.88499999999999
2018-09-05,5.816,108.935
2018-09-10,5.816,108.985
2018-09-15,5.816,109.03500000000001
2018-09-20,5.816,109.105
2018-09-25,5.816,109.15500000000002
2018-09-30,10.16,109.20499999999998
2018-10-05,11.608,109.255
2018-10-10,11.608,109.25750000000001
2018-10-15,11.608,109.33500000000001
2018-10-20,11.608,109.38499999999999
2018-10-25,11.608,109.435
2018-10-30,16.556,109.485
2018-11-04,21.504,109.53500000000001
2018-11-09,21.504,109.605
2018-11-14,21.504,109.65500000000002
2018-11-19,21.504,109.70499999999998
2018-11-24,21.504,109.755
2018-11-29,14.4,109.80499999999999
2018-12-04,7.296,109.83500000000001
2018-12-09,7.296,109.88499999999999
2018-12-14,7.296,109.935
2018-12-19,7.296,109.985
2018-12-24,7.296,110.03500000000001
2018-12-29,7.714,110.105
2019-01-03,8.968,110.15500000000002
2019-01-08,8.968,110.20499999999998
2019-01-13,8.968,110.255
2019-01-18,8.968,110.30499999999999
2019-01-23,8.968,110.29750000000001
2019-01-28,8.968,110.38499999999999
2019-02-02,7.288,110.435
2019-02-07,7.288,110.485
2019-02-12,7.288,110.53500000000001
2019-02-17,7.288,110.605
2019-02-22,7.288,110.65500000000002
2019-02-27,5.726000000000001,110.70499999999998
2019-03-04,4.164,110.755
2019-03-09,4.164,110.80499999999999
2019-03-14,4.164,110.8125
2019-03-19,4.164,110.88499999999999
2019-03-24,4.164,110.935
2019-03-29,5.734,110.985
2019-04-03,10.444,111.03500000000001
2019-04-08,10.444,111.105
2019-04-13,10.444,111.15500000000002
2019-04-18,10.444,111.20499999999998
2019-04-23,10.444,111.255
2019-04-28,11.377,111.30499999999999
2019-05-03,14.176,111.375
2019-05-08,14.176,111.38499999999999
2019-05-13,14.176,111.435
2019-05-18,14.176,111.485
2019-05-23,14.176,111.53500000000001
2019-05-28,14.176,111.605
2019-06-02,3.112,111.65500000000002
2019-06-07,3.112,111.70499999999998
2019-06-12,3.112,111.755
2019-06-17,3.112,111.80499999999999
2019-06-22,3.112,111.855
2019-06-27,3.112,111.77000000000001
2019-07-02,9.608,111.935
2019-07-07,9.608,111.985
2019-07-12,9.608,112.03500000000001
2019-07-17,9.608,112.105
2019-07-22,9.608,112.15500000000002
2019-07-27,9.608,112.20499999999998
2019-08-01,2.932,112.255
2019-08-06,2.932,112.30499999999999
2019-08-11,2.932,112.355
2019-08-16,2.932,112.3875
2019-08-21,2.932,112.435
2019-08-26,2.932,112.485
2019-08-31,9.733,112.53500000000001
2019-09-05,12.0,112.605
2019-09-10,12.0,112.65500000000002
2019-09-15,12.0,112.70499999999998
2019-09-20,12.0,112.755
2019-09-25,12.0,112.80499999999999
2019-09-30,7.308,112.855
2019-10-05,5.744,112.90500000000002
2019-10-10,5.744,112.92999999999999
2019-10-15,5.744,112.985
2019-10-20,5.744,113.03500000000001
2019-10-25,5.744,113.105
2019-10-30,21.04,113.15500000000002
2019-11-04,36.336,113.20499999999998
2019-11-09,36.336,113.255
2019-11-14,36.336,113.30499999999999
2019-11-19,36.336,113.355
2019-11-24,36.336,113.40500000000002
2019-11-29,23.368000000000002,111.15749999999998
2019-12-04,10.4,113.485
2019-12-09,10.4,113.53500000000001
2019-12-14,10.4,113.605
2019-12-19,10.4,113.65500000000002
2019-12-24,10.4,113.70499999999998
2019-12-29,10.0,113.755
2020-01-03,0.2,113.80499999999999
2020-01-08,0.2,113.855
2020-01-13,0.4,113.90500000000002
2020-01-18,9.4,113.95249999999999
2020-01-23,4.6000000000000005,113.985
2020-01-28,2.6000000000000005,114.03500000000001
2020-02-02,6.2,114.105
2020-02-07,0.6000000000000001,114.15500000000002
2020-02-12,8.399999999999999,114.20499999999998
2020-02-17,4.8,112.4175
2020-02-22,0.0,105.44500000000001
2020-02-27,11.0,96.58749999999999
2020-03-03,17.799999999999997,104.42
2020-03-08,0.2,103.9175
2020-03-13,0.2,103.08749999999999
2020-03-18,0.2,102.4525
2020-03-23,0.6,102.36749999999999
2020-03-28,14.599999999999998,101.8775
2020-04-02,0.0,101.13
2020-04-07,0.0,99.785
2020-04-12,1.4,98.4975
2020-04-17,18.2,97.085
2020-04-22,9.0,95.8275
2020-04-27,22.2,94.61999999999999
2020-05-02,1.6,93.0475
2020-05-07,0.0,91.075
2020-05-12,6.0,89.26249999999999
2020-05-17,79.2,87.27
2020-05-22,0.0,85.6375
2020-05-27,25.2,83.6075
2020-06-01,13.0,81.795
2020-06-06,4.4,80.4925
