,Rainfall_Le_Croci,Rainfall_Cavallina,Rainfall_S_Agata,Rainfall_Mangona,Rainfall_S_Piero,Rainfall_Vernio,Rainfall_Incisa,Temperature_Firenze,Hydrometry_Nave_di_Rosano
1998-04-13,4.6,2.8000000000000003,3.4,4.6000000000000005,2.6,2.8000000000000003,48.6,10.7375,2.795
1998-04-18,12.0,7.4,11.799999999999999,12.0,10.6,9.8,11.8,6.9625,2.485
1998-04-23,15.799999999999999,8.2,10.799999999999999,13.6,9.4,10.8,4.6,10.200000000000001,1.8399999999999999
1998-04-28,10.600000000000001,10.4,11.4,16.8,11.4,4.6,25.200000000000003,10.525,2.2824999999999998
1998-05-03,4.0,2.4,0.2,2.2,3.6,2.2,0.6,9.575,2.21
1998-05-08,8.4,5.2,10.6,11.6,3.4,39.6,3.2,13.6625,1.6549999999999998
1998-05-13,0.0,0.0,0.2,0.0,0.2,0.0,0.2,12.725,1.5924999999999998
1998-05-18,6.0,4.0,4.8,5.6000000000000005,12.399999999999999,0.6000000000000001,1.0,16.35,1.4299999999999997
1998-05-23,2.2,1.4,2.2,6.0,2.6,3.8,0.0,15.9875,1.51
1998-05-28,23.6,9.6,8.0,8.4,3.8,18.2,31.4,13.712499999999999,1.6524999999999999
1998-06-02,18.4,5.6,9.0,8.0,7.0,31.6,21.8,13.850000000000001,1.4775
1998-06-07,14.399999999999999,10.6,11.6,12.0,8.4,13.200000000000001,27.2,18.3625,1.36
1998-06-12,2.0,0.2,1.0,2.0,1.2,1.6,12.4,12.537500000000001,1.5799999999999998
1998-06-17,0.6,0.0,0.0,0.6,6.4,1.0,4.2,14.95,1.3724999999999998
1998-06-22,2.4000000000000004,2.8,4.0,2.4000000000000004,2.8,3.0,5.4,12.8875,1.245
1998-06-27,3.8,2.2,8.2,3.1999999999999997,4.199999999999999,4.6,0.8,19.275000000000002,1.2149999999999999
1998-07-02,2.8,4.0,7.199999999999999,5.4,5.199999999999999,3.5999999999999996,13.8,23.175000000000004,1.19
1998-07-07,5.2,3.2,24.599999999999998,7.0,5.6,12.2,10.8,18.7375,1.1624999999999999
1998-07-12,13.2,2.4,7.8,13.399999999999999,4.0,9.2,6.0,25.049999999999997,1.185
1998-07-17,19.8,13.4,25.599999999999998,22.6,21.599999999999998,20.8,1.8,20.3,1.1424999999999998
1998-07-22,17.6,19.0,18.4,13.2,5.4,15.8,11.8,24.625,1.1150000000000002
1998-07-27,4.2,2.4,1.2,1.6,1.5999999999999999,5.2,1.2,26.4625,1.1125000000000003
1998-08-01,5.0,3.6,9.4,3.6,4.4,12.2,5.6,23.2375,1.1150000000000002
1998-08-06,15.8,11.4,16.2,4.800000000000001,8.4,8.4,1.6,13.5,1.0975000000000001
1998-08-11,28.0,10.8,10.399999999999999,18.599999999999998,13.4,21.0,0.2,24.950000000000003,1.0875000000000001
1998-08-16,0.2,0.0,0.0,0.2,0.2,0.0,1.5999999999999999,19.5,1.0950000000000002
1998-08-21,6.6,3.1999999999999997,2.2,9.0,2.8,9.6,0.6,23.2375,1.0975
1998-08-26,5.6000000000000005,2.0,8.8,9.600000000000001,5.800000000000001,4.6000000000000005,1.0,20.1125,1.0775000000000001
1998-08-31,1.8,1.2,0.8,2.6,0.6000000000000001,3.6,5.2,19.9,1.0975
1998-09-05,20.200000000000003,14.399999999999999,10.2,15.6,7.3999999999999995,12.4,12.0,14.25,1.15
1998-09-10,2.8,1.2,1.5999999999999999,1.8,1.2,2.6,0.6000000000000001,18.95,1.1475
1998-09-15,6.2,3.6,8.0,6.2,6.0,7.0,7.0,24.200000000000003,1.1175000000000002
1998-09-20,20.6,12.6,13.6,25.599999999999998,11.2,18.0,13.0,26.525,1.0950000000000002
1998-09-25,15.399999999999999,11.0,13.0,17.0,17.6,28.8,15.2,15.887500000000001,1.3925
1998-09-30,6.8,14.2,3.4000000000000004,4.8,6.2,7.0,9.600000000000001,16.325,1.46
1998-10-05,2.6,0.0,0.2,0.6,0.6,0.8,0.8,11.100000000000001,2.12
1998-10-10,4.0,1.2000000000000002,4.0,8.399999999999999,6.2,6.0,0.0,13.1,1.4300000000000002
1998-10-15,8.0,2.4,9.0,8.2,4.0,4.2,8.6,9.9625,1.4275
1998-10-20,9.2,4.2,6.2,12.0,6.0,11.4,0.6000000000000001,10.725,2.2575000000000003
1998-10-25,3.2,10.4,9.8,6.4,7.6000000000000005,24.200000000000003,5.4,11.075,1.6375
1998-10-30,32.4,49.0,27.999999999999996,16.4,34.8,30.6,18.6,11.275,1.415
1998-11-04,14.399999999999999,19.6,17.2,26.0,14.2,18.6,46.4,11.775,2.4299999999999997
1998-11-09,4.0,0.2,1.0,0.2,0.2,1.6,2.4,10.8125,1.8725
1998-11-14,12.799999999999999,8.2,9.6,17.4,7.199999999999999,10.4,3.0,12.725,1.745
1998-11-19,2.0,0.2,1.0,2.6,2.2,13.4,2.8000000000000003,15.3625,1.49
1998-11-24,13.0,2.2,6.4,8.0,8.600000000000001,9.6,0.8,13.3375,1.5675
1998-11-29,5.4,0.6,6.2,11.6,2.8,8.4,15.200000000000001,12.5,1.47
1998-12-04,0.0,0.4,4.4,5.3999999999999995,1.4,0.0,6.4,11.55,1.7425
1998-12-09,3.8,2.8,4.2,4.8,9.8,3.0,12.6,17.6625,1.2875
1998-12-14,16.4,10.0,12.0,12.8,12.599999999999998,7.6000000000000005,17.4,17.575000000000003,1.5274999999999999
1998-12-19,0.0,2.2,1.8,1.0,2.5999999999999996,2.4,6.8,21.425000000000004,1.325
1998-12-24,1.2,0.0,0.4,0.4,1.0,1.2,8.399999999999999,15.125,1.785
1998-12-29,40.599999999999994,25.8,19.400000000000002,36.6,26.6,38.2,19.6,13.775,1.64
1999-01-03,3.0,2.2,3.0,2.0,2.2,6.2,0.4,13.962499999999999,1.415
1999-01-08,33.2,50.0,24.799999999999997,32.6,38.6,35.800000000000004,11.0,12.5375,1.7275
1999-01-13,21.0,13.8,24.2,25.0,20.2,30.2,24.8,10.3125,2.395
1999-01-18,10.2,6.8,7.6,17.4,5.6,15.8,0.6000000000000001,9.862499999999999,1.835
1999-01-23,4.2,1.2,5.2,3.2,2.4,3.4,1.0,13.737499999999999,1.5525
1999-01-28,7.0,1.4,7.800000000000001,5.2,9.599999999999998,4.6000000000000005,12.4,11.899999999999999,1.7825
1999-02-02,9.0,8.6,5.6,12.0,5.4,12.8,6.8,11.95,1.6349999999999998
1999-02-07,9.0,4.0,8.6,5.4,5.4,1.2,15.8,10.875000000000002,2.1325
1999-02-12,3.0,1.9999999999999998,1.0,4.800000000000001,0.4,4.6,1.6,12.2375,2.185
1999-02-17,11.2,11.4,9.0,13.0,12.600000000000001,9.4,4.2,13.774999999999999,1.82
1999-02-22,14.600000000000001,8.2,11.200000000000001,24.0,8.6,9.6,25.200000000000003,12.475,2.1475
1999-02-27,5.2,1.4,3.2,0.6,2.2,2.0,0.8,14.5,1.7850000000000001
1999-03-04,8.8,4.8,9.399999999999999,21.4,10.0,13.4,36.400000000000006,10.175,2.7375
1999-03-09,7.800000000000001,1.9999999999999998,1.4,2.4,3.0,3.8,3.1999999999999997,10.112499999999999,2.3024999999999998
1999-03-14,6.4,1.6,2.4,23.200000000000003,0.6,7.2,4.6,14.587499999999999,1.8599999999999999
1999-03-19,8.0,11.0,12.599999999999998,12.600000000000001,4.8,10.6,12.4,13.0125,1.625
1999-03-24,16.0,11.2,10.2,34.0,14.399999999999999,28.200000000000003,11.2,9.924999999999999,1.7874999999999999
1999-03-29,5.8,0.2,7.0,5.0,5.6000000000000005,6.6,10.8,11.024999999999999,2.05
1999-04-03,1.4,3.2,6.6000000000000005,4.4,4.2,1.5999999999999999,0.8,14.85,1.5550000000000002
1999-04-08,16.8,3.6,10.600000000000001,26.8,13.200000000000001,29.0,26.200000000000003,6.9625,2.04
1999-04-13,1.0,1.2,2.8,5.6,3.0,3.8,17.0,9.424999999999999,2.2975
1999-04-18,18.200000000000003,11.4,21.4,29.4,10.0,23.799999999999997,24.4,10.249999999999998,2.61
1999-04-23,3.4,1.6,0.4,2.0,0.6,2.8,4.4,8.4,2.15
1999-04-28,11.600000000000001,7.800000000000001,5.0,12.2,9.4,3.0,3.2,13.5875,1.8525
1999-05-03,1.4,0.0,1.0,0.2,0.4,1.2,0.0,7.0875,1.8275000000000001
1999-05-08,4.0,3.4000000000000004,5.4,4.8,6.6000000000000005,5.6,4.8,10.462499999999999,1.6775
1999-05-13,7.0,6.0,6.800000000000001,18.6,6.6000000000000005,10.8,7.4,11.025,1.5625
1999-05-18,3.0,0.0,2.4,3.4,6.2,6.800000000000001,0.4,12.587499999999999,1.8975
1999-05-23,2.4000000000000004,0.6,3.0,4.2,2.4000000000000004,3.2,0.0,18.0,1.5875
1999-05-28,0.0,0.0,0.2,0.0,0.0,0.0,12.4,16.725,1.385
1999-06-02,8.0,8.8,4.4,25.4,2.8000000000000003,13.0,9.6,10.15,1.3375000000000001
1999-06-07,8.0,3.0000000000000004,13.6,6.2,1.8,4.6,5.6000000000000005,14.675,1.3075
1999-06-12,25.4,14.8,21.6,15.200000000000001,19.8,23.799999999999997,8.8,17.875,1.3075
1999-06-17,4.2,1.8,2.8000000000000003,7.2,5.2,6.6,6.6000000000000005,10.7375,1.5375
1999-06-22,4.0,2.2,2.8,2.0,0.2,3.4,0.0,14.962500000000002,1.5750000000000002
1999-06-27,13.6,9.6,13.6,15.6,13.399999999999999,6.0,4.6000000000000005,11.475,1.2575
1999-07-02,19.6,13.4,16.8,14.4,18.4,14.0,9.399999999999999,12.3375,1.2650000000000001
1999-07-07,10.4,8.0,7.0,10.6,3.5999999999999996,18.2,0.2,18.875,1.2674999999999998
1999-07-12,6.0,2.8,6.2,14.4,7.6,7.6,5.2,20.2,1.2650000000000001
1999-07-17,10.0,8.399999999999999,5.8,17.6,6.6,15.600000000000001,26.2,18.8375,1.2149999999999999
1999-07-22,4.0,2.6,17.8,12.8,7.0,21.2,25.4,20.175,1.1974999999999998
1999-07-27,7.0,5.0,3.4000000000000004,8.4,2.4,2.0,8.6,14.737499999999999,1.2275
1999-08-01,12.4,11.399999999999999,16.0,22.200000000000003,5.3999999999999995,13.4,11.0,16.5625,1.2025000000000001
1999-08-06,11.2,11.0,18.599999999999998,8.8,13.4,29.8,26.4,22.449999999999996,1.1949999999999998
1999-08-11,0.6000000000000001,0.4,1.4,3.4,1.2,1.8000000000000003,0.0,19.162499999999998,1.22
1999-08-16,0.0,0.2,3.4000000000000004,1.6,1.0,8.799999999999999,0.0,23.575000000000003,1.2149999999999999
1999-08-21,3.6,0.0,4.4,3.6,1.4,5.199999999999999,5.800000000000001,17.1125,1.2
1999-08-26,5.6,6.4,12.8,11.200000000000001,8.6,8.799999999999999,17.8,16.3,1.2349999999999999
1999-08-31,4.2,2.8,13.2,5.6,2.0,5.2,0.2,19.025,1.2025
1999-09-05,1.2,1.0,0.2,0.0,1.2000000000000002,1.6,0.0,7.7375,1.2475
1999-09-10,0.0,0.0,0.0,0.0,0.2,0.0,0.0,20.837500000000002,1.2475
1999-09-15,18.8,28.0,29.0,49.6,26.6,44.6,17.2,22.325,1.21
1999-09-20,3.0,2.0,9.8,4.8,1.2000000000000002,5.2,2.0,12.649999999999999,1.4075000000000002
1999-09-25,3.0,3.2,6.0,8.0,4.0,7.800000000000001,5.6,17.35,1.27
1999-09-30,21.8,15.6,15.2,17.6,11.4,16.2,13.600000000000001,17.6,1.2974999999999999
1999-10-05,6.6,3.2,2.8,2.2,4.199999999999999,3.8,14.8,17.375,1.31
1999-10-10,23.4,14.8,13.0,6.2,21.2,12.6,17.8,19.3625,1.15
1999-10-15,9.0,3.5999999999999996,22.4,8.2,12.2,10.399999999999999,8.399999999999999,17.65,1.225
1999-10-20,31.2,20.0,14.4,16.2,13.4,15.0,19.6,13.024999999999999,1.5724999999999998
1999-10-25,21.0,11.8,11.4,16.6,10.2,22.200000000000003,46.2,12.287500000000001,3.33
1999-10-30,0.6000000000000001,0.2,1.0,0.0,1.0,0.0,0.4,19.7625,1.305
1999-11-04,19.6,29.0,28.4,24.8,11.4,25.4,23.0,12.675,2.2649999999999997
1999-11-09,5.8,2.0,3.4000000000000004,3.6,4.6000000000000005,1.6,0.2,9.9625,1.685
1999-11-14,21.200000000000003,16.0,16.4,21.6,11.000000000000002,26.400000000000002,7.4,11.337500000000002,1.7624999999999997
1999-11-19,15.2,1.5999999999999999,2.0,10.0,5.0,4.4,37.2,8.5375,2.9925
1999-11-24,8.4,1.8,0.4,6.800000000000001,1.2000000000000002,3.2,3.2,9.825,1.9125
1999-11-29,14.2,12.0,11.999999999999998,10.799999999999999,10.6,6.3999999999999995,4.8,14.625,1.73
1999-12-04,1.4,1.2000000000000002,0.6000000000000001,3.8000000000000003,1.0,1.6,0.0,9.9125,1.7225000000000001
1999-12-09,8.2,3.2,4.2,4.2,3.4000000000000004,5.199999999999999,6.2,12.8875,1.725
1999-12-14,7.0,7.0,20.4,20.200000000000003,8.8,9.0,11.0,8.0625,1.9225
1999-12-19,7.6,4.6,3.4000000000000004,6.800000000000001,5.6000000000000005,3.0,0.4,21.474999999999998,1.18
1999-12-24,4.8,1.2,6.0,12.0,6.6,7.6,6.800000000000001,18.1625,1.4525000000000001
1999-12-29,7.4,3.8000000000000003,4.6,7.6000000000000005,3.8000000000000003,11.4,2.2,12.7375,1.7625000000000002
2000-01-03,18.599999999999998,12.0,13.799999999999999,16.4,15.0,14.4,7.3999999999999995,14.524999999999999,1.785
2000-01-08,15.0,9.200000000000001,11.600000000000001,20.400000000000002,6.4,16.6,25.0,10.037500000000001,1.5850000000000002
2000-01-13,0.0,0.2,0.4,0.0,0.0,0.4,0.0,12.825,1.565
2000-01-18,8.0,3.8,3.9999999999999996,9.6,6.2,7.199999999999999,0.0,10.8125,1.5825
2000-01-23,20.0,5.6,4.199999999999999,12.2,14.4,42.599999999999994,16.2,11.4375,1.5425000000000002
2000-01-28,9.399999999999999,3.0,8.0,3.2,9.600000000000001,3.2,1.5999999999999999,15.4125,1.605
2000-02-02,7.0,5.2,4.8,4.0,5.2,3.8000000000000003,16.8,12.5,1.7675
2000-02-07,8.6,6.2,4.8,4.2,3.6,3.6,6.8,15.162500000000001,1.71
2000-02-12,3.8,2.4,2.0,1.0,0.2,3.0,3.0,15.399999999999999,1.5274999999999999
2000-02-17,1.2,1.4,1.2,4.4,1.2,4.4,2.0,13.1625,1.6525
2000-02-22,16.2,12.2,9.2,19.799999999999997,12.0,23.0,6.199999999999999,13.825,1.6150000000000002
2000-02-27,12.6,16.0,16.400000000000002,6.8,22.599999999999998,16.0,10.2,16.0125,1.4925000000000002
2000-03-03,6.800000000000001,15.2,6.800000000000001,19.2,4.8,14.799999999999999,20.0,14.325,1.7525
2000-03-08,2.4,3.4,1.6,5.6,2.2,5.6000000000000005,0.4,13.100000000000001,1.6600000000000001
2000-03-13,33.2,23.4,9.6,18.599999999999998,17.6,20.400000000000002,8.8,13.95,1.5350000000000001
2000-03-18,16.2,8.2,15.399999999999999,21.6,10.4,16.0,13.0,14.599999999999998,1.4025
2000-03-23,8.200000000000001,2.0,0.0,14.8,1.4,3.8000000000000003,1.4,17.75,1.3824999999999998
2000-03-28,27.0,23.2,28.2,24.799999999999997,27.6,28.2,44.0,13.1375,2.31
2000-04-02,14.2,27.200000000000003,18.8,25.8,15.8,46.400000000000006,20.0,13.0875,2.295
2000-04-07,6.8,6.2,3.8,5.4,4.8,3.8,1.8,9.875,1.89
2000-04-12,12.799999999999999,10.0,9.8,11.0,8.600000000000001,8.8,35.8,10.350000000000001,2.4250000000000003
2000-04-17,1.0,1.2,1.2,1.8,0.0,0.4,0.2,10.537500000000001,1.9375
2000-04-22,5.6,3.8000000000000003,4.0,7.0,1.8,0.0,0.0,13.125,1.5175
2000-04-27,14.999999999999998,10.200000000000001,16.0,27.200000000000003,11.600000000000001,28.200000000000003,14.0,11.325,1.6325
2000-05-02,12.8,6.0,8.8,11.6,5.4,6.199999999999999,7.4,13.850000000000001,1.54
2000-05-07,23.199999999999996,15.0,14.600000000000001,15.8,13.399999999999999,4.0,3.4000000000000004,9.8875,1.3450000000000002
2000-05-12,10.2,6.6,8.8,8.4,9.399999999999999,24.8,11.399999999999999,9.425,1.3675000000000002
2000-05-17,0.0,0.0,0.0,0.4,0.0,0.0,2.8,16.825000000000003,1.4100000000000001
2000-05-22,33.6,44.800000000000004,27.2,23.8,21.0,35.800000000000004,14.2,16.9375,1.21
2000-05-27,9.8,7.4,10.0,10.4,10.8,8.8,8.4,15.4875,1.19
2000-06-01,32.4,23.0,13.400000000000002,14.399999999999999,23.8,35.2,7.200000000000001,18.1,1.16
2000-06-06,4.4,4.0,6.6000000000000005,7.6,13.399999999999999,0.4,5.4,20.787499999999998,1.1574999999999998
2000-06-11,12.4,7.0,5.0,9.2,10.2,13.2,3.8000000000000003,14.3375,1.6
2000-06-16,9.6,2.0,5.0,12.6,3.0,12.6,0.0,16.7625,1.245
2000-06-21,10.799999999999999,8.0,13.4,9.2,9.6,11.600000000000001,14.8,17.375,1.1824999999999999
2000-06-26,13.2,4.0,12.8,6.6,5.8,44.800000000000004,3.8000000000000003,17.387500000000003,1.1524999999999999
2000-07-01,14.6,1.6,8.0,16.6,7.0,10.799999999999999,15.6,19.0875,1.1524999999999999
2000-07-06,30.0,18.0,26.200000000000003,22.8,22.4,28.0,7.800000000000001,19.325000000000003,1.1324999999999998
2000-07-11,23.6,19.8,26.199999999999996,29.2,12.200000000000001,26.599999999999998,28.4,14.8875,1.1975
2000-07-16,0.0,0.0,3.2,2.8,0.6000000000000001,0.0,1.0,19.737499999999997,1.2025000000000001
2000-07-21,0.6000000000000001,0.2,5.4,0.2,4.6,3.4,0.0,22.525,1.15
2000-07-26,10.2,6.4,7.6,11.2,7.8,10.8,11.8,26.299999999999997,1.145
2000-07-31,0.4,0.6000000000000001,2.8,2.2,0.4,2.2,0.4,26.075,1.1324999999999998
2000-08-05,14.399999999999999,8.8,19.0,37.4,17.6,10.4,14.999999999999998,22.762500000000003,1.1875
2000-08-10,12.0,8.2,10.8,20.0,9.6,35.6,18.6,26.9375,1.1475
2000-08-15,37.0,23.0,30.000000000000004,15.399999999999999,22.2,23.0,20.8,28.4,1.1474999999999997
2000-08-20,32.4,19.8,17.0,19.8,16.6,17.0,22.200000000000003,29.4125,1.1375
2000-08-25,2.6,4.4,6.800000000000001,5.6,1.8,4.199999999999999,6.8,28.237499999999997,1.1275
2000-08-30,17.8,8.2,19.2,5.4,6.8,11.2,23.0,23.7875,1.2100000000000002
2000-09-04,26.0,23.6,12.2,9.8,5.6000000000000005,28.000000000000004,0.8,21.7375,1.195
2000-09-09,1.8,5.4,8.4,13.0,6.6,4.800000000000001,13.8,23.174999999999997,1.1675
2000-09-14,10.600000000000001,3.4,9.799999999999999,9.4,5.800000000000001,12.2,6.2,23.5,1.1849999999999998
2000-09-19,0.6,1.0,2.0,4.0,0.6000000000000001,0.6,4.2,22.625,1.2
2000-09-24,20.8,9.8,12.2,8.200000000000001,12.2,10.0,15.8,21.3375,1.18
2000-09-29,5.0,1.6,2.4,6.8,3.4,6.4,0.8,18.825000000000003,1.2349999999999999
2000-10-04,11.600000000000001,9.0,8.2,7.0,7.4,14.199999999999998,5.4,18.9625,1.19
2000-10-09,10.0,13.4,24.2,18.8,13.6,27.6,15.399999999999999,18.837500000000002,1.19
2000-10-14,1.8,1.2,1.0,1.6,1.0,1.0,7.8,18.575000000000003,1.275
2000-10-19,10.2,4.0,8.200000000000001,9.6,7.0,10.4,4.0,17.424999999999997,1.23
2000-10-24,15.6,19.599999999999998,17.2,22.0,14.0,28.8,1.2,16.525000000000002,1.2025
2000-10-29,6.6000000000000005,5.2,2.6,6.4,5.4,6.0,0.0,16.9875,1.22
2000-11-03,9.399999999999999,6.6000000000000005,16.2,13.8,9.0,5.4,6.0,14.0625,2.09
2000-11-08,21.4,22.599999999999998,14.200000000000001,13.6,13.0,12.0,42.2,11.125,2.2800000000000002
2000-11-13,1.0,0.4,0.4,0.2,0.0,0.8,15.6,16.5875,2.6149999999999998
2000-11-18,15.0,17.2,7.8,10.0,11.799999999999999,11.4,9.0,12.125,2.96
2000-11-23,22.0,16.0,23.199999999999996,19.0,9.8,13.8,19.6,12.037500000000001,2.455
2000-11-28,11.799999999999999,6.6000000000000005,10.799999999999999,8.999999999999998,8.399999999999999,7.2,9.4,9.1875,2.0300000000000002
2000-12-03,9.0,4.2,8.6,12.8,3.4,7.8,16.4,10.787500000000001,1.6225
2000-12-08,22.799999999999997,8.4,20.6,11.600000000000001,14.399999999999999,13.399999999999999,5.2,15.0125,1.3675
2000-12-13,8.6,4.4,3.6,1.8,5.0,3.0,0.0,10.85,1.45
2000-12-18,5.2,2.4,6.4,4.4,2.0,4.0,3.4,8.35,1.4575
2000-12-23,0.8,0.0,1.6,2.8000000000000003,0.8,3.8,2.8,7.637499999999999,2.17
2000-12-28,4.4,6.8,6.6,16.0,6.0,16.6,30.400000000000002,8.55,3.6375
2001-01-02,27.6,12.2,13.0,16.8,9.8,16.6,21.400000000000002,10.0,2.775
2001-01-07,0.2,0.0,0.0,0.2,0.2,1.0,5.800000000000001,11.412500000000001,2.5425
2001-01-12,1.4,0.4,3.1999999999999997,5.0,0.6000000000000001,0.2,18.8,7.0249999999999995,1.925
2001-01-17,0.6000000000000001,0.6000000000000001,3.2,0.8,1.8,2.8,1.4,7.925000000000001,2.0275
2001-01-22,2.0,1.4,2.0,1.7999999999999998,0.0,0.2,3.6,11.65,1.845
2001-01-27,7.4,8.600000000000001,17.599999999999998,20.0,11.4,12.0,27.6,9.975,2.6875
2001-02-01,2.2,0.0,0.4,1.4,0.6000000000000001,0.2,4.2,6.3,1.9849999999999999
2001-02-06,14.399999999999999,1.8,13.2,15.2,6.0,17.0,18.2,12.9625,2.0375
2001-02-11,11.799999999999999,7.0,9.0,6.800000000000001,17.2,34.8,7.6,12.0125,2.24
2001-02-16,5.800000000000001,1.8,7.199999999999999,6.3999999999999995,1.2,7.0,0.0,10.2875,1.6025
2001-02-21,9.4,3.2,6.2,4.6000000000000005,6.8,5.4,13.6,10.462499999999999,1.5875
2001-02-26,23.6,13.0,18.2,20.8,14.0,18.599999999999998,4.8,5.2,1.59
2001-03-03,13.600000000000001,18.0,15.6,14.799999999999999,14.2,14.399999999999999,25.4,15.325,3.1925
2001-03-08,16.8,7.2,8.6,15.2,10.600000000000001,9.8,12.600000000000001,13.85,2.09
2001-03-13,8.0,4.6,8.600000000000001,11.4,7.4,10.999999999999998,7.8,14.525,2.29
2001-03-18,1.8,0.4,1.6,1.4,0.4,0.0,3.8000000000000003,15.725,2.26
2001-03-23,9.2,3.4,5.2,7.0,3.8,8.2,0.8,17.6125,1.625
2001-03-28,3.0,1.4000000000000001,0.6000000000000001,6.8,3.6,4.2,19.8,14.024999999999999,2.45
2001-04-02,5.800000000000001,2.4000000000000004,5.2,9.8,2.4,1.8,0.0,12.8,2.08
2001-04-07,3.0,3.2,11.8,1.2,3.8000000000000003,2.8,19.6,12.837499999999999,2.5825
2001-04-12,27.200000000000003,6.4,5.800000000000001,13.2,9.2,17.2,5.0,10.225,2.2825
2001-04-17,4.0,6.6,4.2,13.4,0.4,9.8,10.0,12.45,2.0125
2001-04-22,4.4,6.3999999999999995,3.6,4.8,2.0,7.3999999999999995,1.6,12.9375,1.725
2001-04-27,14.0,6.8,6.4,21.4,10.2,12.799999999999999,2.6,17.65,1.635
2001-05-02,10.8,8.799999999999999,8.6,15.2,8.4,12.0,4.0,20.224999999999998,1.6024999999999998
2001-05-07,8.399999999999999,5.4,9.4,14.799999999999999,3.2,11.8,8.799999999999999,18.087500000000002,2.5025
2001-05-12,5.4,2.8,1.4,2.6,0.0,0.2,2.6,19.4,1.5524999999999998
2001-05-17,5.8,5.2,0.4,7.6000000000000005,1.4,2.8,6.4,20.45,1.39
2001-05-22,3.8,0.8,1.6,4.2,3.2,3.6,3.8,21.137500000000003,1.3575
2001-05-27,16.200000000000003,13.600000000000001,27.0,22.6,16.0,35.8,1.2,23.075,1.26
2001-06-01,3.8,3.6,0.8,0.4,3.8,1.4,3.4,20.5875,1.2349999999999999
2001-06-06,10.600000000000001,3.2,2.0,7.6,3.6,5.8,24.0,21.05,1.2625
2001-06-11,0.8,0.0,1.4,3.6,1.2,4.0,0.2,20.612499999999997,1.21
2001-06-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.5875,1.135
2001-06-21,2.8,3.8,11.399999999999999,17.400000000000002,4.0,16.0,9.2,23.4125,1.125
2001-06-26,6.6,7.0,14.8,5.2,7.4,13.600000000000001,4.6,25.8,1.0625
2001-07-01,23.8,18.6,16.6,21.599999999999998,20.0,28.2,0.8,25.362500000000004,1.1300000000000001
2001-07-06,7.800000000000001,5.0,13.8,22.0,8.4,15.600000000000001,31.2,25.1875,1.0950000000000002
2001-07-11,17.4,14.2,18.0,41.400000000000006,9.399999999999999,28.2,6.4,25.224999999999998,1.08
2001-07-16,11.8,18.0,12.6,6.2,10.2,20.200000000000003,18.4,24.45,1.0875
2001-07-21,29.2,15.600000000000001,11.8,12.200000000000001,20.2,17.0,1.8,24.1875,1.1075
2001-07-26,23.6,23.200000000000003,20.6,38.2,22.200000000000003,16.8,7.2,27.9,1.115
2001-07-31,22.0,12.0,40.800000000000004,12.0,19.4,16.2,0.2,29.8375,1.1075000000000002
2001-08-05,8.6,9.0,10.2,14.2,8.799999999999999,15.8,19.8,26.1125,1.1025
