,Rainfall_Terni,Flow_Rate_Lupa
2016-01-24,17.597,99.34444444444446
2016-02-03,42.59700000000001,99.49
2016-02-13,42.59700000000001,99.60999999999999
2016-02-23,36.865,99.71
2016-03-04,16.803,99.81
2016-03-14,16.803,99.89222222222222
2016-03-24,16.587,99.99
2016-04-03,14.859,100.10999999999999
2016-04-13,14.859,100.21
2016-04-23,15.479,100.31
2016-05-03,20.439,100.4088888888889
2016-05-13,20.439,100.49
2016-05-23,20.439,100.60999999999999
2016-06-02,26.343,100.71
2016-06-12,26.343,100.81
2016-06-22,26.343,100.91000000000001
2016-07-02,11.196,101.00777777777778
2016-07-12,11.196,101.10999999999999
2016-07-22,11.196,101.21
2016-08-01,10.503,101.31
2016-08-11,10.503,101.41000000000001
2016-08-21,10.503,101.47777777777777
2016-08-31,29.815,101.60999999999999
2016-09-10,32.229000000000006,101.71
2016-09-20,32.229000000000006,101.81
2016-09-30,35.821000000000005,101.91000000000001
2016-10-10,36.27,102.0122222222222
2016-10-20,36.27,102.10999999999999
2016-10-30,28.451000000000004,102.21
2016-11-09,26.217000000000002,102.31
2016-11-19,26.217000000000002,102.41000000000001
2016-11-29,9.788000000000002,102.53777777777776
2016-12-09,5.094,102.60999999999999
2016-12-19,5.094,102.71
2016-12-29,10.11,102.81
2017-01-08,12.617999999999999,102.91000000000001
2017-01-18,12.617999999999999,103.00222222222222
2017-01-28,14.273,103.10999999999999
2017-02-07,15.597000000000001,103.21
2017-02-17,15.597000000000001,103.31
2017-02-27,13.469,103.41000000000001
2017-03-09,12.861,103.50999999999999
2017-03-19,12.861,103.60999999999999
2017-03-29,14.294999999999998,103.71
2017-04-08,15.011999999999999,103.81
2017-04-18,15.011999999999999,103.91000000000001
2017-04-28,13.265999999999998,104.00999999999999
2017-05-08,12.392999999999997,104.13222222222221
2017-05-18,12.392999999999997,104.21
2017-05-28,9.843,104.31
2017-06-07,7.803,104.41000000000001
2017-06-17,7.803,104.50999999999999
2017-06-27,7.073,104.6
2017-07-07,6.489,104.71
2017-07-17,6.489,104.81
2017-07-27,5.157,104.91000000000001
2017-08-06,3.492,105.00999999999999
2017-08-16,3.492,105.0811111111111
2017-08-26,13.902000000000001,105.21
2017-09-05,34.722,105.31
2017-09-15,34.722,105.41000000000001
2017-09-25,25.221,105.50999999999999
2017-10-05,6.218999999999999,105.66
2017-10-15,6.218999999999999,105.71
2017-10-25,11.979,105.81
2017-11-04,32.139,105.91000000000001
2017-11-14,32.139,106.00999999999999
2017-11-24,30.135,106.13444444444445
2017-12-04,23.121,106.21
2017-12-14,23.121,106.31
2017-12-24,21.867,106.41000000000001
2018-01-03,11.834999999999999,106.50999999999999
2018-01-13,11.834999999999999,106.63
2018-01-23,11.834999999999999,106.67555555555555
2018-02-02,26.343,106.81
2018-02-12,26.343,106.91000000000001
2018-02-22,29.125000000000004,107.00999999999999
2018-03-04,38.862,107.13
2018-03-14,38.862,107.20555555555555
2018-03-24,36.341,107.31
2018-04-03,16.173,107.41000000000001
2018-04-13,16.173,107.50999999999999
2018-04-23,18.179,107.63
2018-05-03,34.227,107.72999999999999
2018-05-13,34.227,107.81
2018-05-23,34.227,107.91000000000001
2018-06-02,10.287,108.00999999999999
2018-06-12,10.287,108.13
2018-06-22,10.287,108.16444444444444
2018-07-02,4.194,108.31
2018-07-12,4.194,108.41000000000001
2018-07-22,4.194,108.50999999999999
2018-08-01,27.044999999999998,108.63
2018-08-11,27.044999999999998,108.71
2018-08-21,27.044999999999998,108.81
2018-08-31,14.637,108.91000000000001
2018-09-10,13.086,109.00999999999999
2018-09-20,13.086,109.13
2018-09-30,24.67,109.22999999999999
2018-10-10,26.118000000000002,109.29777777777777
2018-10-20,26.118000000000002,109.41000000000001
2018-10-30,43.436,109.50999999999999
2018-11-09,48.384,109.63
2018-11-19,48.384,109.72999999999999
2018-11-29,23.520000000000003,109.81888888888889
2018-12-09,16.416,109.91000000000001
2018-12-19,16.416,110.00999999999999
2018-12-29,18.924000000000003,110.13
2019-01-08,20.178,110.22999999999999
2019-01-18,20.178,110.28666666666668
2019-01-28,18.078,110.41000000000001
2019-02-07,16.398,110.50999999999999
2019-02-17,16.398,110.63
2019-02-27,10.931000000000001,110.72999999999999
2019-03-09,9.369,110.81111111111112
2019-03-19,9.369,110.91000000000001
2019-03-29,18.789,111.00999999999999
2019-04-08,23.499000000000002,111.13
2019-04-18,23.499000000000002,111.22999999999999
2019-04-28,29.097,111.3388888888889
2019-05-08,31.896,111.41000000000001
2019-05-18,31.896,111.50999999999999
2019-05-28,18.066,111.63
2019-06-07,7.002000000000001,111.72999999999999
2019-06-17,7.002000000000001,111.83
2019-06-27,15.122,111.85888888888888
2019-07-07,21.618000000000002,112.00999999999999
2019-07-17,21.618000000000002,112.13
2019-07-27,14.942,112.22999999999999
2019-08-06,6.5969999999999995,112.33
2019-08-16,6.5969999999999995,112.41111111111111
2019-08-26,13.398,112.50999999999999
2019-09-05,27.0,112.63
2019-09-15,27.0,112.72999999999999
2019-09-25,22.308,112.83
2019-10-05,12.924,112.92000000000002
2019-10-15,12.924,113.00999999999999
2019-10-25,28.22,113.13
2019-11-04,81.756,113.22999999999999
2019-11-14,81.756,113.33
2019-11-24,68.78799999999998,112.4088888888889
2019-12-04,23.400000000000002,113.50999999999999
2019-12-14,23.400000000000002,113.63
2019-12-24,23.0,113.72999999999999
2020-01-03,0.4,113.83
2020-01-13,10.0,113.92888888888888
2020-01-23,7.4,114.00999999999999
2020-02-02,6.8,114.13000000000001
2020-02-12,13.399999999999999,113.41333333333333
2020-02-22,16.0,101.4388888888889
2020-03-03,20.599999999999998,104.1888888888889
2020-03-13,0.4,102.75111111111111
2020-03-23,15.199999999999998,102.12111111111112
2020-04-02,0.0,100.47888888888889
2020-04-12,19.599999999999998,97.80555555555557
2020-04-22,31.2,95.20555555555558
2020-05-02,1.6,92.0611111111111
2020-05-12,85.2,88.24555555555554
2020-05-22,25.2,84.6211111111111
2020-06-01,37.4,81.18444444444445
2020-06-11,27.2,77.57888888888888
2020-06-21,0.0,74.25
